location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,2.038378152909597,2025-05-17,2025-05-17,quantile,wk inc flu hosp
02,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
04,0,0.01,0.24778219659726936,2025-05-17,2025-05-17,quantile,wk inc flu hosp
05,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
06,0,0.01,11.80336772735063,2025-05-17,2025-05-17,quantile,wk inc flu hosp
08,0,0.01,5.195984322458286,2025-05-17,2025-05-17,quantile,wk inc flu hosp
09,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
10,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
11,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
12,0,0.01,91.44338052015674,2025-05-17,2025-05-17,quantile,wk inc flu hosp
13,0,0.01,1.0416565536829208,2025-05-17,2025-05-17,quantile,wk inc flu hosp
15,0,0.01,11.640101539354927,2025-05-17,2025-05-17,quantile,wk inc flu hosp
16,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
17,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
18,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
19,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
20,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
21,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
22,0,0.01,2.7239370375385596,2025-05-17,2025-05-17,quantile,wk inc flu hosp
23,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
24,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
25,0,0.01,1.1551204954076997,2025-05-17,2025-05-17,quantile,wk inc flu hosp
26,0,0.01,26.44645216929926,2025-05-17,2025-05-17,quantile,wk inc flu hosp
27,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
28,0,0.01,1.05193825648126,2025-05-17,2025-05-17,quantile,wk inc flu hosp
29,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
30,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
31,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
32,0,0.01,2.9852519012825973,2025-05-17,2025-05-17,quantile,wk inc flu hosp
33,0,0.01,0.4179831719594726,2025-05-17,2025-05-17,quantile,wk inc flu hosp
34,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
35,0,0.01,2.5898126181826715,2025-05-17,2025-05-17,quantile,wk inc flu hosp
36,0,0.01,13.53424793489753,2025-05-17,2025-05-17,quantile,wk inc flu hosp
37,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
38,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
39,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
40,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
41,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
42,0,0.01,117.99620207614676,2025-05-17,2025-05-17,quantile,wk inc flu hosp
44,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
45,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
46,0,0.01,0.0,2025-05-17,2025-05-17,quantile,wk inc flu hosp
