location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,13.708243183563278,2025-04-12,2025-04-12,quantile,wk inc flu hosp
02,0,0.01,1.4030579671007979,2025-04-12,2025-04-12,quantile,wk inc flu hosp
04,0,0.01,11.199386142540678,2025-04-12,2025-04-12,quantile,wk inc flu hosp
05,0,0.01,17.007278187291465,2025-04-12,2025-04-12,quantile,wk inc flu hosp
06,0,0.01,145.65164114121066,2025-04-12,2025-04-12,quantile,wk inc flu hosp
08,0,0.01,29.077594375540684,2025-04-12,2025-04-12,quantile,wk inc flu hosp
09,0,0.01,13.547176436974418,2025-04-12,2025-04-12,quantile,wk inc flu hosp
10,0,0.01,2.167793084679082,2025-04-12,2025-04-12,quantile,wk inc flu hosp
11,0,0.01,9.730937425688506,2025-04-12,2025-04-12,quantile,wk inc flu hosp
12,0,0.01,292.12239891265716,2025-04-12,2025-04-12,quantile,wk inc flu hosp
13,0,0.01,29.17853124753322,2025-04-12,2025-04-12,quantile,wk inc flu hosp
15,0,0.01,13.949229206795515,2025-04-12,2025-04-12,quantile,wk inc flu hosp
16,0,0.01,0.0,2025-04-12,2025-04-12,quantile,wk inc flu hosp
17,0,0.01,76.57340738772307,2025-04-12,2025-04-12,quantile,wk inc flu hosp
18,0,0.01,25.018420835804065,2025-04-12,2025-04-12,quantile,wk inc flu hosp
19,0,0.01,10.99038349332757,2025-04-12,2025-04-12,quantile,wk inc flu hosp
20,0,0.01,8.673399833635427,2025-04-12,2025-04-12,quantile,wk inc flu hosp
21,0,0.01,47.997542148190526,2025-04-12,2025-04-12,quantile,wk inc flu hosp
22,0,0.01,55.29410647439104,2025-04-12,2025-04-12,quantile,wk inc flu hosp
23,0,0.01,18.34911894587302,2025-04-12,2025-04-12,quantile,wk inc flu hosp
24,0,0.01,56.154564083842516,2025-04-12,2025-04-12,quantile,wk inc flu hosp
25,0,0.01,40.582777738111936,2025-04-12,2025-04-12,quantile,wk inc flu hosp
26,0,0.01,52.48209694563836,2025-04-12,2025-04-12,quantile,wk inc flu hosp
27,0,0.01,11.664488908961781,2025-04-12,2025-04-12,quantile,wk inc flu hosp
28,0,0.01,11.377833605664426,2025-04-12,2025-04-12,quantile,wk inc flu hosp
29,0,0.01,39.501786890311784,2025-04-12,2025-04-12,quantile,wk inc flu hosp
30,0,0.01,3.370017187855541,2025-04-12,2025-04-12,quantile,wk inc flu hosp
31,0,0.01,0.0,2025-04-12,2025-04-12,quantile,wk inc flu hosp
32,0,0.01,8.917105075591357,2025-04-12,2025-04-12,quantile,wk inc flu hosp
