location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,124.44078357589235,2026-01-17,2026-01-17,quantile,wk inc flu hosp
02,0,0.01,12.45248884231495,2026-01-17,2026-01-17,quantile,wk inc flu hosp
04,0,0.01,70.91991400617626,2026-01-17,2026-01-17,quantile,wk inc flu hosp
05,0,0.01,59.06886960131245,2026-01-17,2026-01-17,quantile,wk inc flu hosp
06,0,0.01,811.1898843696235,2026-01-17,2026-01-17,quantile,wk inc flu hosp
08,0,0.01,160.64147082519418,2026-01-17,2026-01-17,quantile,wk inc flu hosp
09,0,0.01,201.8406300450662,2026-01-17,2026-01-17,quantile,wk inc flu hosp
10,0,0.01,67.09757038311014,2026-01-17,2026-01-17,quantile,wk inc flu hosp
11,0,0.01,19.138986049937937,2026-01-17,2026-01-17,quantile,wk inc flu hosp
12,0,0.01,1414.1772841096658,2026-01-17,2026-01-17,quantile,wk inc flu hosp
13,0,0.01,255.99947579275153,2026-01-17,2026-01-17,quantile,wk inc flu hosp
15,0,0.01,40.074646934745076,2026-01-17,2026-01-17,quantile,wk inc flu hosp
16,0,0.01,60.80483857330064,2026-01-17,2026-01-17,quantile,wk inc flu hosp
17,0,0.01,527.3482081947659,2026-01-17,2026-01-17,quantile,wk inc flu hosp
18,0,0.01,269.3665852735884,2026-01-17,2026-01-17,quantile,wk inc flu hosp
19,0,0.01,119.72204383497426,2026-01-17,2026-01-17,quantile,wk inc flu hosp
20,0,0.01,77.84594064935835,2026-01-17,2026-01-17,quantile,wk inc flu hosp
21,0,0.01,125.32087035415266,2026-01-17,2026-01-17,quantile,wk inc flu hosp
22,0,0.01,197.87470900921772,2026-01-17,2026-01-17,quantile,wk inc flu hosp
23,0,0.01,66.46258891746727,2026-01-17,2026-01-17,quantile,wk inc flu hosp
24,0,0.01,259.496848100218,2026-01-17,2026-01-17,quantile,wk inc flu hosp
25,0,0.01,374.1845617119478,2026-01-17,2026-01-17,quantile,wk inc flu hosp
26,0,0.01,395.21356131730204,2026-01-17,2026-01-17,quantile,wk inc flu hosp
27,0,0.01,297.51581437967917,2026-01-17,2026-01-17,quantile,wk inc flu hosp
28,0,0.01,77.39498471970562,2026-01-17,2026-01-17,quantile,wk inc flu hosp
29,0,0.01,219.05287439061019,2026-01-17,2026-01-17,quantile,wk inc flu hosp
30,0,0.01,45.96957260220812,2026-01-17,2026-01-17,quantile,wk inc flu hosp
31,0,0.01,58.79357052180138,2026-01-17,2026-01-17,quantile,wk inc flu hosp
32,0,0.01,44.600252365262705,2026-01-17,2026-01-17,quantile,wk inc flu hosp
33,0,0.01,103.66842069300823,2026-01-17,2026-01-17,quantile,wk inc flu hosp
34,0,0.01,565.1744090118844,2026-01-17,2026-01-17,quantile,wk inc flu hosp
35,0,0.01,80.0461411765478,2026-01-17,2026-01-17,quantile,wk inc flu hosp
36,0,0.01,825.5459358113633,2026-01-17,2026-01-17,quantile,wk inc flu hosp
37,0,0.01,478.14939609294584,2026-01-17,2026-01-17,quantile,wk inc flu hosp
38,0,0.01,45.35459310877548,2026-01-17,2026-01-17,quantile,wk inc flu hosp
39,0,0.01,589.0151921223011,2026-01-17,2026-01-17,quantile,wk inc flu hosp
40,0,0.01,22.38617672107154,2026-01-17,2026-01-17,quantile,wk inc flu hosp
41,0,0.01,40.333235156552654,2026-01-17,2026-01-17,quantile,wk inc flu hosp
42,0,0.01,639.3848427183533,2026-01-17,2026-01-17,quantile,wk inc flu hosp
44,0,0.01,66.24065067708628,2026-01-17,2026-01-17,quantile,wk inc flu hosp
45,0,0.01,216.0443987840376,2026-01-17,2026-01-17,quantile,wk inc flu hosp
46,0,0.01,17.8905614483205,2026-01-17,2026-01-17,quantile,wk inc flu hosp
47,0,0.01,204.51679955815774,2026-01-17,2026-01-17,quantile,wk inc flu hosp
48,0,0.01,733.5618596986752,2026-01-17,2026-01-17,quantile,wk inc flu hosp
49,0,0.01,69.994619189226,2026-01-17,2026-01-17,quantile,wk inc flu hosp
50,0,0.01,13.650263243894027,2026-01-17,2026-01-17,quantile,wk inc flu hosp
51,0,0.01,427.5250326242192,2026-01-17,2026-01-17,quantile,wk inc flu hosp
53,0,0.01,141.97011871199976,2026-01-17,2026-01-17,quantile,wk inc flu hosp
54,0,0.01,95.98213654747063,2026-01-17,2026-01-17,quantile,wk inc flu hosp
55,0,0.01,327.186642437166,2026-01-17,2026-01-17,quantile,wk inc flu hosp
56,0,0.01,16.02906647043843,2026-01-17,2026-01-17,quantile,wk inc flu hosp
72,0,0.01,141.34866562440578,2026-01-17,2026-01-17,quantile,wk inc flu hosp
US,0,0.01,12791.006839947026,2026-01-17,2026-01-17,quantile,wk inc flu hosp
01,0,0.025,134.13925897326519,2026-01-17,2026-01-17,quantile,wk inc flu hosp
02,0,0.025,15.00940115613703,2026-01-17,2026-01-17,quantile,wk inc flu hosp
04,0,0.025,82.73584299035569,2026-01-17,2026-01-17,quantile,wk inc flu hosp
05,0,0.025,68.18967117546437,2026-01-17,2026-01-17,quantile,wk inc flu hosp
06,0,0.025,869.8538165358533,2026-01-17,2026-01-17,quantile,wk inc flu hosp
08,0,0.025,176.8798791730655,2026-01-17,2026-01-17,quantile,wk inc flu hosp
09,0,0.025,218.61849512147236,2026-01-17,2026-01-17,quantile,wk inc flu hosp
10,0,0.025,73.61332417009896,2026-01-17,2026-01-17,quantile,wk inc flu hosp
11,0,0.025,24.005811140487133,2026-01-17,2026-01-17,quantile,wk inc flu hosp
12,0,0.025,1487.3324176233564,2026-01-17,2026-01-17,quantile,wk inc flu hosp
13,0,0.025,285.90671503762724,2026-01-17,2026-01-17,quantile,wk inc flu hosp
15,0,0.025,44.868310227294124,2026-01-17,2026-01-17,quantile,wk inc flu hosp
16,0,0.025,67.924981509403,2026-01-17,2026-01-17,quantile,wk inc flu hosp
17,0,0.025,559.5052515198122,2026-01-17,2026-01-17,quantile,wk inc flu hosp
18,0,0.025,286.18536644343476,2026-01-17,2026-01-17,quantile,wk inc flu hosp
19,0,0.025,131.7140631315764,2026-01-17,2026-01-17,quantile,wk inc flu hosp
20,0,0.025,88.40895259795444,2026-01-17,2026-01-17,quantile,wk inc flu hosp
21,0,0.025,143.73336402566395,2026-01-17,2026-01-17,quantile,wk inc flu hosp
22,0,0.025,221.93248781459678,2026-01-17,2026-01-17,quantile,wk inc flu hosp
23,0,0.025,72.8133750000492,2026-01-17,2026-01-17,quantile,wk inc flu hosp
24,0,0.025,277.25477521882954,2026-01-17,2026-01-17,quantile,wk inc flu hosp
25,0,0.025,403.0599095733968,2026-01-17,2026-01-17,quantile,wk inc flu hosp
26,0,0.025,419.298802438065,2026-01-17,2026-01-17,quantile,wk inc flu hosp
27,0,0.025,315.3031994127639,2026-01-17,2026-01-17,quantile,wk inc flu hosp
28,0,0.025,87.06162132213655,2026-01-17,2026-01-17,quantile,wk inc flu hosp
29,0,0.025,240.33025888408318,2026-01-17,2026-01-17,quantile,wk inc flu hosp
30,0,0.025,52.94191865587953,2026-01-17,2026-01-17,quantile,wk inc flu hosp
31,0,0.025,66.11849264602446,2026-01-17,2026-01-17,quantile,wk inc flu hosp
32,0,0.025,51.88169855288299,2026-01-17,2026-01-17,quantile,wk inc flu hosp
33,0,0.025,110.79734086838637,2026-01-17,2026-01-17,quantile,wk inc flu hosp
34,0,0.025,611.3986706237008,2026-01-17,2026-01-17,quantile,wk inc flu hosp
35,0,0.025,95.32742878856794,2026-01-17,2026-01-17,quantile,wk inc flu hosp
36,0,0.025,866.1759714176326,2026-01-17,2026-01-17,quantile,wk inc flu hosp
37,0,0.025,519.4663942168656,2026-01-17,2026-01-17,quantile,wk inc flu hosp
38,0,0.025,50.17579012295547,2026-01-17,2026-01-17,quantile,wk inc flu hosp
39,0,0.025,653.9192721097531,2026-01-17,2026-01-17,quantile,wk inc flu hosp
40,0,0.025,27.217511153021686,2026-01-17,2026-01-17,quantile,wk inc flu hosp
41,0,0.025,47.29396486851498,2026-01-17,2026-01-17,quantile,wk inc flu hosp
42,0,0.025,683.8493884754799,2026-01-17,2026-01-17,quantile,wk inc flu hosp
44,0,0.025,75.29065237259617,2026-01-17,2026-01-17,quantile,wk inc flu hosp
45,0,0.025,238.19229877731777,2026-01-17,2026-01-17,quantile,wk inc flu hosp
46,0,0.025,20.62253793817603,2026-01-17,2026-01-17,quantile,wk inc flu hosp
47,0,0.025,227.57247522842036,2026-01-17,2026-01-17,quantile,wk inc flu hosp
48,0,0.025,788.3194471875144,2026-01-17,2026-01-17,quantile,wk inc flu hosp
49,0,0.025,76.52807030325899,2026-01-17,2026-01-17,quantile,wk inc flu hosp
50,0,0.025,16.852957510086373,2026-01-17,2026-01-17,quantile,wk inc flu hosp
51,0,0.025,454.4709330141558,2026-01-17,2026-01-17,quantile,wk inc flu hosp
53,0,0.025,154.00921092542768,2026-01-17,2026-01-17,quantile,wk inc flu hosp
54,0,0.025,106.33643060045931,2026-01-17,2026-01-17,quantile,wk inc flu hosp
55,0,0.025,344.2477417766729,2026-01-17,2026-01-17,quantile,wk inc flu hosp
56,0,0.025,18.807949779967903,2026-01-17,2026-01-17,quantile,wk inc flu hosp
72,0,0.025,162.27077171568754,2026-01-17,2026-01-17,quantile,wk inc flu hosp
US,0,0.025,13403.617651843655,2026-01-17,2026-01-17,quantile,wk inc flu hosp
01,0,0.05,147.73903369210726,2026-01-17,2026-01-17,quantile,wk inc flu hosp
02,0,0.05,17.69567999492061,2026-01-17,2026-01-17,quantile,wk inc flu hosp
04,0,0.05,92.28515471241177,2026-01-17,2026-01-17,quantile,wk inc flu hosp
05,0,0.05,76.08532674300487,2026-01-17,2026-01-17,quantile,wk inc flu hosp
06,0,0.05,905.8793692466171,2026-01-17,2026-01-17,quantile,wk inc flu hosp
08,0,0.05,190.73323823832885,2026-01-17,2026-01-17,quantile,wk inc flu hosp
09,0,0.05,238.11476431761596,2026-01-17,2026-01-17,quantile,wk inc flu hosp
10,0,0.05,82.00157554764873,2026-01-17,2026-01-17,quantile,wk inc flu hosp
11,0,0.05,28.024165095036594,2026-01-17,2026-01-17,quantile,wk inc flu hosp
12,0,0.05,1554.744638958078,2026-01-17,2026-01-17,quantile,wk inc flu hosp
13,0,0.05,303.1883387663639,2026-01-17,2026-01-17,quantile,wk inc flu hosp
15,0,0.05,49.24755545355924,2026-01-17,2026-01-17,quantile,wk inc flu hosp
16,0,0.05,75.55411674477854,2026-01-17,2026-01-17,quantile,wk inc flu hosp
17,0,0.05,594.3408975168572,2026-01-17,2026-01-17,quantile,wk inc flu hosp
18,0,0.05,303.47966435433483,2026-01-17,2026-01-17,quantile,wk inc flu hosp
19,0,0.05,140.82131792332314,2026-01-17,2026-01-17,quantile,wk inc flu hosp
20,0,0.05,94.3613360874108,2026-01-17,2026-01-17,quantile,wk inc flu hosp
21,0,0.05,157.51931903796591,2026-01-17,2026-01-17,quantile,wk inc flu hosp
22,0,0.05,233.8806615080952,2026-01-17,2026-01-17,quantile,wk inc flu hosp
23,0,0.05,79.11285641464687,2026-01-17,2026-01-17,quantile,wk inc flu hosp
24,0,0.05,294.30564036968696,2026-01-17,2026-01-17,quantile,wk inc flu hosp
25,0,0.05,427.56856129035435,2026-01-17,2026-01-17,quantile,wk inc flu hosp
26,0,0.05,444.919189907686,2026-01-17,2026-01-17,quantile,wk inc flu hosp
27,0,0.05,341.1521895940247,2026-01-17,2026-01-17,quantile,wk inc flu hosp
28,0,0.05,94.89632743331492,2026-01-17,2026-01-17,quantile,wk inc flu hosp
29,0,0.05,259.74851565371705,2026-01-17,2026-01-17,quantile,wk inc flu hosp
30,0,0.05,59.55288777282526,2026-01-17,2026-01-17,quantile,wk inc flu hosp
31,0,0.05,72.05927421984114,2026-01-17,2026-01-17,quantile,wk inc flu hosp
32,0,0.05,57.853279560815906,2026-01-17,2026-01-17,quantile,wk inc flu hosp
33,0,0.05,117.80911718223504,2026-01-17,2026-01-17,quantile,wk inc flu hosp
34,0,0.05,640.0704257575394,2026-01-17,2026-01-17,quantile,wk inc flu hosp
35,0,0.05,103.55525334517581,2026-01-17,2026-01-17,quantile,wk inc flu hosp
36,0,0.05,903.3074541861483,2026-01-17,2026-01-17,quantile,wk inc flu hosp
37,0,0.05,549.3555236036431,2026-01-17,2026-01-17,quantile,wk inc flu hosp
38,0,0.05,54.95772703475293,2026-01-17,2026-01-17,quantile,wk inc flu hosp
39,0,0.05,708.0382411213596,2026-01-17,2026-01-17,quantile,wk inc flu hosp
40,0,0.05,33.15755923051053,2026-01-17,2026-01-17,quantile,wk inc flu hosp
41,0,0.05,54.25040065263625,2026-01-17,2026-01-17,quantile,wk inc flu hosp
42,0,0.05,730.0388436136762,2026-01-17,2026-01-17,quantile,wk inc flu hosp
44,0,0.05,80.21777811854032,2026-01-17,2026-01-17,quantile,wk inc flu hosp
45,0,0.05,256.84653608083937,2026-01-17,2026-01-17,quantile,wk inc flu hosp
46,0,0.05,24.042255514768726,2026-01-17,2026-01-17,quantile,wk inc flu hosp
47,0,0.05,248.6344090196533,2026-01-17,2026-01-17,quantile,wk inc flu hosp
48,0,0.05,836.430859327454,2026-01-17,2026-01-17,quantile,wk inc flu hosp
49,0,0.05,82.76269488543184,2026-01-17,2026-01-17,quantile,wk inc flu hosp
50,0,0.05,19.081971000590915,2026-01-17,2026-01-17,quantile,wk inc flu hosp
51,0,0.05,483.49538064221275,2026-01-17,2026-01-17,quantile,wk inc flu hosp
53,0,0.05,169.05787719291345,2026-01-17,2026-01-17,quantile,wk inc flu hosp
54,0,0.05,115.61235050022198,2026-01-17,2026-01-17,quantile,wk inc flu hosp
55,0,0.05,371.46764074097956,2026-01-17,2026-01-17,quantile,wk inc flu hosp
56,0,0.05,22.62173432678019,2026-01-17,2026-01-17,quantile,wk inc flu hosp
72,0,0.05,175.32193171192336,2026-01-17,2026-01-17,quantile,wk inc flu hosp
US,0,0.05,14163.195318594353,2026-01-17,2026-01-17,quantile,wk inc flu hosp
01,0,0.1,162.27428474747367,2026-01-17,2026-01-17,quantile,wk inc flu hosp
02,0,0.1,21.34217950360204,2026-01-17,2026-01-17,quantile,wk inc flu hosp
04,0,0.1,108.7671085501251,2026-01-17,2026-01-17,quantile,wk inc flu hosp
