location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,222.83749853463382,2026-02-14,2026-02-14,quantile,wk inc flu hosp
02,0,0.01,1.2008638590759784,2026-02-14,2026-02-14,quantile,wk inc flu hosp
04,0,0.01,166.26222304381724,2026-02-14,2026-02-14,quantile,wk inc flu hosp
05,0,0.01,74.7693085192313,2026-02-14,2026-02-14,quantile,wk inc flu hosp
06,0,0.01,1360.446163669638,2026-02-14,2026-02-14,quantile,wk inc flu hosp
08,0,0.01,40.92476848114797,2026-02-14,2026-02-14,quantile,wk inc flu hosp
09,0,0.01,12.358164101383393,2026-02-14,2026-02-14,quantile,wk inc flu hosp
10,0,0.01,13.158972895212623,2026-02-14,2026-02-14,quantile,wk inc flu hosp
11,0,0.01,0.0,2026-02-14,2026-02-14,quantile,wk inc flu hosp
12,0,0.01,1085.0882779308322,2026-02-14,2026-02-14,quantile,wk inc flu hosp
13,0,0.01,185.43817159146053,2026-02-14,2026-02-14,quantile,wk inc flu hosp
15,0,0.01,7.432883822883374,2026-02-14,2026-02-14,quantile,wk inc flu hosp
16,0,0.01,46.15651849779497,2026-02-14,2026-02-14,quantile,wk inc flu hosp
17,0,0.01,276.7729584928058,2026-02-14,2026-02-14,quantile,wk inc flu hosp
18,0,0.01,203.11863065621841,2026-02-14,2026-02-14,quantile,wk inc flu hosp
19,0,0.01,100.5655570846378,2026-02-14,2026-02-14,quantile,wk inc flu hosp
20,0,0.01,98.31304852857856,2026-02-14,2026-02-14,quantile,wk inc flu hosp
21,0,0.01,93.97132572190968,2026-02-14,2026-02-14,quantile,wk inc flu hosp
22,0,0.01,146.10483908236722,2026-02-14,2026-02-14,quantile,wk inc flu hosp
23,0,0.01,21.478282748730845,2026-02-14,2026-02-14,quantile,wk inc flu hosp
24,0,0.01,26.414841122497943,2026-02-14,2026-02-14,quantile,wk inc flu hosp
25,0,0.01,19.635557462658983,2026-02-14,2026-02-14,quantile,wk inc flu hosp
26,0,0.01,119.03720597782217,2026-02-14,2026-02-14,quantile,wk inc flu hosp
27,0,0.01,69.75934344873967,2026-02-14,2026-02-14,quantile,wk inc flu hosp
28,0,0.01,108.96269290306188,2026-02-14,2026-02-14,quantile,wk inc flu hosp
29,0,0.01,116.85855398761177,2026-02-14,2026-02-14,quantile,wk inc flu hosp
30,0,0.01,23.85861267285793,2026-02-14,2026-02-14,quantile,wk inc flu hosp
31,0,0.01,70.20230222977108,2026-02-14,2026-02-14,quantile,wk inc flu hosp
32,0,0.01,32.53603482442557,2026-02-14,2026-02-14,quantile,wk inc flu hosp
33,0,0.01,23.433699900026234,2026-02-14,2026-02-14,quantile,wk inc flu hosp
34,0,0.01,74.60413028962459,2026-02-14,2026-02-14,quantile,wk inc flu hosp
35,0,0.01,83.45486952796632,2026-02-14,2026-02-14,quantile,wk inc flu hosp
36,0,0.01,59.690143914327464,2026-02-14,2026-02-14,quantile,wk inc flu hosp
37,0,0.01,170.07430338067587,2026-02-14,2026-02-14,quantile,wk inc flu hosp
38,0,0.01,14.860968593927351,2026-02-14,2026-02-14,quantile,wk inc flu hosp
39,0,0.01,199.85882082657858,2026-02-14,2026-02-14,quantile,wk inc flu hosp
40,0,0.01,58.89170157726855,2026-02-14,2026-02-14,quantile,wk inc flu hosp
41,0,0.01,235.3682145201915,2026-02-14,2026-02-14,quantile,wk inc flu hosp
42,0,0.01,342.8678701163237,2026-02-14,2026-02-14,quantile,wk inc flu hosp
44,0,0.01,7.019195967399216,2026-02-14,2026-02-14,quantile,wk inc flu hosp
45,0,0.01,67.98465037227629,2026-02-14,2026-02-14,quantile,wk inc flu hosp
46,0,0.01,18.993329238504987,2026-02-14,2026-02-14,quantile,wk inc flu hosp
47,0,0.01,125.3440237197097,2026-02-14,2026-02-14,quantile,wk inc flu hosp
48,0,0.01,857.1637894502115,2026-02-14,2026-02-14,quantile,wk inc flu hosp
49,0,0.01,50.36417710082964,2026-02-14,2026-02-14,quantile,wk inc flu hosp
50,0,0.01,9.16826577290963,2026-02-14,2026-02-14,quantile,wk inc flu hosp
51,0,0.01,97.71915583200177,2026-02-14,2026-02-14,quantile,wk inc flu hosp
53,0,0.01,244.3062782979519,2026-02-14,2026-02-14,quantile,wk inc flu hosp
54,0,0.01,58.15993860574817,2026-02-14,2026-02-14,quantile,wk inc flu hosp
55,0,0.01,150.0987547830018,2026-02-14,2026-02-14,quantile,wk inc flu hosp
56,0,0.01,2.970227802862877,2026-02-14,2026-02-14,quantile,wk inc flu hosp
72,0,0.01,68.73920675247419,2026-02-14,2026-02-14,quantile,wk inc flu hosp
US,0,0.01,9160.734868276393,2026-02-14,2026-02-14,quantile,wk inc flu hosp
01,0,0.025,244.13522781926855,2026-02-14,2026-02-14,quantile,wk inc flu hosp
02,0,0.025,2.0394804260510195,2026-02-14,2026-02-14,quantile,wk inc flu hosp
