location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.01540858929549014,0.0215,0.03115072385879623,0.0154,0.0215,0.0312,2026-03-07,2026-03-07,"March 07, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
US,1,0.01055828879279317,0.01922430384362557,0.03059567722662567,0.0106,0.0192,0.0306,2026-03-14,2026-03-07,"March 14, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
US,2,0.00493227909909422,0.01646787848193783,0.02904758886904459,0.0049,0.0165,0.029,2026-03-21,2026-03-07,"March 21, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Alabama,0,0.02313166991030719,0.035,0.056,0.0231,0.035,0.056,2026-03-07,2026-03-07,"March 07, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Alabama,1,0.0157218015930025,0.0325,0.06373324276695379,0.0157,0.0325,0.0637,2026-03-14,2026-03-07,"March 14, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Alabama,2,0.00721709736775992,0.02390658959850331,0.05872036574718591,0.0072,0.0239,0.0587,2026-03-21,2026-03-07,"March 21, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Alaska,0,0.00640652948717931,0.01649516573766087,0.02772170920542413,0.0064,0.0165,0.0277,2026-03-07,2026-03-07,"March 07, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Alaska,1,0.00212011692449027,0.01471609387529497,0.02821310198830616,0.0021,0.0147,0.0282,2026-03-14,2026-03-07,"March 14, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Alaska,2,0.00198093531822652,0.01307944761091164,0.03155373237763384,0.002,0.0131,0.0316,2026-03-21,2026-03-07,"March 21, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Arizona,0,0.01510602479410845,0.0241,0.03582992681133738,0.0151,0.0241,0.0358,2026-03-07,2026-03-07,"March 07, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Arizona,1,0.00952915379062839,0.02055369021646756,0.04208165663468032,0.0095,0.0206,0.0421,2026-03-14,2026-03-07,"March 14, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Arizona,2,0.00535908291694244,0.0174633165231423,0.03799365123760081,0.0054,0.0175,0.038,2026-03-21,2026-03-07,"March 21, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Arkansas,0,0.02528223522478059,0.04039829247606243,0.05813770257945513,0.0253,0.0404,0.0581,2026-03-07,2026-03-07,"March 07, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Arkansas,1,0.01620964489751444,0.03558493081386863,0.06478649363057855,0.0162,0.0356,0.0648,2026-03-14,2026-03-07,"March 14, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
Arkansas,2,0.01032716027379456,0.02899212227736745,0.0587669124521099,0.0103,0.029,0.0588,2026-03-21,2026-03-07,"March 21, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
California,0,0.0133627603877457,0.023,0.03395524664293546,0.0134,0.023,0.034,2026-03-07,2026-03-07,"March 07, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
California,1,0.00943287952485303,0.01979247701430688,0.03822721051983192,0.0094,0.0198,0.0382,2026-03-14,2026-03-07,"March 14, 2026","March 07, 2026",2026-03-04,"March 04, 2026",FluSight-ensemble
