location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.01974012584853387,0.0282124271069345,0.03765308085822373,0.0197,0.0282,0.0377,2026-02-28,2026-02-28,"February 28, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
US,1,0.01457006505396398,0.02525284602141288,0.03807079549302368,0.0146,0.0253,0.0381,2026-03-07,2026-02-28,"March 07, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
US,2,0.01040709548943512,0.02156732156318356,0.0372492051276243,0.0104,0.0216,0.0372,2026-03-14,2026-02-28,"March 14, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Alabama,0,0.0370920795535202,0.04998801476693575,0.07917648311532073,0.0371,0.05,0.0792,2026-02-28,2026-02-28,"February 28, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Alabama,1,0.02297764026345584,0.04575421114291528,0.09623735253442182,0.023,0.0458,0.0962,2026-03-07,2026-02-28,"March 07, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Alabama,2,0.0143495925019223,0.03848775133120991,0.10194104067065617,0.0143,0.0385,0.1019,2026-03-14,2026-02-28,"March 14, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Alaska,0,0.01045515539803006,0.02183141527253525,0.0354587559736756,0.0105,0.0218,0.0355,2026-02-28,2026-02-28,"February 28, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Alaska,1,0.0066414842864416,0.01981392454632446,0.03749166001939433,0.0066,0.0198,0.0375,2026-03-07,2026-02-28,"March 07, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Alaska,2,0.004286179347978,0.01785804876860231,0.04282585502106813,0.0043,0.0179,0.0428,2026-03-14,2026-02-28,"March 14, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Arizona,0,0.0206795676273595,0.0314541637587975,0.04678869455853373,0.0207,0.0315,0.0468,2026-02-28,2026-02-28,"February 28, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Arizona,1,0.01521281283241595,0.02817949839330685,0.05388006364828233,0.0152,0.0282,0.053900000000000003,2026-03-07,2026-02-28,"March 07, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Arizona,2,0.00928503997823144,0.023442392244511,0.05349190663111038,0.0093,0.0234,0.0535,2026-03-14,2026-02-28,"March 14, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Arkansas,0,0.02945497708232166,0.04825496912351831,0.07396815158327133,0.0295,0.0483,0.074,2026-02-28,2026-02-28,"February 28, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Arkansas,1,0.0203880299059921,0.04272568198099499,0.0763456055598121,0.0204,0.0427,0.0763,2026-03-07,2026-02-28,"March 07, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Arkansas,2,0.01428631313663033,0.03613060215283381,0.08705990016174758,0.0143,0.0361,0.0871,2026-03-14,2026-02-28,"March 14, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
California,0,0.01656816119303593,0.02669236319233376,0.0392264615432028,0.0166,0.0267,0.0392,2026-02-28,2026-02-28,"February 28, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
California,1,0.01147175078951335,0.02333313260248256,0.04734571131276458,0.0115,0.0233,0.0473,2026-03-07,2026-02-28,"March 07, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
California,2,0.00540569721559194,0.01890798122703009,0.04715253384210088,0.0054,0.0189,0.0472,2026-03-14,2026-02-28,"March 14, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Colorado,0,0.01304076191518361,0.02032197269647079,0.03038652519916163,0.013,0.0203,0.0304,2026-02-28,2026-02-28,"February 28, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Colorado,1,0.00857335792296041,0.01823912676286254,0.03324760957305636,0.0086,0.0182,0.0332,2026-03-07,2026-02-28,"March 07, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
Colorado,2,0.00654136087622696,0.01702467840769871,0.03298817923849519,0.0065,0.017,0.033,2026-03-14,2026-02-28,"March 14, 2026","February 28, 2026",2026-02-25,"February 25, 2026",FluSight-ensemble
