location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.01,33951.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.01,38537.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.01,36967.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.01,30940.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.01,23738.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.025,34642.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.025,39262.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.025,38443.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.025,32973.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.025,24903.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.05,35094.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.05,39901.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.05,39553.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.05,33993.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.05,25475.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.1,35828.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.1,41060.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.1,41056.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.1,35096.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.1,27121.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.15,36681.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.15,42485.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.15,42730.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.15,36980.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.15,27965.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.2,37627.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.2,43436.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.2,43578.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.2,38422.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.2,29705.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.25,38352.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.25,44378.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.25,44823.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.25,39868.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.25,31502.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.3,38774.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.3,45260.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.3,45840.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.3,41180.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.3,32319.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.35,39197.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.35,46252.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.35,47453.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.35,42538.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.35,33202.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.4,39752.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.4,47560.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.4,48768.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.4,43626.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.4,34123.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.45,40417.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.45,48595.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.45,50126.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.45,45129.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.45,35560.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.5,40965.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.5,49286.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.5,51826.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.5,45888.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.5,36756.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.55,41891.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.55,50595.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.55,52835.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.55,47377.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.55,37729.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.6,42668.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.6,51435.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.6,54045.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.6,48909.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.6,38575.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.65,43338.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.65,52524.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.65,55819.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.65,50211.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.65,39365.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.7,44058.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.7,54127.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.7,57408.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.7,52446.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.7,40982.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.75,44626.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.75,55246.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.75,59296.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.75,54860.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.75,43669.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.8,45450.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.8,56765.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.8,61663.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.8,57432.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.8,45533.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.85,46285.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.85,58501.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.85,64348.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.85,59388.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.85,47481.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.9,47329.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.9,61341.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.9,67054.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.9,62239.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.9,50208.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.95,48604.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.95,64191.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.95,74402.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.95,69607.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.95,54423.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.975,49220.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.975,65987.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.975,76235.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.975,74364.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.975,61644.0
US,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.99,50166.0
US,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.99,67102.0
US,2026-01-10,1,2026-01-17,wk inc flu hosp,quantile,0.99,78859.0
US,2026-01-10,2,2026-01-24,wk inc flu hosp,quantile,0.99,79566.0
US,2026-01-10,3,2026-01-31,wk inc flu hosp,quantile,0.99,65541.0
01,2026-01-10,-1,2026-01-03,wk inc flu hosp,quantile,0.01,382.0
01,2026-01-10,0,2026-01-10,wk inc flu hosp,quantile,0.01,460.0
