location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.01,17582.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.01,24985.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.01,32502.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.01,37833.0
US,2025-12-27,3,2026-01-17,wk inc flu hosp,quantile,0.01,39757.0
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.025,17750.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.025,25395.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.025,33650.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.025,38899.0
US,2025-12-27,3,2026-01-17,wk inc flu hosp,quantile,0.025,40581.0
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.05,17973.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.05,26126.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.05,34526.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.05,40623.0
US,2025-12-27,3,2026-01-17,wk inc flu hosp,quantile,0.05,41860.0
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.1,18308.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.1,26818.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.1,35556.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.1,42744.0
US,2025-12-27,3,2026-01-17,wk inc flu hosp,quantile,0.1,45617.0
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.15,18527.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.15,27184.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.15,36698.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.15,44876.0
US,2025-12-27,3,2026-01-17,wk inc flu hosp,quantile,0.15,47391.0
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.2,18733.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.2,27639.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.2,37780.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.2,46083.0
US,2025-12-27,3,2026-01-17,wk inc flu hosp,quantile,0.2,48737.0
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.25,18918.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.25,28104.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.25,38536.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.25,47234.0
US,2025-12-27,3,2026-01-17,wk inc flu hosp,quantile,0.25,50692.0
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.3,19276.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.3,28674.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.3,39511.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.3,48509.0
US,2025-12-27,3,2026-01-17,wk inc flu hosp,quantile,0.3,51873.0
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.35,19441.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.35,29328.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.35,40470.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.35,49880.0
US,2025-12-27,3,2026-01-17,wk inc flu hosp,quantile,0.35,53752.0
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.4,19620.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.4,29962.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.4,41917.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.4,52223.0
US,2025-12-27,3,2026-01-17,wk inc flu hosp,quantile,0.4,55496.0
US,2025-12-27,-1,2025-12-20,wk inc flu hosp,quantile,0.45,19847.0
US,2025-12-27,0,2025-12-27,wk inc flu hosp,quantile,0.45,30774.0
US,2025-12-27,1,2026-01-03,wk inc flu hosp,quantile,0.45,43539.0
US,2025-12-27,2,2026-01-10,wk inc flu hosp,quantile,0.45,54805.0
