reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-03-07,0,2026-03-07,01,wk flu hosp rate change,pmf,decrease,0.56
2026-03-07,0,2026-03-07,01,wk flu hosp rate change,pmf,increase,0.175
2026-03-07,0,2026-03-07,01,wk flu hosp rate change,pmf,large_decrease,0.034
2026-03-07,0,2026-03-07,01,wk flu hosp rate change,pmf,large_increase,0.017
2026-03-07,0,2026-03-07,01,wk flu hosp rate change,pmf,stable,0.214
2026-03-07,1,2026-03-14,01,wk flu hosp rate change,pmf,decrease,0.771
2026-03-07,1,2026-03-14,01,wk flu hosp rate change,pmf,increase,0.051
2026-03-07,1,2026-03-14,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-03-07,1,2026-03-14,01,wk flu hosp rate change,pmf,large_increase,0.001
2026-03-07,1,2026-03-14,01,wk flu hosp rate change,pmf,stable,0.177
2026-03-07,2,2026-03-21,01,wk flu hosp rate change,pmf,decrease,0.871
2026-03-07,2,2026-03-21,01,wk flu hosp rate change,pmf,increase,0.019
2026-03-07,2,2026-03-21,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-03-07,2,2026-03-21,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-03-07,2,2026-03-21,01,wk flu hosp rate change,pmf,stable,0.11
2026-03-07,3,2026-03-28,01,wk flu hosp rate change,pmf,decrease,0.901
2026-03-07,3,2026-03-28,01,wk flu hosp rate change,pmf,increase,0.008
2026-03-07,3,2026-03-28,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-03-07,3,2026-03-28,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-03-07,3,2026-03-28,01,wk flu hosp rate change,pmf,stable,0.091
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.01,115.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.025,131.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.05,139.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.1,152.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.15,161.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.2,169.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.25,177.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.3,183.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.35,189.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.4,195.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.45,202.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.5,208.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.55,214.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.6,220.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.65,228.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.7,234.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.75,241.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.8,252.0
2026-03-07,-1,2026-02-28,01,wk inc flu hosp,quantile,0.85,261.0
