reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-04-04,0,2026-04-04,01,wk flu hosp rate change,pmf,decrease,0.007
2026-04-04,0,2026-04-04,01,wk flu hosp rate change,pmf,increase,0.597
2026-04-04,0,2026-04-04,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-04,0,2026-04-04,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-04,0,2026-04-04,01,wk flu hosp rate change,pmf,stable,0.396
2026-04-04,1,2026-04-11,01,wk flu hosp rate change,pmf,decrease,0.003
2026-04-04,1,2026-04-11,01,wk flu hosp rate change,pmf,increase,0.11
2026-04-04,1,2026-04-11,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-04,1,2026-04-11,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-04,1,2026-04-11,01,wk flu hosp rate change,pmf,stable,0.887
2026-04-04,2,2026-04-18,01,wk flu hosp rate change,pmf,decrease,0.0
2026-04-04,2,2026-04-18,01,wk flu hosp rate change,pmf,increase,0.008
2026-04-04,2,2026-04-18,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-04,2,2026-04-18,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-04,2,2026-04-18,01,wk flu hosp rate change,pmf,stable,0.992
2026-04-04,3,2026-04-25,01,wk flu hosp rate change,pmf,decrease,0.0
2026-04-04,3,2026-04-25,01,wk flu hosp rate change,pmf,increase,0.002
2026-04-04,3,2026-04-25,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-04,3,2026-04-25,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-04,3,2026-04-25,01,wk flu hosp rate change,pmf,stable,0.998
2026-04-04,-1,2026-03-28,01,wk inc flu hosp,quantile,0.01,31.0
2026-04-04,-1,2026-03-28,01,wk inc flu hosp,quantile,0.025,36.0
2026-04-04,-1,2026-03-28,01,wk inc flu hosp,quantile,0.05,41.0
2026-04-04,-1,2026-03-28,01,wk inc flu hosp,quantile,0.1,46.0
2026-04-04,-1,2026-03-28,01,wk inc flu hosp,quantile,0.15,51.0
2026-04-04,-1,2026-03-28,01,wk inc flu hosp,quantile,0.2,54.0
2026-04-04,-1,2026-03-28,01,wk inc flu hosp,quantile,0.25,57.0
