location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.01,0.0171301263240638
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.01,0.0111527077751473
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.01,0.0052469413158914
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.01,0.0021719052147207
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.01,0.0008003764060122
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.025,0.018630711508008
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.025,0.01165234883014
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.025,0.0057611445797737
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.025,0.0024464281750672
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.025,0.0009753896627383
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.05,0.0195908555052378
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.05,0.0124098920086506
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.05,0.0064045613218352
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.05,0.0027428992907045
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.05,0.0010818547023277
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.1,0.0216498737122967
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.1,0.0144980669926225
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.1,0.0073999075890471
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.1,0.003466067698867
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.1,0.0014648001558728
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.15,0.0229514275412649
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.15,0.0160754849102814
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.15,0.0087202343083474
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.15,0.0039900248538929
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.15,0.0017753736426083
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.2,0.0239798367672978
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.2,0.0172836835349911
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.2,0.009695615333967
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.2,0.0046099913980959
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.2,0.0020258335017104
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.25,0.0248486301749691
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.25,0.0183492727247154
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.25,0.0107130415299331
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.25,0.0051596782088025
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.25,0.0023889387958001
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.3,0.0258572141667005
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.3,0.0191588650439523
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.3,0.0111392405643971
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.3,0.0057040444084743
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.3,0.0026678339365209
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.35,0.0268380370888994
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.35,0.0202030442264375
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.35,0.0119083821017398
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.35,0.0061194100227741
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.35,0.0029795474600134
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.4,0.0280745070591626
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.4,0.0210374768098453
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.4,0.0125221655423233
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.4,0.0064864591622059
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.4,0.0032141701095621
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.45,0.0292172471522367
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.45,0.0217290976908162
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.45,0.0130047680065682
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.45,0.006845108260696
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.45,0.0034775437983384
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.5,0.030304002644841
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.5,0.0227491320207417
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.5,0.0136460410985767
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.5,0.0072606257414712
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.5,0.0038798122620797
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.55,0.0316616442478779
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.55,0.0238713180233469
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.55,0.0150053715169049
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.55,0.0078418165625516
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.55,0.0042278080310649
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.6,0.032746562044462
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.6,0.0254616232498973
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.6,0.0159264579445382
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.6,0.0089744254064478
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.6,0.0046750109667892
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.65,0.0339112085534975
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.65,0.0267541919577194
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.65,0.0168534979194568
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.65,0.0095419123562839
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.65,0.005230066096319
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.7,0.0350561864214602
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.7,0.02849583028036
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.7,0.0179635166035667
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.7,0.0103622201929973
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.7,0.0059793418052416
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.75,0.0368499767997533
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.75,0.0306060552045189
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.75,0.0200800021609861
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.75,0.0114277520779648
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.75,0.006610731535666
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.8,0.03820708580841
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.8,0.0324698727818163
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.8,0.0225473340619391
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.8,0.0131825031687547
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.8,0.0074527654368676
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.85,0.0395124824404405
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.85,0.0343998434627613
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.85,0.0242796367089995
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.85,0.0149104184255772
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.85,0.0089247220363786
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.9,0.0418076603840914
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.9,0.0363773973969258
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.9,0.0261026948352329
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.9,0.0166127063405553
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.9,0.0107080156337515
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.95,0.0438551519024594
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.95,0.0386670089517449
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.95,0.0289931600374586
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.95,0.0195885449730288
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.95,0.0127992278158062
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.975,0.0447240658917628
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.975,0.0417326484439539
US,2026-02-21,1,2026-02-28,wk inc flu prop ed visits,quantile,0.975,0.031657441657001
US,2026-02-21,2,2026-03-07,wk inc flu prop ed visits,quantile,0.975,0.0223835212256455
US,2026-02-21,3,2026-03-14,wk inc flu prop ed visits,quantile,0.975,0.0159173139082115
US,2026-02-21,-1,2026-02-14,wk inc flu prop ed visits,quantile,0.99,0.0472168404906528
US,2026-02-21,0,2026-02-21,wk inc flu prop ed visits,quantile,0.99,0.0448304360572779
