reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-05-02,0,2026-05-02,01,wk flu hosp rate change,pmf,decrease,0.074
2026-05-02,0,2026-05-02,01,wk flu hosp rate change,pmf,increase,0.077
2026-05-02,0,2026-05-02,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-05-02,0,2026-05-02,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-05-02,0,2026-05-02,01,wk flu hosp rate change,pmf,stable,0.849
2026-05-02,1,2026-05-09,01,wk flu hosp rate change,pmf,decrease,0.0
2026-05-02,1,2026-05-09,01,wk flu hosp rate change,pmf,increase,0.013
2026-05-02,1,2026-05-09,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-05-02,1,2026-05-09,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-05-02,1,2026-05-09,01,wk flu hosp rate change,pmf,stable,0.987
2026-05-02,2,2026-05-16,01,wk flu hosp rate change,pmf,decrease,0.0
2026-05-02,2,2026-05-16,01,wk flu hosp rate change,pmf,increase,0.002
2026-05-02,2,2026-05-16,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-05-02,2,2026-05-16,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-05-02,2,2026-05-16,01,wk flu hosp rate change,pmf,stable,0.998
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.01,8.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.025,10.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.05,12.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.1,15.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.15,17.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.2,18.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.25,20.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.3,21.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.35,23.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.4,24.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.45,26.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.5,27.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.55,28.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.6,30.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.65,32.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.7,34.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.75,36.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.8,38.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.85,40.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.9,44.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.95,50.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.975,56.0
2026-05-02,-1,2026-04-25,01,wk inc flu hosp,quantile,0.99,63.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.01,6.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.025,8.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.05,10.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.1,13.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.15,14.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.2,16.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.25,17.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.3,19.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.35,20.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.4,21.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.45,22.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.5,24.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.55,25.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.6,27.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.65,28.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.7,30.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.75,32.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.8,34.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.85,37.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.9,41.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.95,45.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.975,52.0
2026-05-02,0,2026-05-02,01,wk inc flu hosp,quantile,0.99,63.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.01,5.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.025,7.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.05,9.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.1,11.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.15,13.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.2,15.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.25,16.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.3,18.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.35,19.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.4,20.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.45,21.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.5,23.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.55,24.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.6,25.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.65,27.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.7,29.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.75,31.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.8,33.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.85,36.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.9,39.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.95,45.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.975,49.0
2026-05-02,1,2026-05-09,01,wk inc flu hosp,quantile,0.99,56.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.01,5.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.025,7.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.05,9.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.1,11.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.15,13.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.2,14.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.25,15.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.3,16.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.35,17.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.4,19.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.45,20.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.5,21.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.55,22.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.6,24.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.65,26.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.7,27.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.75,29.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.8,32.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.85,35.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.9,38.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.95,44.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.975,48.0
2026-05-02,2,2026-05-16,01,wk inc flu hosp,quantile,0.99,54.0
2026-05-02,0,2026-05-02,02,wk flu hosp rate change,pmf,decrease,0.0
2026-05-02,0,2026-05-02,02,wk flu hosp rate change,pmf,increase,0.001
2026-05-02,0,2026-05-02,02,wk flu hosp rate change,pmf,large_decrease,0.0
2026-05-02,0,2026-05-02,02,wk flu hosp rate change,pmf,large_increase,0.003
2026-05-02,0,2026-05-02,02,wk flu hosp rate change,pmf,stable,0.996
2026-05-02,1,2026-05-09,02,wk flu hosp rate change,pmf,decrease,0.0
2026-05-02,1,2026-05-09,02,wk flu hosp rate change,pmf,increase,0.003
2026-05-02,1,2026-05-09,02,wk flu hosp rate change,pmf,large_decrease,0.0
2026-05-02,1,2026-05-09,02,wk flu hosp rate change,pmf,large_increase,0.0
2026-05-02,1,2026-05-09,02,wk flu hosp rate change,pmf,stable,0.997
2026-05-02,2,2026-05-16,02,wk flu hosp rate change,pmf,decrease,0.0
2026-05-02,2,2026-05-16,02,wk flu hosp rate change,pmf,increase,0.004
2026-05-02,2,2026-05-16,02,wk flu hosp rate change,pmf,large_decrease,0.0
2026-05-02,2,2026-05-16,02,wk flu hosp rate change,pmf,large_increase,0.0
2026-05-02,2,2026-05-16,02,wk flu hosp rate change,pmf,stable,0.996
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.01,0.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.025,1.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.05,1.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.1,2.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.15,2.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.2,3.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.25,3.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.3,4.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.35,4.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.4,5.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.45,5.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.5,5.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.55,6.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.6,6.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.65,7.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.7,7.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.75,8.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.8,8.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.85,10.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.9,11.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.95,12.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.975,14.0
2026-05-02,-1,2026-04-25,02,wk inc flu hosp,quantile,0.99,17.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.01,0.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.025,0.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.05,1.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.1,2.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.15,2.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.2,3.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.25,3.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.3,3.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.35,4.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.4,4.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.45,4.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.5,5.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.55,5.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.6,6.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.65,6.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.7,7.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.75,7.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.8,8.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.85,9.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.9,10.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.95,11.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.975,13.0
2026-05-02,0,2026-05-02,02,wk inc flu hosp,quantile,0.99,15.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.01,0.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.025,0.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.05,1.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.1,1.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.15,2.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.2,2.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.25,3.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.3,3.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.35,3.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.4,4.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.45,4.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.5,4.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.55,5.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.6,5.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.65,6.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.7,6.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.75,7.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.8,7.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.85,8.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.9,9.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.95,11.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.975,12.0
2026-05-02,1,2026-05-09,02,wk inc flu hosp,quantile,0.99,14.0
2026-05-02,2,2026-05-16,02,wk inc flu hosp,quantile,0.01,0.0
2026-05-02,2,2026-05-16,02,wk inc flu hosp,quantile,0.025,0.0
2026-05-02,2,2026-05-16,02,wk inc flu hosp,quantile,0.05,1.0
2026-05-02,2,2026-05-16,02,wk inc flu hosp,quantile,0.1,1.0
2026-05-02,2,2026-05-16,02,wk inc flu hosp,quantile,0.15,2.0
2026-05-02,2,2026-05-16,02,wk inc flu hosp,quantile,0.2,2.0
2026-05-02,2,2026-05-16,02,wk inc flu hosp,quantile,0.25,2.0
2026-05-02,2,2026-05-16,02,wk inc flu hosp,quantile,0.3,3.0
2026-05-02,2,2026-05-16,02,wk inc flu hosp,quantile,0.35,3.0
