location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2026-01-03,-1,2025-12-27,wk inc flu hosp,quantile,0.01,31235.0
US,2026-01-03,0,2026-01-03,wk inc flu hosp,quantile,0.01,43271.0
US,2026-01-03,1,2026-01-10,wk inc flu hosp,quantile,0.01,49361.0
US,2026-01-03,2,2026-01-17,wk inc flu hosp,quantile,0.01,48534.0
US,2026-01-03,3,2026-01-24,wk inc flu hosp,quantile,0.01,39665.0
US,2026-01-03,-1,2025-12-27,wk inc flu hosp,quantile,0.025,31454.0
US,2026-01-03,0,2026-01-03,wk inc flu hosp,quantile,0.025,43670.0
US,2026-01-03,1,2026-01-10,wk inc flu hosp,quantile,0.025,51225.0
US,2026-01-03,2,2026-01-17,wk inc flu hosp,quantile,0.025,49434.0
US,2026-01-03,3,2026-01-24,wk inc flu hosp,quantile,0.025,40866.0
US,2026-01-03,-1,2025-12-27,wk inc flu hosp,quantile,0.05,31796.0
US,2026-01-03,0,2026-01-03,wk inc flu hosp,quantile,0.05,44490.0
US,2026-01-03,1,2026-01-10,wk inc flu hosp,quantile,0.05,52401.0
US,2026-01-03,2,2026-01-17,wk inc flu hosp,quantile,0.05,52674.0
US,2026-01-03,3,2026-01-24,wk inc flu hosp,quantile,0.05,44140.0
US,2026-01-03,-1,2025-12-27,wk inc flu hosp,quantile,0.1,32539.0
US,2026-01-03,0,2026-01-03,wk inc flu hosp,quantile,0.1,45990.0
US,2026-01-03,1,2026-01-10,wk inc flu hosp,quantile,0.1,56583.0
US,2026-01-03,2,2026-01-17,wk inc flu hosp,quantile,0.1,57438.0
US,2026-01-03,3,2026-01-24,wk inc flu hosp,quantile,0.1,47522.0
US,2026-01-03,-1,2025-12-27,wk inc flu hosp,quantile,0.15,33238.0
US,2026-01-03,0,2026-01-03,wk inc flu hosp,quantile,0.15,48072.0
US,2026-01-03,1,2026-01-10,wk inc flu hosp,quantile,0.15,58897.0
US,2026-01-03,2,2026-01-17,wk inc flu hosp,quantile,0.15,59752.0
US,2026-01-03,3,2026-01-24,wk inc flu hosp,quantile,0.15,49598.0
US,2026-01-03,-1,2025-12-27,wk inc flu hosp,quantile,0.2,33744.0
US,2026-01-03,0,2026-01-03,wk inc flu hosp,quantile,0.2,49346.0
US,2026-01-03,1,2026-01-10,wk inc flu hosp,quantile,0.2,60757.0
US,2026-01-03,2,2026-01-17,wk inc flu hosp,quantile,0.2,61252.0
US,2026-01-03,3,2026-01-24,wk inc flu hosp,quantile,0.2,52379.0
US,2026-01-03,-1,2025-12-27,wk inc flu hosp,quantile,0.25,34449.0
US,2026-01-03,0,2026-01-03,wk inc flu hosp,quantile,0.25,50239.0
US,2026-01-03,1,2026-01-10,wk inc flu hosp,quantile,0.25,62698.0
US,2026-01-03,2,2026-01-17,wk inc flu hosp,quantile,0.25,64015.0
US,2026-01-03,3,2026-01-24,wk inc flu hosp,quantile,0.25,53821.0
US,2026-01-03,-1,2025-12-27,wk inc flu hosp,quantile,0.3,35036.0
US,2026-01-03,0,2026-01-03,wk inc flu hosp,quantile,0.3,51641.0
US,2026-01-03,1,2026-01-10,wk inc flu hosp,quantile,0.3,64562.0
US,2026-01-03,2,2026-01-17,wk inc flu hosp,quantile,0.3,67405.0
US,2026-01-03,3,2026-01-24,wk inc flu hosp,quantile,0.3,55947.0
