reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-04-25,0,2026-04-25,01,wk flu hosp rate change,pmf,decrease,0.03
2026-04-25,0,2026-04-25,01,wk flu hosp rate change,pmf,increase,0.115
2026-04-25,0,2026-04-25,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-25,0,2026-04-25,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-25,0,2026-04-25,01,wk flu hosp rate change,pmf,stable,0.855
2026-04-25,1,2026-05-02,01,wk flu hosp rate change,pmf,decrease,0.0
2026-04-25,1,2026-05-02,01,wk flu hosp rate change,pmf,increase,0.03
2026-04-25,1,2026-05-02,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-25,1,2026-05-02,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-25,1,2026-05-02,01,wk flu hosp rate change,pmf,stable,0.97
2026-04-25,2,2026-05-09,01,wk flu hosp rate change,pmf,decrease,0.0
2026-04-25,2,2026-05-09,01,wk flu hosp rate change,pmf,increase,0.006
2026-04-25,2,2026-05-09,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-25,2,2026-05-09,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-25,2,2026-05-09,01,wk flu hosp rate change,pmf,stable,0.994
2026-04-25,3,2026-05-16,01,wk flu hosp rate change,pmf,decrease,0.0
2026-04-25,3,2026-05-16,01,wk flu hosp rate change,pmf,increase,0.0
2026-04-25,3,2026-05-16,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-25,3,2026-05-16,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-25,3,2026-05-16,01,wk flu hosp rate change,pmf,stable,1.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.01,10.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.025,12.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.05,14.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.1,17.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.15,19.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.2,21.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.25,23.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.3,24.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.35,26.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.4,28.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.45,29.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.5,31.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.55,32.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.6,34.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.65,35.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.7,38.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.75,40.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.8,43.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.85,46.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.9,51.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.95,57.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.975,63.0
2026-04-25,-1,2026-04-18,01,wk inc flu hosp,quantile,0.99,70.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.01,8.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.025,9.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.05,11.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.1,13.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.15,15.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.2,17.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.25,19.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.3,20.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.35,21.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.4,23.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.45,24.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.5,26.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.55,27.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.6,28.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.65,30.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.7,31.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.75,33.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.8,36.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.85,39.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.9,41.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.95,47.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.975,52.0
2026-04-25,0,2026-04-25,01,wk inc flu hosp,quantile,0.99,61.0
2026-04-25,1,2026-05-02,01,wk inc flu hosp,quantile,0.01,6.0
2026-04-25,1,2026-05-02,01,wk inc flu hosp,quantile,0.025,8.0
