location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.01,9290.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.01,12200.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.01,15328.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.01,18438.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.01,20986.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.025,9389.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.025,12549.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.025,16066.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.025,19795.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.025,22980.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.05,9560.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.05,12838.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.05,16702.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.05,20588.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.05,23974.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.1,9732.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.1,13339.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.1,17592.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.1,22204.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.1,26261.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.15,9868.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.15,13762.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.15,18293.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.15,23166.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.15,27339.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.2,9967.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.2,13975.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.2,18946.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.2,24134.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.2,28609.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.25,10112.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.25,14203.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.25,19396.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.25,25096.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.25,30144.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.3,10270.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.3,14520.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.3,19821.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.3,25824.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.3,31415.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.35,10453.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.35,14842.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.35,20328.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.35,26604.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.35,32647.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.4,10589.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.4,15156.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.4,20956.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.4,27621.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.4,33925.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.45,10768.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.45,15518.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.45,21763.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.45,29163.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.45,35570.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.5,10969.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.5,15953.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.5,22640.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.5,30158.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.5,37187.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.55,11145.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.55,16424.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.55,23339.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.55,31267.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.55,38376.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.6,11289.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.6,16796.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.6,23950.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.6,32201.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.6,39652.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.65,11412.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.65,17126.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.65,24767.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.65,33379.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.65,41482.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.7,11551.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.7,17438.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.7,25464.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.7,34860.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.7,43090.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.75,11734.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.75,17799.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.75,26083.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.75,35939.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.75,45111.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.8,11890.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.8,18067.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.8,26744.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.8,37435.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.8,47144.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.85,12048.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.85,18504.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.85,27716.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.85,38422.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.85,48225.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.9,12182.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.9,18876.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.9,28432.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.9,39490.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.9,49905.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.95,12464.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.95,19483.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.95,29497.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.95,41783.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.95,53584.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.975,12620.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.975,19729.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.975,30549.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.975,44008.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.975,56477.0
US,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.99,12817.0
US,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.99,20207.0
US,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.99,31600.0
US,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.99,46883.0
US,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.99,61722.0
01,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.01,61.0
01,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.01,77.0
01,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.01,107.0
01,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.01,135.0
01,2025-12-20,3,2026-01-10,wk inc flu hosp,quantile,0.01,163.0
01,2025-12-20,-1,2025-12-13,wk inc flu hosp,quantile,0.025,65.0
01,2025-12-20,0,2025-12-20,wk inc flu hosp,quantile,0.025,88.0
01,2025-12-20,1,2025-12-27,wk inc flu hosp,quantile,0.025,115.0
01,2025-12-20,2,2026-01-03,wk inc flu hosp,quantile,0.025,147.0
