location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2025-12-06,-1,2025-11-29,wk inc flu hosp,quantile,0.01,3635.0
US,2025-12-06,0,2025-12-06,wk inc flu hosp,quantile,0.01,4588.0
US,2025-12-06,1,2025-12-13,wk inc flu hosp,quantile,0.01,5668.0
US,2025-12-06,2,2025-12-20,wk inc flu hosp,quantile,0.01,6954.0
US,2025-12-06,3,2025-12-27,wk inc flu hosp,quantile,0.01,8126.0
US,2025-12-06,-1,2025-11-29,wk inc flu hosp,quantile,0.025,3729.0
US,2025-12-06,0,2025-12-06,wk inc flu hosp,quantile,0.025,4827.0
US,2025-12-06,1,2025-12-13,wk inc flu hosp,quantile,0.025,5993.0
US,2025-12-06,2,2025-12-20,wk inc flu hosp,quantile,0.025,7223.0
US,2025-12-06,3,2025-12-27,wk inc flu hosp,quantile,0.025,8722.0
US,2025-12-06,-1,2025-11-29,wk inc flu hosp,quantile,0.05,3841.0
US,2025-12-06,0,2025-12-06,wk inc flu hosp,quantile,0.05,5029.0
US,2025-12-06,1,2025-12-13,wk inc flu hosp,quantile,0.05,6351.0
US,2025-12-06,2,2025-12-20,wk inc flu hosp,quantile,0.05,7931.0
US,2025-12-06,3,2025-12-27,wk inc flu hosp,quantile,0.05,9812.0
US,2025-12-06,-1,2025-11-29,wk inc flu hosp,quantile,0.1,3937.0
US,2025-12-06,0,2025-12-06,wk inc flu hosp,quantile,0.1,5190.0
US,2025-12-06,1,2025-12-13,wk inc flu hosp,quantile,0.1,6778.0
US,2025-12-06,2,2025-12-20,wk inc flu hosp,quantile,0.1,8674.0
US,2025-12-06,3,2025-12-27,wk inc flu hosp,quantile,0.1,10767.0
US,2025-12-06,-1,2025-11-29,wk inc flu hosp,quantile,0.15,4031.0
US,2025-12-06,0,2025-12-06,wk inc flu hosp,quantile,0.15,5380.0
US,2025-12-06,1,2025-12-13,wk inc flu hosp,quantile,0.15,7085.0
US,2025-12-06,2,2025-12-20,wk inc flu hosp,quantile,0.15,9169.0
US,2025-12-06,3,2025-12-27,wk inc flu hosp,quantile,0.15,11767.0
US,2025-12-06,-1,2025-11-29,wk inc flu hosp,quantile,0.2,4103.0
US,2025-12-06,0,2025-12-06,wk inc flu hosp,quantile,0.2,5554.0
US,2025-12-06,1,2025-12-13,wk inc flu hosp,quantile,0.2,7382.0
US,2025-12-06,2,2025-12-20,wk inc flu hosp,quantile,0.2,9603.0
US,2025-12-06,3,2025-12-27,wk inc flu hosp,quantile,0.2,12331.0
US,2025-12-06,-1,2025-11-29,wk inc flu hosp,quantile,0.25,4169.0
US,2025-12-06,0,2025-12-06,wk inc flu hosp,quantile,0.25,5700.0
US,2025-12-06,1,2025-12-13,wk inc flu hosp,quantile,0.25,7584.0
US,2025-12-06,2,2025-12-20,wk inc flu hosp,quantile,0.25,9966.0
US,2025-12-06,3,2025-12-27,wk inc flu hosp,quantile,0.25,12818.0
US,2025-12-06,-1,2025-11-29,wk inc flu hosp,quantile,0.3,4226.0
US,2025-12-06,0,2025-12-06,wk inc flu hosp,quantile,0.3,5823.0
US,2025-12-06,1,2025-12-13,wk inc flu hosp,quantile,0.3,7789.0
US,2025-12-06,2,2025-12-20,wk inc flu hosp,quantile,0.3,10387.0
