reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-05-09,0,2026-05-09,01,wk flu hosp rate change,pmf,decrease,0.002
2026-05-09,0,2026-05-09,01,wk flu hosp rate change,pmf,increase,0.182
2026-05-09,0,2026-05-09,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-05-09,0,2026-05-09,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-05-09,0,2026-05-09,01,wk flu hosp rate change,pmf,stable,0.816
2026-05-09,1,2026-05-16,01,wk flu hosp rate change,pmf,decrease,0.0
2026-05-09,1,2026-05-16,01,wk flu hosp rate change,pmf,increase,0.032
2026-05-09,1,2026-05-16,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-05-09,1,2026-05-16,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-05-09,1,2026-05-16,01,wk flu hosp rate change,pmf,stable,0.968
2026-05-09,2,2026-05-23,01,wk flu hosp rate change,pmf,decrease,0.0
2026-05-09,2,2026-05-23,01,wk flu hosp rate change,pmf,increase,0.009
2026-05-09,2,2026-05-23,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-05-09,2,2026-05-23,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-05-09,2,2026-05-23,01,wk flu hosp rate change,pmf,stable,0.991
2026-05-09,3,2026-05-30,01,wk flu hosp rate change,pmf,decrease,0.0
2026-05-09,3,2026-05-30,01,wk flu hosp rate change,pmf,increase,0.001
2026-05-09,3,2026-05-30,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-05-09,3,2026-05-30,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-05-09,3,2026-05-30,01,wk flu hosp rate change,pmf,stable,0.999
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.01,6.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.025,7.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.05,9.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.1,12.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.15,14.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.2,16.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.25,17.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.3,19.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.35,21.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.4,22.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.45,23.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.5,25.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.55,26.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.6,27.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.65,29.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.7,31.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.75,33.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.8,35.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.85,38.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.9,41.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.95,47.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.975,52.0
2026-05-09,-1,2026-05-02,01,wk inc flu hosp,quantile,0.99,62.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.01,7.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.025,7.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.05,9.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.1,11.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.15,13.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.2,14.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.25,16.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.3,17.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.35,18.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.4,20.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.45,21.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.5,22.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.55,24.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.6,26.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.65,27.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.7,29.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.75,31.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.8,33.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.85,36.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.9,39.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.95,44.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.975,48.0
2026-05-09,0,2026-05-09,01,wk inc flu hosp,quantile,0.99,55.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.01,5.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.025,7.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.05,8.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.1,11.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.15,13.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.2,14.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.25,15.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.3,16.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.35,18.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.4,19.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.45,20.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.5,21.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.55,23.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.6,24.0
2026-05-09,1,2026-05-16,01,wk inc flu hosp,quantile,0.65,26.0
