location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.01,15.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.02,16.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.05,19.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.1,22.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.15,23.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.2,25.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.25,26.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.3,28.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.35,29.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.4,30.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.45,31.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.5,32.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.55,33.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.6,35.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.65,36.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.7,38.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.75,39.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.8,41.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.85,44.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.9,46.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.95,50.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.98,56.0
01,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.99,59.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.01,18.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.02,20.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.05,24.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.1,28.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.15,30.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.2,32.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.25,34.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.3,35.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.35,37.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.4,38.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.45,41.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.5,43.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.55,45.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.6,47.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.65,49.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.7,52.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.75,54.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.8,58.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.85,62.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.9,67.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.95,76.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.98,88.0
01,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.99,95.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.01,19.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.02,22.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.05,27.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.1,33.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.15,37.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.2,40.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.25,43.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.3,47.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.35,50.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.4,53.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.45,56.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.5,59.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.55,62.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.6,66.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.65,69.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.7,73.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.75,77.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.8,82.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.85,90.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.9,101.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.95,121.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.98,151.0
01,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.99,176.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.01,25.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.02,28.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.05,35.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.1,41.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.15,47.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.2,52.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.25,55.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.3,61.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.35,66.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.4,70.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.45,76.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.5,82.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.55,86.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.6,91.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.65,96.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.7,102.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.75,112.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.8,120.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.85,132.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.9,156.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.95,197.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.98,271.0
01,2025-11-29,2,2025-12-13,wk inc flu hosp,quantile,0.99,314.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.01,29.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.02,34.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.05,41.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.1,50.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.15,58.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.2,68.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.25,75.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.3,81.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.35,87.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.4,94.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.45,102.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.5,109.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.55,116.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.6,125.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.65,135.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.7,144.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.75,154.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.8,173.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.85,200.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.9,235.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.95,304.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.98,454.0
01,2025-11-29,3,2025-12-20,wk inc flu hosp,quantile,0.99,541.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.01,0.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.02,0.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.05,0.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.1,0.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.15,0.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.2,1.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.25,1.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.3,1.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.35,1.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.4,1.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.45,2.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.5,2.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.55,2.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.6,2.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.65,3.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.7,3.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.75,3.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.8,4.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.85,4.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.9,5.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.95,7.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.98,8.0
02,2025-11-29,-1,2025-11-22,wk inc flu hosp,quantile,0.99,9.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.01,0.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.02,0.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.05,0.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.1,0.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.15,0.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.2,1.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.25,1.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.3,1.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.35,2.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.4,2.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.45,2.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.5,2.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.55,3.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.6,3.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.65,4.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.7,4.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.75,5.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.8,6.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.85,7.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.9,8.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.95,11.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.98,16.0
02,2025-11-29,0,2025-11-29,wk inc flu hosp,quantile,0.99,20.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.01,0.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.02,0.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.05,0.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.1,0.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.15,0.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.2,1.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.25,1.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.3,2.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.35,2.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.4,2.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.45,3.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.5,3.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.55,4.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.6,5.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.65,5.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.7,6.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.75,8.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.8,9.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.85,11.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.9,14.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.95,20.0
02,2025-11-29,1,2025-12-06,wk inc flu hosp,quantile,0.98,33.0
