reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-04-11,0,2026-04-11,01,wk flu hosp rate change,pmf,decrease,0.012
2026-04-11,0,2026-04-11,01,wk flu hosp rate change,pmf,increase,0.374
2026-04-11,0,2026-04-11,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-11,0,2026-04-11,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-11,0,2026-04-11,01,wk flu hosp rate change,pmf,stable,0.614
2026-04-11,1,2026-04-18,01,wk flu hosp rate change,pmf,decrease,0.0
2026-04-11,1,2026-04-18,01,wk flu hosp rate change,pmf,increase,0.047
2026-04-11,1,2026-04-18,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-11,1,2026-04-18,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-11,1,2026-04-18,01,wk flu hosp rate change,pmf,stable,0.953
2026-04-11,2,2026-04-25,01,wk flu hosp rate change,pmf,decrease,0.0
2026-04-11,2,2026-04-25,01,wk flu hosp rate change,pmf,increase,0.006
2026-04-11,2,2026-04-25,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-11,2,2026-04-25,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-11,2,2026-04-25,01,wk flu hosp rate change,pmf,stable,0.994
2026-04-11,3,2026-05-02,01,wk flu hosp rate change,pmf,decrease,0.0
2026-04-11,3,2026-05-02,01,wk flu hosp rate change,pmf,increase,0.0
2026-04-11,3,2026-05-02,01,wk flu hosp rate change,pmf,large_decrease,0.0
2026-04-11,3,2026-05-02,01,wk flu hosp rate change,pmf,large_increase,0.0
2026-04-11,3,2026-05-02,01,wk flu hosp rate change,pmf,stable,1.0
2026-04-11,-1,2026-04-04,01,wk inc flu hosp,quantile,0.01,22.0
2026-04-11,-1,2026-04-04,01,wk inc flu hosp,quantile,0.025,26.0
2026-04-11,-1,2026-04-04,01,wk inc flu hosp,quantile,0.05,31.0
2026-04-11,-1,2026-04-04,01,wk inc flu hosp,quantile,0.1,36.0
2026-04-11,-1,2026-04-04,01,wk inc flu hosp,quantile,0.15,38.0
