location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2026-02-07,-1,2026-01-31,wk inc flu prop ed visits,quantile,0.01,0.0118951202665597
US,2026-02-07,0,2026-02-07,wk inc flu prop ed visits,quantile,0.01,0.0071408606383014
US,2026-02-07,1,2026-02-14,wk inc flu prop ed visits,quantile,0.01,0.004184733387246
US,2026-02-07,2,2026-02-21,wk inc flu prop ed visits,quantile,0.01,0.0021597371810207
US,2026-02-07,3,2026-02-28,wk inc flu prop ed visits,quantile,0.01,0.0007249012571683
US,2026-02-07,-1,2026-01-31,wk inc flu prop ed visits,quantile,0.025,0.0131047922778917
US,2026-02-07,0,2026-02-07,wk inc flu prop ed visits,quantile,0.025,0.0086146243000768
US,2026-02-07,1,2026-02-14,wk inc flu prop ed visits,quantile,0.025,0.0051481449711245
US,2026-02-07,2,2026-02-21,wk inc flu prop ed visits,quantile,0.025,0.0024336921454714
US,2026-02-07,3,2026-02-28,wk inc flu prop ed visits,quantile,0.025,0.0008806858255218
US,2026-02-07,-1,2026-01-31,wk inc flu prop ed visits,quantile,0.05,0.014393283519782
US,2026-02-07,0,2026-02-07,wk inc flu prop ed visits,quantile,0.05,0.0092857548865189
US,2026-02-07,1,2026-02-14,wk inc flu prop ed visits,quantile,0.05,0.0056139151257117
US,2026-02-07,2,2026-02-21,wk inc flu prop ed visits,quantile,0.05,0.0028772395990303
US,2026-02-07,3,2026-02-28,wk inc flu prop ed visits,quantile,0.05,0.0011658520223442
US,2026-02-07,-1,2026-01-31,wk inc flu prop ed visits,quantile,0.1,0.0158871821318141
US,2026-02-07,0,2026-02-07,wk inc flu prop ed visits,quantile,0.1,0.0111021944497478
US,2026-02-07,1,2026-02-14,wk inc flu prop ed visits,quantile,0.1,0.0069910674383595
US,2026-02-07,2,2026-02-21,wk inc flu prop ed visits,quantile,0.1,0.0038365303986312
US,2026-02-07,3,2026-02-28,wk inc flu prop ed visits,quantile,0.1,0.0015457275454507
US,2026-02-07,-1,2026-01-31,wk inc flu prop ed visits,quantile,0.15,0.0172830361989183
US,2026-02-07,0,2026-02-07,wk inc flu prop ed visits,quantile,0.15,0.012432143409045
US,2026-02-07,1,2026-02-14,wk inc flu prop ed visits,quantile,0.15,0.0082130582884077
US,2026-02-07,2,2026-02-21,wk inc flu prop ed visits,quantile,0.15,0.0045095764094775
US,2026-02-07,3,2026-02-28,wk inc flu prop ed visits,quantile,0.15,0.0018165713725485
US,2026-02-07,-1,2026-01-31,wk inc flu prop ed visits,quantile,0.2,0.0185959059404913
US,2026-02-07,0,2026-02-07,wk inc flu prop ed visits,quantile,0.2,0.0137430155507087
US,2026-02-07,1,2026-02-14,wk inc flu prop ed visits,quantile,0.2,0.0096650526005663
US,2026-02-07,2,2026-02-21,wk inc flu prop ed visits,quantile,0.2,0.0052366759765989
US,2026-02-07,3,2026-02-28,wk inc flu prop ed visits,quantile,0.2,0.0022434996101167
US,2026-02-07,-1,2026-01-31,wk inc flu prop ed visits,quantile,0.25,0.0197242475824129
US,2026-02-07,0,2026-02-07,wk inc flu prop ed visits,quantile,0.25,0.0146933725140516
US,2026-02-07,1,2026-02-14,wk inc flu prop ed visits,quantile,0.25,0.0103511732719347
US,2026-02-07,2,2026-02-21,wk inc flu prop ed visits,quantile,0.25,0.0059583001199444
US,2026-02-07,3,2026-02-28,wk inc flu prop ed visits,quantile,0.25,0.0025546987898396
US,2026-02-07,-1,2026-01-31,wk inc flu prop ed visits,quantile,0.3,0.0209962128041135
US,2026-02-07,0,2026-02-07,wk inc flu prop ed visits,quantile,0.3,0.0156252359005493
US,2026-02-07,1,2026-02-14,wk inc flu prop ed visits,quantile,0.3,0.010907734934106
US,2026-02-07,2,2026-02-21,wk inc flu prop ed visits,quantile,0.3,0.0067450423285006
US,2026-02-07,3,2026-02-28,wk inc flu prop ed visits,quantile,0.3,0.0030731021822384
US,2026-02-07,-1,2026-01-31,wk inc flu prop ed visits,quantile,0.35,0.0216619687916188
US,2026-02-07,0,2026-02-07,wk inc flu prop ed visits,quantile,0.35,0.0171276263612252
US,2026-02-07,1,2026-02-14,wk inc flu prop ed visits,quantile,0.35,0.0119060120392116
US,2026-02-07,2,2026-02-21,wk inc flu prop ed visits,quantile,0.35,0.007700770390898
US,2026-02-07,3,2026-02-28,wk inc flu prop ed visits,quantile,0.35,0.0036785262468192
US,2026-02-07,-1,2026-01-31,wk inc flu prop ed visits,quantile,0.4,0.0233547161332463
US,2026-02-07,0,2026-02-07,wk inc flu prop ed visits,quantile,0.4,0.0184615119494174
US,2026-02-07,1,2026-02-14,wk inc flu prop ed visits,quantile,0.4,0.0130277717279247
US,2026-02-07,2,2026-02-21,wk inc flu prop ed visits,quantile,0.4,0.0085106180017039
US,2026-02-07,3,2026-02-28,wk inc flu prop ed visits,quantile,0.4,0.0041187811533243
