location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.01774124720765959,0.02951507746917447,0.0451392295670943,0.0177,0.0295,0.0451,2026-02-14,2026-02-14,"February 14, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
US,1,0.01272241758550237,0.02678956816694278,0.05555824126872182,0.0127,0.0268,0.0556,2026-02-21,2026-02-14,"February 21, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
US,2,0.00874207290603068,0.02334222913813757,0.06136298740993196,0.0087,0.0233,0.0614,2026-02-28,2026-02-14,"February 28, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Alabama,0,0.0403783537171531,0.0642783238150095,0.09340597307950708,0.0404,0.0643,0.0934,2026-02-14,2026-02-14,"February 14, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Alabama,1,0.03222982145460758,0.05875588374840929,0.1091264286121928,0.0322,0.0588,0.1091,2026-02-21,2026-02-14,"February 21, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Alabama,2,0.02184298287000014,0.05079850404251251,0.1131108640714866,0.0218,0.0508,0.1131,2026-02-28,2026-02-14,"February 28, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Alaska,0,0.01452559939005911,0.02854140117821654,0.04707399396537631,0.0145,0.0285,0.0471,2026-02-14,2026-02-14,"February 14, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Alaska,1,0.01075702019627581,0.02567553743181975,0.05668973313045526,0.0108,0.0257,0.0567,2026-02-21,2026-02-14,"February 21, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Alaska,2,0.00463987894186782,0.02249571888019982,0.06598323151177601,0.0046,0.0225,0.066,2026-02-28,2026-02-14,"February 28, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Arizona,0,0.02455925331821704,0.03520127523541436,0.05351836384461798,0.0246,0.0352,0.0535,2026-02-14,2026-02-14,"February 14, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Arizona,1,0.01813061160110358,0.03375690777545112,0.06209160587205194,0.0181,0.0338,0.0621,2026-02-21,2026-02-14,"February 21, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Arizona,2,0.01261781263086357,0.02952697667756566,0.05873734438113347,0.0126,0.0295,0.0587,2026-02-28,2026-02-14,"February 28, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Arkansas,0,0.02271228884095388,0.0395935090540576,0.06428271906300603,0.0227,0.0396,0.0643,2026-02-14,2026-02-14,"February 14, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Arkansas,1,0.01479994703110174,0.03537471308894906,0.06589736190829382,0.0148,0.0354,0.0659,2026-02-21,2026-02-14,"February 21, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Arkansas,2,0.00642576548058081,0.0281507483623692,0.06525228881503645,0.0064,0.0282,0.0653,2026-02-28,2026-02-14,"February 28, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
California,0,0.02669550961787502,0.04194289807809123,0.06129119328112906,0.0267,0.0419,0.0613,2026-02-14,2026-02-14,"February 14, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
California,1,0.01906247597572351,0.03798729400591881,0.07152868690898367,0.0191,0.038,0.0715,2026-02-21,2026-02-14,"February 21, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
California,2,0.0150275018266128,0.03589454933838846,0.0742239666735532,0.015,0.0359,0.0742,2026-02-28,2026-02-14,"February 28, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Colorado,0,0.0079258674153117,0.0164748118670268,0.02537870425524119,0.0079,0.0165,0.0254,2026-02-14,2026-02-14,"February 14, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Colorado,1,0.00464356008791592,0.01528517961651714,0.03153933813232914,0.0046,0.0153,0.0315,2026-02-21,2026-02-14,"February 21, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Colorado,2,0.00301143218343119,0.01286330812753159,0.03033088919792777,0.003,0.0129,0.0303,2026-02-28,2026-02-14,"February 28, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Connecticut,0,0.0050470049238415,0.01124555454950711,0.0198097197524684,0.005,0.0112,0.0198,2026-02-14,2026-02-14,"February 14, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
Connecticut,1,0.00295326065557425,0.00988855536984915,0.02384108785201584,0.003,0.0099,0.0238,2026-02-21,2026-02-14,"February 21, 2026","February 14, 2026",2026-02-11,"February 11, 2026",FluSight-ensemble
