reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-03-14,0,wk flu hosp rate change,2026-03-14,01,pmf,stable,0.22
2026-03-14,0,wk flu hosp rate change,2026-03-14,01,pmf,increase,0.449
2026-03-14,0,wk flu hosp rate change,2026-03-14,01,pmf,large_increase,0.093
2026-03-14,0,wk flu hosp rate change,2026-03-14,01,pmf,decrease,0.222
2026-03-14,0,wk flu hosp rate change,2026-03-14,01,pmf,large_decrease,0.016
2026-03-14,1,wk flu hosp rate change,2026-03-21,01,pmf,stable,0.284
2026-03-14,1,wk flu hosp rate change,2026-03-21,01,pmf,increase,0.45
2026-03-14,1,wk flu hosp rate change,2026-03-21,01,pmf,large_increase,0.025
2026-03-14,1,wk flu hosp rate change,2026-03-21,01,pmf,decrease,0.24
2026-03-14,1,wk flu hosp rate change,2026-03-21,01,pmf,large_decrease,0.001
2026-03-14,2,wk flu hosp rate change,2026-03-28,01,pmf,stable,0.342
2026-03-14,2,wk flu hosp rate change,2026-03-28,01,pmf,increase,0.391
2026-03-14,2,wk flu hosp rate change,2026-03-28,01,pmf,large_increase,0.009
2026-03-14,2,wk flu hosp rate change,2026-03-28,01,pmf,decrease,0.258
2026-03-14,2,wk flu hosp rate change,2026-03-28,01,pmf,large_decrease,0
2026-03-14,3,wk flu hosp rate change,2026-04-04,01,pmf,stable,0.421
2026-03-14,3,wk flu hosp rate change,2026-04-04,01,pmf,increase,0.316
2026-03-14,3,wk flu hosp rate change,2026-04-04,01,pmf,large_increase,0.003
2026-03-14,3,wk flu hosp rate change,2026-04-04,01,pmf,decrease,0.26
2026-03-14,3,wk flu hosp rate change,2026-04-04,01,pmf,large_decrease,0
2026-03-14,0,wk flu hosp rate change,2026-03-14,02,pmf,stable,0.648
2026-03-14,0,wk flu hosp rate change,2026-03-14,02,pmf,increase,0.027
2026-03-14,0,wk flu hosp rate change,2026-03-14,02,pmf,large_increase,0.15
2026-03-14,0,wk flu hosp rate change,2026-03-14,02,pmf,decrease,0.05
2026-03-14,0,wk flu hosp rate change,2026-03-14,02,pmf,large_decrease,0.125
2026-03-14,1,wk flu hosp rate change,2026-03-21,02,pmf,stable,0.55
2026-03-14,1,wk flu hosp rate change,2026-03-21,02,pmf,increase,0.192
2026-03-14,1,wk flu hosp rate change,2026-03-21,02,pmf,large_increase,0.058
2026-03-14,1,wk flu hosp rate change,2026-03-21,02,pmf,decrease,0.2
2026-03-14,1,wk flu hosp rate change,2026-03-21,02,pmf,large_decrease,0
2026-03-14,2,wk flu hosp rate change,2026-03-28,02,pmf,stable,0.501
2026-03-14,2,wk flu hosp rate change,2026-03-28,02,pmf,increase,0.24
2026-03-14,2,wk flu hosp rate change,2026-03-28,02,pmf,large_increase,0.034
2026-03-14,2,wk flu hosp rate change,2026-03-28,02,pmf,decrease,0.225
2026-03-14,2,wk flu hosp rate change,2026-03-28,02,pmf,large_decrease,0
2026-03-14,3,wk flu hosp rate change,2026-04-04,02,pmf,stable,0.45
2026-03-14,3,wk flu hosp rate change,2026-04-04,02,pmf,increase,0.286
2026-03-14,3,wk flu hosp rate change,2026-04-04,02,pmf,large_increase,0.014
2026-03-14,3,wk flu hosp rate change,2026-04-04,02,pmf,decrease,0.25
2026-03-14,3,wk flu hosp rate change,2026-04-04,02,pmf,large_decrease,0
2026-03-14,0,wk flu hosp rate change,2026-03-14,04,pmf,stable,0.247
2026-03-14,0,wk flu hosp rate change,2026-03-14,04,pmf,increase,0.295
2026-03-14,0,wk flu hosp rate change,2026-03-14,04,pmf,large_increase,0.025
2026-03-14,0,wk flu hosp rate change,2026-03-14,04,pmf,decrease,0.385
2026-03-14,0,wk flu hosp rate change,2026-03-14,04,pmf,large_decrease,0.048
2026-03-14,1,wk flu hosp rate change,2026-03-21,04,pmf,stable,0.267
2026-03-14,1,wk flu hosp rate change,2026-03-21,04,pmf,increase,0.304
2026-03-14,1,wk flu hosp rate change,2026-03-21,04,pmf,large_increase,0.015
2026-03-14,1,wk flu hosp rate change,2026-03-21,04,pmf,decrease,0.388
2026-03-14,1,wk flu hosp rate change,2026-03-21,04,pmf,large_decrease,0.026
2026-03-14,2,wk flu hosp rate change,2026-03-28,04,pmf,stable,0.292
2026-03-14,2,wk flu hosp rate change,2026-03-28,04,pmf,increase,0.294
2026-03-14,2,wk flu hosp rate change,2026-03-28,04,pmf,large_increase,0.011
2026-03-14,2,wk flu hosp rate change,2026-03-28,04,pmf,decrease,0.403
2026-03-14,2,wk flu hosp rate change,2026-03-28,04,pmf,large_decrease,0
2026-03-14,3,wk flu hosp rate change,2026-04-04,04,pmf,stable,0.35
2026-03-14,3,wk flu hosp rate change,2026-04-04,04,pmf,increase,0.257
2026-03-14,3,wk flu hosp rate change,2026-04-04,04,pmf,large_increase,0.007
2026-03-14,3,wk flu hosp rate change,2026-04-04,04,pmf,decrease,0.386
2026-03-14,3,wk flu hosp rate change,2026-04-04,04,pmf,large_decrease,0
2026-03-14,0,wk flu hosp rate change,2026-03-14,05,pmf,stable,0.3
2026-03-14,0,wk flu hosp rate change,2026-03-14,05,pmf,increase,0.195
