location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,-1,0.01,180.21,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.025,184.19,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.05,188.14999999999998,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.1,193.635,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.15,199.695,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.2,203.31,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.25,206.755,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.3,213.19,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.35,219.04500000000002,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.4,222.26,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.45,225.97,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.5,229.04500000000002,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.55,232.19,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.6,238.24,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.65,242.095,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.7,245.685,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.75,250.355,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.8,258.35,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.85,263.985,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.9,267.765,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.95,276.475,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.975,280.735,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,-1,0.99,284.995,2024-01-27,wk inc flu hosp,2024-01-20,quantile
01,0,0.01,207.34,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.025,208.82,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.05,210.81,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.1,218.16,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.15,222.54,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.2,225.505,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.25,232.51,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.3,236.22,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.35,240.365,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.4,246.125,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.45,252.05,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.5,256.4,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.55,259.455,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.6,266.13,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.65,269.32500000000005,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.7,275.815,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.75,280.425,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.8,285.31500000000005,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.85,292.62,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.9,299.51,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.95,312.085,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.975,319.51,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,0,0.99,320.885,2024-01-27,wk inc flu hosp,2024-01-27,quantile
01,1,0.01,209.825,2024-01-27,wk inc flu hosp,2024-02-03,quantile
01,1,0.025,211.805,2024-01-27,wk inc flu hosp,2024-02-03,quantile
01,1,0.05,217.96,2024-01-27,wk inc flu hosp,2024-02-03,quantile
01,1,0.1,228.64,2024-01-27,wk inc flu hosp,2024-02-03,quantile
01,1,0.15,235.37,2024-01-27,wk inc flu hosp,2024-02-03,quantile
01,1,0.2,238.89,2024-01-27,wk inc flu hosp,2024-02-03,quantile
01,1,0.25,243.09,2024-01-27,wk inc flu hosp,2024-02-03,quantile
01,1,0.3,247.35,2024-01-27,wk inc flu hosp,2024-02-03,quantile
01,1,0.35,253.98999999999998,2024-01-27,wk inc flu hosp,2024-02-03,quantile
