location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,-1,0.01,16.146666666666665,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.025,16.226666666666667,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.05,19.25,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.1,24.823333333333334,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.15,30.73,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.2,36.75333333333333,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.25,39.24,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.3,41.48666666666667,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.35,45.20666666666667,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.4,48.57333333333333,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.45,52.35666666666666,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.5,55.23,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.55,57.86000000000001,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.6,59.949999999999996,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.65,63.96333333333333,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.7,67.81333333333333,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.75,70.97,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.8,73.59666666666668,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.85,80.17,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.9,85.41666666666667,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.95,99.60000000000001,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.975,114.62333333333333,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,-1,0.99,123.31333333333333,2023-11-25,wk inc flu hosp,2023-11-18,quantile
01,0,0.01,16.216666666666665,2023-11-25,wk inc flu hosp,2023-11-25,quantile
01,0,0.025,16.95,2023-11-25,wk inc flu hosp,2023-11-25,quantile
01,0,0.05,19.669999999999998,2023-11-25,wk inc flu hosp,2023-11-25,quantile
01,0,0.1,22.673333333333336,2023-11-25,wk inc flu hosp,2023-11-25,quantile
01,0,0.15,27.363333333333333,2023-11-25,wk inc flu hosp,2023-11-25,quantile
01,0,0.2,30.046666666666667,2023-11-25,wk inc flu hosp,2023-11-25,quantile
