location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,-1,0.01,77.25999999999999,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.025,77.655,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.05,81.47999999999999,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.1,84.13499999999999,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.15,86.86500000000001,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.2,89.195,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.25,92.12,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.3,93.105,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.35,94.005,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.4,95.1,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.45,96.72,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.5,98.13,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.55,99.39,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.6,100.35499999999999,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.65,101.895,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.7,102.97999999999999,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.75,105.36500000000001,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.8,107.28,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.85,110.53999999999999,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.9,113.225,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.95,114.985,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.975,116.52000000000001,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,-1,0.99,117.24000000000001,2024-02-17,wk inc flu hosp,2024-02-10,quantile
01,0,0.01,48.08,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.025,52.11,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.05,56.56,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.1,60.435,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.15,64.89500000000001,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.2,67.65,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.25,71.19999999999999,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.3,74.08,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.35,76.63499999999999,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.4,81.38499999999999,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.45,84.985,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.5,89.18,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.55,92.905,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.6,95.115,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.65,100.195,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.7,103.765,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.75,108.48,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.8,112.1,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.85,115.84,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.9,118.885,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.95,127.62,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.975,132.835,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,0,0.99,140.98000000000002,2024-02-17,wk inc flu hosp,2024-02-17,quantile
01,1,0.01,33.28,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.025,34.86,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.05,36.739999999999995,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.1,38.93000000000001,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.15,43.04,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.2,46.989999999999995,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.25,49.41,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.3,54.879999999999995,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.35,63.269999999999996,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.4,70.355,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.45,74.295,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.5,78.725,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.55,80.825,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.6,85.055,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.65,88.805,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.7,94.08,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.75,99.355,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.8,106.325,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.85,110.905,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.9,115.27,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.95,124.45500000000001,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.975,129.22,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,1,0.99,131.24,2024-02-17,wk inc flu hosp,2024-02-24,quantile
01,2,0.01,9.7,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.025,10.21,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.05,10.745,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.1,13.614999999999998,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.15,20.53,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.2,23.475,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.25,32.095,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.3,37.07,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.35,45.475,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.4,51.42,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.45,56.61,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.5,63.375,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.55,68.60499999999999,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.6,76.22,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.65,88.68,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.7,95.37,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.75,101.21000000000001,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.8,107.68,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.85,118.98,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.9,129.545,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.95,138.03,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.975,145.095,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,2,0.99,147.865,2024-02-17,wk inc flu hosp,2024-03-02,quantile
01,3,0.01,13.66,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.025,20.200000000000003,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.05,25.0,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.1,35.185,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.15,40.765,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.2,46.495000000000005,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.25,51.585,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.3,56.06,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.35,62.58500000000001,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.4,68.49000000000001,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.45,73.24,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.5,77.52000000000001,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.55,81.4,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.6,90.53,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.65,94.565,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.7,104.23,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.75,112.65,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.8,117.525,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.85,124.23499999999999,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.9,134.12,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.95,140.6,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.975,145.86,2024-02-17,wk inc flu hosp,2024-03-09,quantile
01,3,0.99,153.5,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,-1,0.01,7.5600000000000005,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.025,7.76,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.05,7.86,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.1,7.9399999999999995,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.15,8.05,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.2,8.129999999999999,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.25,8.29,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.3,8.405,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.35,8.495000000000001,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.4,8.575,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.45,8.64,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.5,8.725000000000001,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.55,8.835,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.6,8.895,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.65,8.955,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.7,9.085,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.75,9.190000000000001,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.8,9.32,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.85,9.455,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.9,9.615,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.95,9.76,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.975,10.015,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,-1,0.99,10.105,2024-02-17,wk inc flu hosp,2024-02-10,quantile
02,0,0.01,6.93,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.025,7.625,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.05,7.955,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.1,8.32,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.15,8.91,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.2,9.035,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.25,9.15,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.3,9.41,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.35,9.629999999999999,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.4,9.855,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.45,10.055,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.5,10.315,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.55,10.5,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.6,10.725000000000001,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.65,11.004999999999999,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.7,11.495000000000001,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.75,12.395,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.8,12.855,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.85,13.285,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.9,14.254999999999999,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.95,14.614999999999998,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.975,16.615000000000002,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,0,0.99,17.105,2024-02-17,wk inc flu hosp,2024-02-17,quantile
02,1,0.01,5.915,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.025,6.074999999999999,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.05,6.42,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.1,6.8100000000000005,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.15,7.119999999999999,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.2,7.494999999999999,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.25,7.6850000000000005,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.3,8.23,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.35,8.49,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.4,8.725000000000001,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.45,9.04,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.5,9.26,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.55,9.455,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.6,9.614999999999998,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.65,9.795000000000002,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.7,10.075,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.75,10.56,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.8,10.995000000000001,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.85,11.225000000000001,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.9,11.645,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.95,13.485,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.975,14.465,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,1,0.99,15.075000000000001,2024-02-17,wk inc flu hosp,2024-02-24,quantile
02,2,0.01,4.09,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.025,4.255,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.05,4.449999999999999,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.1,4.93,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.15,5.315,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.2,5.48,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.25,5.715,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.3,5.96,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.35,6.255,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.4,6.494999999999999,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.45,6.619999999999999,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.5,6.76,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.55,7.025,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.6,7.265,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.65,7.555,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.7,7.6899999999999995,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.75,7.99,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.8,8.415,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.85,8.739999999999998,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.9,9.3,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.95,9.7,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.975,9.895,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,2,0.99,10.16,2024-02-17,wk inc flu hosp,2024-03-02,quantile
02,3,0.01,3.045,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.025,3.055,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.05,3.075,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.1,3.175,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.15,3.265,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.2,3.61,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.25,4.015000000000001,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.3,4.875,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.35,5.65,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.4,5.96,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.45,6.545,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.5,6.845,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.55,7.505000000000001,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.6,7.835000000000001,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.65,8.195,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.7,8.495000000000001,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.75,8.805,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.8,8.99,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.85,9.3,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.9,9.855,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.95,11.125,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.975,12.275,2024-02-17,wk inc flu hosp,2024-03-09,quantile
02,3,0.99,12.545,2024-02-17,wk inc flu hosp,2024-03-09,quantile
04,-1,0.01,237.165,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.025,241.035,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.05,248.22,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.1,259.465,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.15,266.59000000000003,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.2,276.96500000000003,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.25,284.025,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.3,293.97,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.35,301.635,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.4,317.58500000000004,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.45,325.06,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.5,329.16999999999996,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.55,341.16499999999996,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.6,352.23,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.65,361.21500000000003,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.7,368.41499999999996,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.75,379.375,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.8,388.005,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.85,394.65,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.9,406.305,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.95,423.125,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.975,431.35,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,-1,0.99,439.05,2024-02-17,wk inc flu hosp,2024-02-10,quantile
04,0,0.01,206.7,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.025,214.75,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.05,230.63,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.1,248.12,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.15,267.495,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.2,286.055,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.25,305.825,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.3,315.71500000000003,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.35,324.65999999999997,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.4,344.32500000000005,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.45,355.245,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.5,369.32,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.55,382.45000000000005,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.6,397.815,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.65,416.605,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.7,428.925,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.75,439.385,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.8,452.40999999999997,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.85,467.03999999999996,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.9,483.695,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.95,500.30999999999995,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.975,515.175,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,0,0.99,546.615,2024-02-17,wk inc flu hosp,2024-02-17,quantile
04,1,0.01,117.88,2024-02-17,wk inc flu hosp,2024-02-24,quantile
04,1,0.025,121.65,2024-02-17,wk inc flu hosp,2024-02-24,quantile
04,1,0.05,127.485,2024-02-17,wk inc flu hosp,2024-02-24,quantile
