location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,-1,0.01,114.30000000000001,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.025,116.47500000000001,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.05,119.41,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.1,123.265,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.15,126.685,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.2,128.055,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.25,130.015,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.3,132.625,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.35,135.07,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.4,136.98,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.45,139.935,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.5,144.25,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.55,147.72500000000002,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.6,151.28,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.65,153.475,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.7,155.54,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.75,157.555,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.8,159.53,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.85,162.45499999999998,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.9,165.54500000000002,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.95,168.035,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.975,169.42000000000002,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,-1,0.99,173.625,2024-02-10,wk inc flu hosp,2024-02-03,quantile
01,0,0.01,84.845,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.025,89.37,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.05,94.315,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.1,97.315,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.15,100.2,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.2,103.265,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.25,107.97999999999999,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.3,111.295,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.35,114.36500000000001,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.4,117.84,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.45,121.8,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.5,124.95,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.55,127.86,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.6,131.45,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.65,133.345,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.7,135.695,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.75,139.445,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.8,144.43,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.85,147.63,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.9,150.87,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.95,154.77,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.975,160.755,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,0,0.99,163.965,2024-02-10,wk inc flu hosp,2024-02-10,quantile
01,1,0.01,38.955,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.025,40.965,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.05,43.315,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.1,49.105000000000004,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.15,53.644999999999996,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.2,62.47,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.25,70.515,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.3,76.385,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.35,80.83,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.4,91.215,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.45,97.13499999999999,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.5,99.295,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.55,102.01,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.6,106.235,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.65,114.98499999999999,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.7,121.38,2024-02-10,wk inc flu hosp,2024-02-17,quantile
01,1,0.75,125.55,2024-02-10,wk inc flu hosp,2024-02-17,quantile
