location,horizon,output_type_id,value,reference_date,target,target_end_date,output_type
01,-1,0.01,84.69999999999999,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.025,86.015,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.05,88.015,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.1,91.805,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.15,92.505,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.2,93.45500000000001,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.25,94.41499999999999,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.3,95.7,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.35,96.86000000000001,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.4,97.485,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.45,98.205,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.5,100.09,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.55,100.745,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.6,102.08,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.65,102.64,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.7,103.92,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.75,104.89500000000001,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.8,106.6,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.85,108.42,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.9,110.44,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.95,113.16,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.975,116.185,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,-1,0.99,120.11,2024-02-24,wk inc flu hosp,2024-02-17,quantile
01,0,0.01,81.275,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.025,86.285,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.05,88.3,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.1,91.47,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.15,93.025,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.2,94.465,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.25,97.29499999999999,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.3,99.335,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.35,101.93,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.4,102.91,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.45,104.405,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.5,106.02,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.55,108.075,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.6,109.235,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.65,110.65,2024-02-24,wk inc flu hosp,2024-02-24,quantile
01,0,0.7,111.94,2024-02-24,wk inc flu hosp,2024-02-24,quantile
