reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.01,179.22423125893536
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.025,204.0717949048498
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.05,229.75079001424407
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.1,258.54536684271335
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.15,279.5939741842776
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.2,298.4531234836055
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.25,315.98615834482007
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.3,330.7553419198979
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.35,344.3411579641946
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.4,358.66204745942593
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.45,371.6815530722598
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.5,385.49244811589995
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.55,399.26692019461836
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.6,414.51263285631006
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.65,431.92741013043997
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.7,449.7147936367074
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.75,473.5760291035857
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.8,498.36241503276153
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.85,530.6985064114289
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.9,571.6189143804804
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.95,652.2620089493221
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.975,736.2349751895425
2025-12-27,01,0,wk inc flu hosp,2025-12-27,quantile,0.99,874.8464697674474
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.01,187.64448342747582
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.025,221.54435447608586
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.05,254.63634273721811
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.1,298.46635420815403
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.15,330.73163390965334
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.2,360.2325267108333
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.25,387.93571442222816
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.3,410.7492123177765
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.35,433.63630417606015
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.4,457.8003407532547
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.45,481.8025811130371
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.5,506.3862701522302
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.55,533.55675219587
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.6,561.6607746576603
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.65,593.8986493011248
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.7,628.6894273648815
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.75,672.7252524525557
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.8,728.3416000949522
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.85,800.6986563142589
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.9,908.9134449924186
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.95,1125.6512795214269
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.975,1423.656233260693
2025-12-27,01,1,wk inc flu hosp,2026-01-03,quantile,0.99,2027.3491952617821
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.01,194.66090989422696
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.025,234.22505343421048
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.05,269.81137195150427
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.1,321.27558396752437
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.15,359.8370776896336
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.2,395.8689222573258
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.25,431.20827504029603
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.3,461.80781227667654
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.35,493.6121119855803
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.4,525.2344273391031
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.45,558.0817586299548
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.5,588.8330181652116
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.55,624.9163824102676
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.6,661.749159929777
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.65,707.6774569138508
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.7,754.5405543136384
2025-12-27,01,2,wk inc flu hosp,2026-01-10,quantile,0.75,820.80223918654
