location_name,abbreviation,horizon,reference_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,model_full_name,forecast_due_date,forecast_due_date_formatted
US,US,0,2024-12-21,2024-12-21,CEPH-Rtrend_fluH,9768,11034,11832,12684,14364,9768,11034,11832,12684,14364,CEPH Lab at Indiana University,Rtrend FluH,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,CEPH-Rtrend_fluH,11298,14374,16495,18897,24001,11298,14374,16495,18897,24001,CEPH Lab at Indiana University,Rtrend FluH,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,CEPH-Rtrend_fluH,11838,16452,19759,23566,31733,11838,16452,19759,23566,31733,CEPH Lab at Indiana University,Rtrend FluH,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,CMU-TimeSeries,1940.307890034784,3654.529000529957,4563.183885963984,5631.594653999181,9227.398585590483,1940,3655,4563,5632,9227,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,CMU-TimeSeries,1348.0795981736783,3209.847004923864,4554.638978128594,6283.360621376528,11567.89703565964,1348,3210,4555,6283,11568,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,CMU-TimeSeries,955.1903070958709,2831.641791563573,4419.705417352287,6597.301951678815,13343.89081259681,955,2832,4420,6597,13344,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,CU-ensemble,6666,9068,10211,11414,13804,6666,9068,10211,11414,13804,Columbia University,Ensemble,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,CU-ensemble,5843,9207,11042,12828,16691,5843,9207,11042,12828,16691,Columbia University,Ensemble,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,CU-ensemble,4598,9034,11219,13426,18161,4598,9034,11219,13426,18161,Columbia University,Ensemble,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,FluSight-baseline,3379,8526,8793,9060,14207,3379,8526,8793,9060,14207,FluSight-baseline,Baseline model using reported weekly admissions,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,FluSight-baseline,2231,7845,8793,9741,15355,2231,7845,8793,9741,15355,FluSight-baseline,Baseline model using reported weekly admissions,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,FluSight-baseline,1425,7260,8793,10334,16155,1425,7260,8793,10334,16155,FluSight-baseline,Baseline model using reported weekly admissions,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,FluSight-ensemble,6666,9068,10669,12444,15393,6666,9068,10669,12444,15393,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,FluSight-ensemble,7297,10479,12872,14900,19756,7297,10479,12872,14900,19756,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,FluSight-ensemble,6855,10852,13495,16349,22069,6855,10852,13495,16349,22069,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,FluSight-lop_norm,3941,8722,10783,12339,19099,3941,8722,10783,12339,19099,FluSight-lop_norm,Linear opinion pool ensemble of FluSight forecast submissions,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,FluSight-lop_norm,4012,9599,12896,15560,25849,4012,9599,12896,15560,25849,FluSight-lop_norm,Linear opinion pool ensemble of FluSight forecast submissions,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,FluSight-lop_norm,3780,9747,13623,18287,33856,3780,9747,13623,18287,33856,FluSight-lop_norm,Linear opinion pool ensemble of FluSight forecast submissions,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,ISU_NiemiLab-GPE,10318.8175064465,12311.0762665339,13592.1670188871,15086.5717835458,17793.701873823,10319,12311,13592,15087,17794,ISU_NiemiLab,Gibbs posterior optimal linear pool ensemble,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,ISU_NiemiLab-GPE,12176.5035558798,15979.3521730078,18939.8171876857,22090.6147236047,27371.3896241606,12177,15979,18940,22091,27371,ISU_NiemiLab,Gibbs posterior optimal linear pool ensemble,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,ISU_NiemiLab-GPE,12022.3876707869,17059.7511509674,22207.7364377897,28222.4911494555,35852.8734268932,12022,17060,22208,28222,35853,ISU_NiemiLab,Gibbs posterior optimal linear pool ensemble,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,JHUAPL-DMD,1564.94704,8697.451256,11243.13157,13977.39585,22121.84289,1565,8697,11243,13977,22122,Johns Hopkins University Applied Physics Lab,Dynamic mode decomposition,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,JHUAPL-DMD,1844.920736,11551.86257,15551.13985,20189.94738,35599.20898,1845,11552,15551,20190,35599,Johns Hopkins University Applied Physics Lab,Dynamic mode decomposition,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,JHUAPL-DMD,0,14986.30347,21062.16095,28809.79737,62124.095909999996,0,14986,21062,28810,62124,Johns Hopkins University Applied Physics Lab,Dynamic mode decomposition,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,JHU_CSSE-CSSE_Ensemble,5442.65,8662.75,10522.75,12443.833333333334,16324.75,5443,8663,10523,12444,16325,The Center for Systems Science and Engineering at Johns Hopkins University,CSSE Ensemble,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,JHU_CSSE-CSSE_Ensemble,5250.608333333334,9255.666666666666,11623.833333333332,14144.666666666666,19409.158333333333,5251,9256,11624,14145,19409,The Center for Systems Science and Engineering at Johns Hopkins University,CSSE Ensemble,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,JHU_CSSE-CSSE_Ensemble,4326.966666666666,8492.916666666666,11001.666666666666,13704.5,19467.533333333333,4327,8493,11002,13704,19468,The Center for Systems Science and Engineering at Johns Hopkins University,CSSE Ensemble,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,LUcompUncertLab-chimera,5236,8350,10590,13423,20519,5236,8350,10590,13423,20519,LUcompUncertLab,chimera,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,LUcompUncertLab-chimera,6276,9955,12706,15955,24537,6276,9955,12706,15955,24537,LUcompUncertLab,chimera,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,LUcompUncertLab-chimera,4920,7863,9954,12487,18518,4920,7863,9954,12487,18518,LUcompUncertLab,chimera,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,LosAlamos_NAU-CModel_Flu,4238.95,8568,12014,16827.25,33099.47499999996,4239,8568,12014,16827,33099,Los Alamos National Lab and Northern Arizona University,Compartmental Model with Bayesian Inference,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,LosAlamos_NAU-CModel_Flu,5233.95,10622,14870,20846,40789.64999999994,5234,10622,14870,20846,40790,Los Alamos National Lab and Northern Arizona University,Compartmental Model with Bayesian Inference,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,LosAlamos_NAU-CModel_Flu,6184.924999999999,12601,17723,24865.5,48797.52499999995,6185,12601,17723,24866,48798,Los Alamos National Lab and Northern Arizona University,Compartmental Model with Bayesian Inference,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,MDPredict-SIRS,10823.44894,13036.02953,14501.42824,16240.80673,19314.69836,10823,13036,14501,16241,19315,Maryland Predict,modified susceptible-infectious-recovered-susceptible model,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,MDPredict-SIRS,12979.40229,17293.78684,20740.16145,24398.65599,30116.72994,12979,17294,20740,24399,30117,Maryland Predict,modified susceptible-infectious-recovered-susceptible model,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,MDPredict-SIRS,13213.11309,18795.42749,24833.29835,31910.92686,39928.22233,13213,18795,24833,31911,39928,Maryland Predict,modified susceptible-infectious-recovered-susceptible model,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,MIGHTE-Joint,9353,10052,10428,10810,11557,9353,10052,10428,10810,11557,MIGHTE,Joint time series ensemble,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,MIGHTE-Joint,9996,11935,13037,14200,16587,9996,11935,13037,14200,16587,MIGHTE,Joint time series ensemble,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,MIGHTE-Joint,7865,11011,13024,15320,20591,7865,11011,13024,15320,20591,MIGHTE,Joint time series ensemble,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,MIGHTE-Nsemble,9063,9884,10332,10792,11701,9063,9884,10332,10792,11701,MIGHTE,Time series ensemble,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,MIGHTE-Nsemble,10246,12311,13485,14720,17253,10246,12311,13485,14720,17253,MIGHTE,Time series ensemble,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,MIGHTE-Nsemble,8547,11874,13975,16349,21715,8547,11874,13975,16349,21715,MIGHTE,Time series ensemble,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,Metaculus-cp,7783.51475329977,14969.489131250022,19004.84631921295,23908.3536535102,35000,7784,14969,19005,23908,35000,Metaculus,Metaculus Community Prediction,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,Metaculus-cp,4013.0820796384855,7985.096359583642,10526.6346873646,14010.476721569994,28504.121837677492,4013,7985,10527,14010,28504,Metaculus,Metaculus Community Prediction,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,MOBS-GLEAM_FLUH,6569,9216,10844,12649,16600,6569,9216,10844,12649,16600,MOBS Lab at Northeastern University,GLEAM Flu Forecasting Model,2024-12-18,"December 18, 2024"
US,US,1,2024-12-21,2024-12-28,MOBS-GLEAM_FLUH,8006,11202,13173,15349,20101,8006,11202,13173,15349,20101,MOBS Lab at Northeastern University,GLEAM Flu Forecasting Model,2024-12-18,"December 18, 2024"
US,US,2,2024-12-21,2025-01-04,MOBS-GLEAM_FLUH,8476,11849,13932,16225,21253,8476,11849,13932,16225,21253,MOBS Lab at Northeastern University,GLEAM Flu Forecasting Model,2024-12-18,"December 18, 2024"
US,US,0,2024-12-21,2024-12-21,NEU_ISI-AdaptiveEnsemble,9166,11164,12718,15034,17713,9166,11164,12718,15034,17713,MOBS Lab at Northeastern University and ISI Foundation,Adaptive Ensemble,2024-12-18,"December 18, 2024"
