reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-02-10,0,wk flu hosp rate change,2024-02-10,01,pmf,stable,0.87
2024-02-10,0,wk flu hosp rate change,2024-02-10,01,pmf,increase,0.125
2024-02-10,0,wk flu hosp rate change,2024-02-10,01,pmf,large_increase,0.004
2024-02-10,0,wk flu hosp rate change,2024-02-10,01,pmf,decrease,0.001
2024-02-10,0,wk flu hosp rate change,2024-02-10,01,pmf,large_decrease,0
2024-02-10,1,wk flu hosp rate change,2024-02-17,01,pmf,stable,0.888
2024-02-10,1,wk flu hosp rate change,2024-02-17,01,pmf,increase,0.111
2024-02-10,1,wk flu hosp rate change,2024-02-17,01,pmf,large_increase,0
2024-02-10,1,wk flu hosp rate change,2024-02-17,01,pmf,decrease,0.001
2024-02-10,1,wk flu hosp rate change,2024-02-17,01,pmf,large_decrease,0
2024-02-10,2,wk flu hosp rate change,2024-02-24,01,pmf,stable,0.996
2024-02-10,2,wk flu hosp rate change,2024-02-24,01,pmf,increase,0.004
2024-02-10,2,wk flu hosp rate change,2024-02-24,01,pmf,large_increase,0
2024-02-10,2,wk flu hosp rate change,2024-02-24,01,pmf,decrease,0
2024-02-10,2,wk flu hosp rate change,2024-02-24,01,pmf,large_decrease,0
2024-02-10,3,wk flu hosp rate change,2024-03-02,01,pmf,stable,1
2024-02-10,3,wk flu hosp rate change,2024-03-02,01,pmf,increase,0
2024-02-10,3,wk flu hosp rate change,2024-03-02,01,pmf,large_increase,0
2024-02-10,3,wk flu hosp rate change,2024-03-02,01,pmf,decrease,0
2024-02-10,3,wk flu hosp rate change,2024-03-02,01,pmf,large_decrease,0
2024-02-10,0,wk flu hosp rate change,2024-02-10,02,pmf,stable,0.95
2024-02-10,0,wk flu hosp rate change,2024-02-10,02,pmf,increase,0.03
2024-02-10,0,wk flu hosp rate change,2024-02-10,02,pmf,large_increase,0.02
2024-02-10,0,wk flu hosp rate change,2024-02-10,02,pmf,decrease,0
2024-02-10,0,wk flu hosp rate change,2024-02-10,02,pmf,large_decrease,0
2024-02-10,1,wk flu hosp rate change,2024-02-17,02,pmf,stable,0.95
2024-02-10,1,wk flu hosp rate change,2024-02-17,02,pmf,increase,0.047
2024-02-10,1,wk flu hosp rate change,2024-02-17,02,pmf,large_increase,0.003
2024-02-10,1,wk flu hosp rate change,2024-02-17,02,pmf,decrease,0
2024-02-10,1,wk flu hosp rate change,2024-02-17,02,pmf,large_decrease,0
2024-02-10,2,wk flu hosp rate change,2024-02-24,02,pmf,stable,0.98
