location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,8.33704335544706,13.3660821505117,18.604427850245358,27922,44765,62309,8.34,13.37,18.6,27922,44765,62309,2025-02-08,2025-02-08,"February 08, 2025","February 08, 2025",2025-02-05,"February 05, 2025",FluSight-ensemble
US,1,6.735741030568378,12.27864171284469,19.89191910977862,22559,41123,66621,6.74,12.28,19.89,22559,41123,66621,2025-02-15,2025-02-08,"February 15, 2025","February 08, 2025",2025-02-05,"February 05, 2025",FluSight-ensemble
US,2,5.626205427501216,11.243751938832103,20.802299640928183,18843,37657,69670,5.63,11.24,20.8,18843,37657,69670,2025-02-22,2025-02-08,"February 22, 2025","February 08, 2025",2025-02-05,"February 05, 2025",FluSight-ensemble
Alabama,0,7.556081392699338,12.880573980300944,18.420395312254087,386,658,941,7.56,12.88,18.42,386,658,941,2025-02-08,2025-02-08,"February 08, 2025","February 08, 2025",2025-02-05,"February 05, 2025",FluSight-ensemble
Alabama,1,5.441944629975171,11.510300152609354,19.00765552412191,278,588,971,5.44,11.51,19.01,278,588,971,2025-02-15,2025-02-08,"February 15, 2025","February 08, 2025",2025-02-05,"February 05, 2025",FluSight-ensemble
Alabama,2,4.247848865843928,9.88554689977504,19.3795869916382,217,505,990,4.25,9.89,19.38,217,505,990,2025-02-22,2025-02-08,"February 22, 2025","February 08, 2025",2025-02-05,"February 05, 2025",FluSight-ensemble
Alaska,0,1.3635012530576516,3.5451032579498944,6.681156139982493,10,26,49,1.36,3.55,6.68,10,26,49,2025-02-08,2025-02-08,"February 08, 2025","February 08, 2025",2025-02-05,"February 05, 2025",FluSight-ensemble
Alaska,1,0.954450877140356,3.272403007338364,7.499256891817083,7,24,55,0.95,3.27,7.5,7,24,55,2025-02-15,2025-02-08,"February 15, 2025","February 08, 2025",2025-02-05,"February 05, 2025",FluSight-ensemble
Alaska,2,0.5454005012230606,2.863352631421068,7.362906766511319,4,21,54,0.55,2.86,7.36,4,21,54,2025-02-22,2025-02-08,"February 22, 2025","February 08, 2025",2025-02-05,"February 05, 2025",FluSight-ensemble
Arizona,0,4.252259079918788,10.226952217526197,16.026710646149606,316,760,1191,4.25,10.23,16.03,316,760,1191,2025-02-08,2025-02-08,"February 08, 2025","February 08, 2025",2025-02-05,"February 05, 2025",FluSight-ensemble
