location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.20081679925024948,0.41751076857299296,0.6885987464774294,683,1420,2342,0.2,0.42,0.69,683,1420,2342,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
US,1,0.1299575772600443,0.3825221900799041,0.6856585297973378,442,1301,2332,0.13,0.38,0.69,442,1301,2332,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
US,2,0.09320486875890055,0.34665154658278785,0.7130025449221887,317,1179,2425,0.09,0.35,0.71,317,1179,2425,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alabama,0,0.0581654726264561,0.31021585400776586,0.7949281258949,3,16,41,0.06,0.31,0.79,3,16,41,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alabama,1,0.03877698175097073,0.2908273631322805,0.8918705802723268,2,15,46,0.04,0.29,0.89,2,15,46,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alabama,2,0.019388490875485366,0.2520503813813098,0.9112590711478121,1,13,47,0.02,0.25,0.91,1,13,47,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alaska,0,0,0.4053325550948276,1.3511085169827584,0,3,10,0,0.41,1.35,0,3,10,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alaska,1,0,0.4053325550948276,1.3511085169827584,0,3,10,0,0.41,1.35,0,3,10,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alaska,2,0,0.4053325550948276,1.6213302203793103,0,3,12,0,0.41,1.62,0,3,12,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arizona,0,0.27695774838098414,0.7913078525170975,1.714500347120378,21,60,130,0.28,0.79,1.71,21,60,130,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arizona,1,0.23739235575512926,0.7253655314740061,1.991458095501362,18,55,151,0.24,0.73,1.99,18,55,151,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arizona,2,0.1714500347120378,0.6594232104309146,1.9123273102496523,13,50,145,0.17,0.66,1.91,13,50,145,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arkansas,0,0,0.19427824659996878,0.6799738630998907,0,6,21,0,0.19,0.68,0,6,21,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arkansas,1,0,0.16189853883330732,0.7771129863998751,0,5,24,0,0.16,0.78,0,5,24,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arkansas,2,0,0.16189853883330732,0.7123535708665523,0,5,22,0,0.16,0.71,0,5,22,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
California,0,0.19274046585827087,0.47170692960050503,0.8952287427364424,76,186,353,0.19,0.47,0.9,76,186,353,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
California,1,0.11158658549689367,0.4057694018068861,1.0118874457559222,44,160,399,0.11,0.41,1.01,44,160,399,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
California,2,0.08368993912267025,0.38294487295524876,1.00174321071075,33,151,395,0.08,0.38,1,33,151,395,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Colorado,0,0.06714233654995483,0.3692828510247515,0.8728503751494127,4,22,52,0.07,0.37,0.87,4,22,52,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Colorado,1,0.05035675241246612,0.3189260986122854,1.0574918006617884,3,19,63,0.05,0.32,1.06,3,19,63,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Colorado,2,0.016785584137488707,0.2685693461998193,1.0574918006617884,1,16,63,0.02,0.27,1.06,1,16,63,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Connecticut,0,0,0.2176829877207748,0.7618904570227117,0,8,28,0,0.22,0.76,0,8,28,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Connecticut,1,0,0.19047261425567794,0.7891008304878085,0,7,29,0,0.19,0.79,0,7,29,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
