location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.1811173474936364,0.47043466881464,0.8641296822788919,616,1600,2939,0.18,0.47,0.86,616,1600,2939,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
US,1,0.11496247219157764,0.39222490512420616,0.8667758772909742,391,1334,2948,0.11,0.39,0.87,391,1334,2948,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
US,2,0.0376347735051712,0.3257760081541382,0.7838617669123938,128,1108,2666,0.04,0.33,0.78,128,1108,2666,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alabama,0,0.0581654726264561,0.4459352901361634,1.1439209616536365,3,23,59,0.06,0.45,1.14,3,23,59,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alabama,1,0.03877698175097073,0.38776981750970735,1.221474925155578,2,20,63,0.04,0.39,1.22,2,20,63,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alabama,2,0,0.32960434488325124,1.1826979434046074,0,17,61,0,0.33,1.18,0,17,61,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alaska,0,0.13511085169827586,0.9457759618879309,2.2968844788706897,1,7,17,0.14,0.95,2.3,1,7,17,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alaska,1,0.13511085169827586,0.8106651101896551,2.431995330568965,1,6,18,0.14,0.81,2.43,1,6,18,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alaska,2,0,0.6755542584913792,2.1617736271724137,0,5,16,0,0.68,2.16,0,5,16,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arizona,0,0.25058081996374754,0.7253655314740061,1.62218109766005,19,55,123,0.25,0.73,1.62,19,55,123,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arizona,1,0.14507310629480122,0.6330462820136781,1.6353695618686683,11,48,124,0.15,0.63,1.64,11,48,124,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arizona,2,0.10550771366894633,0.54072703255335,1.806819596580706,8,41,137,0.11,0.54,1.81,8,41,137,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arkansas,0,0,0.2590376621332917,0.9390115252331824,0,8,29,0,0.26,0.94,0,8,29,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arkansas,1,0,0.19427824659996878,0.8742521096998596,0,6,27,0,0.19,0.87,0,6,27,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arkansas,2,0,0.16189853883330732,0.9390115252331824,0,5,29,0,0.16,0.94,0,5,29,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
California,0,0.20034864214214998,0.49453145845214247,0.9738465643365265,79,195,384,0.2,0.49,0.97,79,195,384,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
California,1,0.08115388036137722,0.40323334304559305,0.9637023292913545,32,159,380,0.08,0.4,0.96,32,159,380,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
California,2,0.043112998941981645,0.334759756490681,0.9637023292913545,17,132,380,0.04,0.33,0.96,17,132,380,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Colorado,0,0.05035675241246612,0.3357116827497741,0.9064215434243902,3,20,54,0.05,0.34,0.91,3,20,54,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Colorado,1,0,0.23499817792484187,0.8392792068744352,0,14,50,0,0.23,0.84,0,14,50,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Colorado,2,0,0.21821259378735317,0.856064791011924,0,13,51,0,0.22,0.86,0,13,51,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Connecticut,0,0.13605186732548424,0.6530489631623243,1.5237809140454235,5,24,56,0.14,0.65,1.52,5,24,56,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Connecticut,1,0.0544207469301937,0.5714178427670338,1.768674275231295,2,21,65,0.05,0.57,1.77,2,21,65,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Connecticut,2,0.0544207469301937,0.4625763489066464,2.0679883833473602,2,17,76,0.05,0.46,2.07,2,17,76,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Delaware,0,0,0.3802581382371423,1.6160970875078549,0,4,17,0,0.38,1.62,0,4,17,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Delaware,1,0,0.28519360367785673,1.6160970875078549,0,3,17,0,0.29,1.62,0,3,17,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Delaware,2,0,0.28519360367785673,1.521032552948569,0,3,16,0,0.29,1.52,0,3,16,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
District of Columbia,0,0,0.14239943040227837,0.9967960128159488,0,1,7,0,0.14,1,0,1,7,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
District of Columbia,1,0,0.14239943040227837,1.4239943040227838,0,1,10,0,0.14,1.42,0,1,10,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
District of Columbia,2,0,0.14239943040227837,1.4239943040227838,0,1,10,0,0.14,1.42,0,1,10,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
