output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,268.97999999999996,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.025,306.95,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.05,335,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.1,371,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.15,395,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.2,413,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.25,431,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.3,450.69999999999993,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.35,466,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.4,482,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.45,496,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.5,513,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.55,530,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.6,547,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.65,564,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.7,582,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.75,607,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.8,635.2,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.85,671,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.9,713,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.95,783,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.975,865.0249999999999,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.99,939.04,2025-12-27,wk inc flu hosp,0,2025-12-27,01
quantile,0.01,290.98,2025-12-27,wk inc flu hosp,1,2026-01-03,01
quantile,0.025,379.975,2025-12-27,wk inc flu hosp,1,2026-01-03,01
quantile,0.05,438.95000000000005,2025-12-27,wk inc flu hosp,1,2026-01-03,01
quantile,0.1,513,2025-12-27,wk inc flu hosp,1,2026-01-03,01
quantile,0.15,576,2025-12-27,wk inc flu hosp,1,2026-01-03,01
quantile,0.2,635.8,2025-12-27,wk inc flu hosp,1,2026-01-03,01
