output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,126,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.025,136.975,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.05,142,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.1,149,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.15,155,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.2,160,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.25,164,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.3,167,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.35,170,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.4,173,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.45,176,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.5,179,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.55,181,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.6,185,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.65,188,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.7,191,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.75,195,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.8,199.20000000000005,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.85,205,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.9,211,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.95,220.04999999999995,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.975,230.02499999999986,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.99,246.01,2026-03-14,wk inc flu hosp,-1,2026-03-07,13
quantile,0.01,58.99,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.025,68,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.05,79,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.1,88,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.15,96,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.2,102,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.25,108,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.3,114,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.35,120,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.4,125,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.45,130.55000000000007,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.5,135,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.55,141,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.6,146,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.65,152,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.7,160,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.75,168,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.8,178,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.85,188,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.9,205,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.95,233,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.975,267.02499999999986,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.99,329.02,2026-03-14,wk inc flu hosp,0,2026-03-14,13
quantile,0.01,19,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.025,25,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.05,32,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.1,43,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.15,50,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.2,58,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.25,66,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.3,73,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.35,81,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.4,88,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.45,97,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.5,104,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.55,114,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.6,124,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.65,136,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.7,150,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.75,165.25,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.8,186,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.85,216,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.9,271.10000000000014,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.95,359.0999999999999,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.975,483.02499999999986,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.99,710.1899999999998,2026-03-14,wk inc flu hosp,1,2026-03-21,13
quantile,0.01,2,2026-03-14,wk inc flu hosp,-1,2026-03-07,02
quantile,0.025,3,2026-03-14,wk inc flu hosp,-1,2026-03-07,02
quantile,0.05,3.950000000000003,2026-03-14,wk inc flu hosp,-1,2026-03-07,02
quantile,0.1,5,2026-03-14,wk inc flu hosp,-1,2026-03-07,02
quantile,0.15,5,2026-03-14,wk inc flu hosp,-1,2026-03-07,02
