output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
sample,WV_16,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_49,1,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_55,1,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_61,3,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_62,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_72,4,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_89,6,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_115,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_119,7,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_128,0,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_147,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_150,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_181,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_184,3,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_214,0,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_227,1,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_247,0,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_264,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_275,4,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_327,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_343,3,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_349,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_379,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_396,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_401,1,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_429,0,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_465,3,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_527,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_532,4,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_559,0,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_576,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_596,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_616,0,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_620,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_653,4,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_672,1,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_676,2,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_698,5,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_775,0,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_787,3,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_814,0,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_843,3,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_947,0,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_969,1,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_970,6,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_985,5,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_986,13,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_1055,0,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_1056,1,2026-05-23,wk inc flu hosp,0,2026-05-23,54
sample,WV_1059,4,2026-05-23,wk inc flu hosp,0,2026-05-23,54
