,reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
0,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.01,180.475
1,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.025,195.4875
2,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.05,212.5
3,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.1,228.5
4,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.15,241.925
5,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.2,251
6,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.25,259.5
7,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.3,267
8,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.35,275.5
9,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.4,282.8
10,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.45,289.5
11,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.5,296.5
12,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.55,305
13,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.6,312.2
14,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.65,319.5
15,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.7,328.65
16,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.75,339
17,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.8,350
18,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.85,361.5
19,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.9,378.5
20,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.95,400.55
21,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.975,418.0125
22,2024/1/13,wk inc flu hosp,0,2024/1/13,01,quantile,0.99,436.51
