location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.135249967284209,0.29843199302928725,0.5495264975091014,460,1015,1869,0.14,0.3,0.55,460,1015,1869,2026-05-30,2026-05-30,"May 30, 2026","May 30, 2026",2026-05-27,"May 27, 2026",FluSight-ensemble
US,1,0.10790595215935805,0.2846129746328572,0.5651096459135864,367,968,1922,0.11,0.28,0.57,367,968,1922,2026-06-06,2026-05-30,"June 06, 2026","May 30, 2026",2026-05-27,"May 27, 2026",FluSight-ensemble
US,2,0.09320486875890055,0.24903635280375006,0.5818688809901078,317,847,1979,0.09,0.25,0.58,317,847,1979,2026-06-13,2026-05-30,"June 13, 2026","May 30, 2026",2026-05-27,"May 27, 2026",FluSight-ensemble
Alabama,0,0.0581654726264561,0.27143887225679514,0.7367626532684439,3,14,38,0.06,0.27,0.74,3,14,38,2026-05-30,2026-05-30,"May 30, 2026","May 30, 2026",2026-05-27,"May 27, 2026",FluSight-ensemble
Alabama,1,0.019388490875485366,0.2520503813813098,0.8337051076458708,1,13,43,0.02,0.25,0.83,1,13,43,2026-06-06,2026-05-30,"June 06, 2026","May 30, 2026",2026-05-27,"May 27, 2026",FluSight-ensemble
Alabama,2,0,0.2326618905058244,0.8724820893968415,0,12,45,0,0.23,0.87,0,12,45,2026-06-13,2026-05-30,"June 13, 2026","May 30, 2026",2026-05-27,"May 27, 2026",FluSight-ensemble
Alaska,0,0,0.13511085169827586,0.6755542584913792,0,1,5,0,0.14,0.68,0,1,5,2026-05-30,2026-05-30,"May 30, 2026","May 30, 2026",2026-05-27,"May 27, 2026",FluSight-ensemble
Alaska,1,0,0.13511085169827586,0.8106651101896551,0,1,6,0,0.14,0.81,0,1,6,2026-06-06,2026-05-30,"June 06, 2026","May 30, 2026",2026-05-27,"May 27, 2026",FluSight-ensemble
Alaska,2,0,0.13511085169827586,0.9457759618879309,0,1,7,0,0.14,0.95,0,1,7,2026-06-13,2026-05-30,"June 13, 2026","May 30, 2026",2026-05-27,"May 27, 2026",FluSight-ensemble
Arizona,0,0.21101542733789266,0.6066693535964415,1.3584118134876841,16,46,103,0.21,0.61,1.36,16,46,103,2026-05-30,2026-05-30,"May 30, 2026","May 30, 2026",2026-05-27,"May 27, 2026",FluSight-ensemble
