location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.00528052549422973,0.00847456098606032,0.01372504259949874,0.0053,0.0085,0.0137,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
US,1,0.0019546282795415,0.00693362270068194,0.01391621572724357,0.002,0.0069,0.0139,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
US,2,0.00129876275864765,0.0063389999858072,0.013416641145873461,0.0013,0.0063,0.0134,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Alabama,0,0.00282001937968788,0.00746127263814561,0.01379739027279331,0.0028,0.0075,0.0138,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Alabama,1,0.00155038295927062,0.00623173009879426,0.01380359528842965,0.0016,0.0062,0.0138,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Alabama,2,0.00113920847581632,0.0051215903902844,0.01358617085119232,0.0011,0.0051,0.0136,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Alaska,0,0.0027,0.0101198563096583,0.0183457170024839,0.0027,0.0101,0.0183,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Alaska,1,0.0014,0.00921024779609526,0.01844493157661696,0.0014,0.0092,0.0184,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Alaska,2,0.0010685382086815,0.00841719139826498,0.01915102221310207,0.0011,0.0084,0.0192,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Arizona,0,0.00460672021316485,0.0092781968633003,0.01414165483550851,0.0046,0.0093,0.0141,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Arizona,1,0.0032009285855072,0.00768006530055323,0.01519563019848642,0.0032,0.0077,0.0152,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Arizona,2,0.0018801790075762,0.00692107604597501,0.01472003256204183,0.0019,0.0069,0.0147,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Arkansas,0,0.00193329296858284,0.0051988139020629,0.012,0.0019,0.0052,0.012,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Arkansas,1,0.001,0.00307696353643817,0.01074434061345827,0.001,0.0031,0.0107,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Arkansas,2,6.83573950231835e-4,0.00271359509821835,0.01125224998412802,7e-4,0.0027,0.0113,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
California,0,0.00286800936532095,0.00714448546438943,0.01178177223371466,0.0029,0.0071,0.0118,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
California,1,0.0015,0.00590577603424917,0.0118,0.0015,0.0059,0.0118,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
California,2,0.00103630472509584,0.0047893126663556,0.01114014747930565,0.001,0.0048,0.0111,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Colorado,0,0.00674175754471532,0.0111,0.0182,0.0067,0.0111,0.0182,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Colorado,1,0.0034,0.0094,0.0174,0.0034,0.0094,0.0174,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Colorado,2,0.00260438817931664,0.00773408323613576,0.01730844652650558,0.0026,0.0077,0.0173,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Connecticut,0,0.01228617482643387,0.01952654351159747,0.0274,0.0123,0.0195,0.0274,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Connecticut,1,0.00807726403648128,0.01753921630439589,0.0271,0.0081,0.0175,0.0271,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Connecticut,2,0.0053934280890877,0.0161908600510569,0.0271,0.0054,0.0162,0.0271,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Delaware,0,0.0046723781783752,0.01133664210462573,0.021071477094104,0.0047,0.0113,0.0211,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Delaware,1,0.0029,0.00869939122394357,0.01967306604120311,0.0029,0.0087,0.0197,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Delaware,2,0.00208631534854349,0.00697428018558944,0.01890615261917944,0.0021,0.007,0.0189,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
District of Columbia,0,0.00372679433551315,0.00862452938889236,0.01552188163961271,0.0037,0.0086,0.0155,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
District of Columbia,1,0.00239914653452872,0.00740949287723672,0.01648432511699268,0.0024,0.0074,0.0165,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
District of Columbia,2,0.00111390801396284,0.00591262660105936,0.01530796120826531,0.0011,0.0059,0.0153,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Florida,0,0.00337836411993503,0.0077921023580686,0.0127,0.0034,0.0078,0.0127,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Florida,1,0.00164195018228881,0.00622799118581943,0.01373927114608386,0.0016,0.0062,0.0137,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Florida,2,8.797173844103299e-4,0.00512039426982658,0.01323143332354007,9e-4,0.0051,0.0132,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Georgia,0,0.00243222240765683,0.0057225256439342,0.01,0.0024,0.0057,0.01,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Georgia,1,0.0014,0.004456013237489,0.0105106153659724,0.0014,0.0045,0.0105,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Georgia,2,9.872099273599323e-4,0.00398756132689715,0.01054011846342403,0.001,0.004,0.0105,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Hawaii,0,0.01423826015681712,0.02527857699264108,0.03808709181804664,0.0142,0.0253,0.0381,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Hawaii,1,0.01045932566791677,0.02306649170549668,0.04224008208349095,0.0105,0.0231,0.0422,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Hawaii,2,0.00738008769898832,0.02245520885718931,0.04031489384351031,0.0074,0.0225,0.0403,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Idaho,0,0.0039660641807891,0.00827178983416878,0.01349646183930453,0.004,0.0083,0.0135,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Idaho,1,0.00167334357491625,0.00683255551129917,0.01357621662900974,0.0017,0.0068,0.0136,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Idaho,2,0.00111427652369728,0.00567022579901104,0.01334319371157567,0.0011,0.0057,0.0133,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Illinois,0,0.00435326353775577,0.008,0.01397924353457113,0.0044,0.008,0.014,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Illinois,1,0.0018,0.00616945652471521,0.01446199963134117,0.0018,0.0062,0.0145,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Illinois,2,0.00124432042573718,0.00484435757536015,0.01370466509990362,0.0012,0.0048,0.0137,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Indiana,0,0.00463682280673444,0.00820835800276024,0.01467311666622841,0.0046,0.0082,0.0147,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Indiana,1,0.00174116802168617,0.00635371067910379,0.01499838280260407,0.0017,0.0064,0.015,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Indiana,2,0.00105644641463853,0.00490610150735948,0.01458817998301367,0.0011,0.0049,0.0146,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Iowa,0,0.00176802806673025,0.00539988278196582,0.01057589349238416,0.0018,0.0054,0.0106,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Iowa,1,0.00123142396011397,0.00412231294997296,0.01056228819283272,0.0012,0.0041,0.0106,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Iowa,2,7.4233795350831e-4,0.00273201047063635,0.00990923486165537,7e-4,0.0027,0.0099,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Kansas,0,0.00114730116687309,0.00352662723664003,0.008,0.0011,0.0035,0.008,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Kansas,1,7.90866552400075e-4,0.0022840984229674,0.00794546247166184,8e-4,0.0023,0.0079,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Kansas,2,4.457625666131975e-4,0.0015071627860471,0.00743762759103985,4e-4,0.0015,0.0074,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Kentucky,0,0.00524289290793676,0.0097,0.01750840209031339,0.0052,0.0097,0.0175,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Kentucky,1,0.00289987313943392,0.0077,0.01762671991459705,0.0029,0.0077,0.0176,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Kentucky,2,0.00219148999241138,0.00621882190712807,0.01697426931631282,0.0022,0.0062,0.017,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Louisiana,0,0.00135349186256406,0.0043534219728998,0.00898740481908845,0.0014,0.0044,0.009,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Louisiana,1,0.00101024299771533,0.0036513926707785,0.00962405931294937,0.001,0.0037,0.0096,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Louisiana,2,7.288302056850725e-4,0.00324679549392838,0.00971109634526949,7e-4,0.0032,0.0097,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Maine,0,0.00607933281646636,0.0115,0.0179,0.0061,0.0115,0.0179,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Maine,1,0.00391827931227324,0.01,0.0172,0.0039,0.01,0.0172,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Maine,2,0.00266194142252697,0.00798317307529198,0.0171717759583479,0.0027,0.008,0.0172,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Maryland,0,0.0058164167146041,0.00990594831454114,0.01632419261142305,0.0058,0.0099,0.0163,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Maryland,1,0.00341113407274688,0.00846806268415935,0.0161686410955766,0.0034,0.0085,0.0162,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Maryland,2,0.00275025898949649,0.0078,0.01669276346207448,0.0028,0.0078,0.0167,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Massachusetts,0,0.0081835611746892,0.01332248930931555,0.02151598793102168,0.0082,0.0133,0.0215,2026-04-11,2026-04-11,"April 11, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Massachusetts,1,0.004550402286379,0.01127799503446107,0.02112874363054889,0.0046,0.0113,0.0211,2026-04-18,2026-04-11,"April 18, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
Massachusetts,2,0.00362632840934961,0.0103,0.02058198287951486,0.0036,0.0103,0.0206,2026-04-25,2026-04-11,"April 25, 2026","April 11, 2026",2026-04-08,"April 08, 2026",FluSight-ensemble
