location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.47952480584657187,0.9906994432122823,1.8109078128639218,1606,3318,6065,0.48,0.99,1.81,1606,3318,6065,2025-04-19,2025-04-19,"April 19, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
US,1,0.2624547349558759,0.7772123721162059,1.7723905650717624,879,2603,5936,0.26,0.78,1.77,879,2603,5936,2025-04-26,2025-04-19,"April 26, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
US,2,0.13466107561444826,0.6034368820771617,1.7320818173822936,451,2021,5801,0.13,0.6,1.73,451,2021,5801,2025-05-03,2025-04-19,"May 03, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Alabama,0,0.23490408474712968,0.7634382754281714,1.663903933625502,12,39,85,0.23,0.76,1.66,12,39,85,2025-04-19,2025-04-19,"April 19, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Alabama,1,0.05872602118678242,0.5285341906810418,1.8596573375814431,3,27,95,0.06,0.53,1.86,3,27,95,2025-04-26,2025-04-19,"April 26, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Alabama,2,0.01957534039559414,0.39150680791188275,1.8988080183726315,1,20,97,0.02,0.39,1.9,1,20,97,2025-05-03,2025-04-19,"May 03, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Alaska,0,0.2727002506115303,1.3635012530576516,3.136052882032599,2,10,23,0.27,1.36,3.14,2,10,23,2025-04-19,2025-04-19,"April 19, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Alaska,1,0,1.2271511277518863,3.272403007338364,0,9,24,0,1.23,3.27,0,9,24,2025-04-26,2025-04-19,"April 26, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Alaska,2,0.13635012530576515,1.0908010024461212,3.4087531326441285,1,8,25,0.14,1.09,3.41,1,8,25,2025-05-03,2025-04-19,"May 03, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Arizona,0,0.20184774113538545,0.8477605127686191,2.624020634760011,15,63,195,0.2,0.85,2.62,15,63,195,2025-04-19,2025-04-19,"April 19, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Arizona,1,0.12110864468123128,0.6862823198603106,2.556738054381549,9,51,190,0.12,0.69,2.56,9,51,190,2025-04-26,2025-04-19,"April 26, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Arizona,2,0.04036954822707709,0.6055432234061564,2.099216507808009,3,45,156,0.04,0.61,2.1,3,45,156,2025-05-03,2025-04-19,"May 03, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Arkansas,0,0.13038948643492979,0.6845448037833813,1.7276606952628195,4,21,53,0.13,0.68,1.73,4,21,53,2025-04-19,2025-04-19,"April 19, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Arkansas,1,0.032597371608732446,0.4889605741309867,1.8906475533064817,1,15,58,0.03,0.49,1.89,1,15,58,2025-04-26,2025-04-19,"April 26, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Arkansas,2,0.032597371608732446,0.39116845930478933,1.8254528100890168,1,12,56,0.03,0.39,1.83,1,12,56,2025-05-03,2025-04-19,"May 03, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
California,0,0.3695605973259263,0.870007239538118,1.4089497773050939,144,339,549,0.37,0.87,1.41,144,339,549,2025-04-19,2025-04-19,"April 19, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
California,1,0.2207098011807615,0.6775277617641982,1.414082563379065,86,264,551,0.22,0.68,1.41,86,264,551,2025-04-26,2025-04-19,"April 26, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
California,2,0.09752293540545275,0.5338097516930046,1.5501013943393016,38,208,604,0.1,0.53,1.55,38,208,604,2025-05-03,2025-04-19,"May 03, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Colorado,0,0.20416461793143814,0.6465212901162207,1.4121386073591138,12,38,83,0.2,0.65,1.41,12,38,83,2025-04-19,2025-04-19,"April 19, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Colorado,1,0.08506859080476588,0.47638410850668894,1.44616604368102,5,28,85,0.09,0.48,1.45,5,28,85,2025-04-26,2025-04-19,"April 26, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Colorado,2,0.03402743632190636,0.3402743632190635,1.3270700165543476,2,20,78,0.03,0.34,1.33,2,20,78,2025-05-03,2025-04-19,"May 03, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Connecticut,0,0.2764587623051795,0.8846680393765743,1.9905030885972925,10,32,72,0.28,0.88,1.99,10,32,72,2025-04-19,2025-04-19,"April 19, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Connecticut,1,0.13822938115258976,0.7187927819934667,2.0734407172888463,5,26,75,0.14,0.72,2.07,5,26,75,2025-04-26,2025-04-19,"April 26, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Connecticut,2,0.027645876230517948,0.552917524610359,2.1010865935193643,1,20,76,0.03,0.55,2.1,1,20,76,2025-05-03,2025-04-19,"May 03, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
Delaware,0,0.19381910862591942,0.8721859888166374,2.325829303511033,2,9,24,0.19,0.87,2.33,2,9,24,2025-04-19,2025-04-19,"April 19, 2025","April 19, 2025",2025-04-16,"April 16, 2025",FluSight-ensemble
