"model_id","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"02","pmf","large_increase",0.0156113662270536
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"01","pmf","large_increase",0.00121170705543849
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"05","pmf","large_increase",3.92439622313168e-05
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"04","pmf","large_increase",2.0942014591574e-05
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"06","pmf","large_increase",0.034376225549926
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"08","pmf","large_increase",0.0352840156845649
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"09","pmf","large_increase",0.0182693131099143
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"11","pmf","large_increase",0.00960370523502185
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"10","pmf","large_increase",0.0294021591692621
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"12","pmf","large_increase",0.0305954710380313
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"13","pmf","large_increase",0.00697957757551171
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"15","pmf","large_increase",0.00294938167344028
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"19","pmf","large_increase",0.0226642553668329
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"16","pmf","large_increase",0.0254838762685919
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"17","pmf","large_increase",0.0199445288118475
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"18","pmf","large_increase",0.0139384503578621
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"20","pmf","large_increase",0.00909572935417657
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"21","pmf","large_increase",0.000802334356793222
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"22","pmf","large_increase",0.000473325097648525
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"25","pmf","large_increase",8.95636236786235e-05
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"24","pmf","large_increase",0.00283161071060511
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"23","pmf","large_increase",0.000931404075909081
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"26","pmf","large_increase",0.000285675434263055
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"27","pmf","large_increase",2.45932370336321e-05
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"29","pmf","large_increase",0.0198585637852405
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"28","pmf","large_increase",0.0167525003078288
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"30","pmf","large_increase",0.0140033105939874
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"37","pmf","large_increase",0.0118928986130833
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"38","pmf","large_increase",0.0296813545162655
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"31","pmf","large_increase",0.0426671949336581
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"33","pmf","large_increase",0.0321411432257677
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"34","pmf","large_increase",0.0160153336482274
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"35","pmf","large_increase",0.0258761891765074
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"32","pmf","large_increase",0.0249999999999999
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"36","pmf","large_increase",0.00538441740748208
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"39","pmf","large_increase",0.00324223448943672
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"40","pmf","large_increase",9.27965038144407e-10
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"41","pmf","large_increase",0.000187704028795421
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"42","pmf","large_increase",2.82581973468643e-05
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"72","pmf","large_increase",3.60915305930298e-06
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"44","pmf","large_increase",1.48339365491079e-06
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"45","pmf","large_increase",0
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"46","pmf","large_increase",0
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"47","pmf","large_increase",0
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"48","pmf","large_increase",0.000593956193777889
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"US","pmf","large_increase",1.17816868648868e-05
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"49","pmf","large_increase",1.24356071995457e-07
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"51","pmf","large_increase",7.23155202386749e-10
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"50","pmf","large_increase",0.0300828160899513
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"53","pmf","large_increase",0.0510999280735214
"FluSight-baseline_cat",2023-11-25,0,"wk flu hosp rate change",2023-11-25,"55","pmf","large_increase",0.0508240196341248
