"reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"02","pmf","large_increase",0.020048549591047
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"01","pmf","large_increase",0.00160069849136157
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"05","pmf","large_increase",0.000463149563070031
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"04","pmf","large_increase",0.000461181764695118
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"06","pmf","large_increase",0.039545810406125
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"08","pmf","large_increase",0.0421613527651877
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"09","pmf","large_increase",0.0238498857516356
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"11","pmf","large_increase",0.01
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"10","pmf","large_increase",0.0589544188368283
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"12","pmf","large_increase",0.0510024941460872
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"13","pmf","large_increase",0.0261616186595761
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"15","pmf","large_increase",0.0177720201375133
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"19","pmf","large_increase",0.0226663054709471
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"16","pmf","large_increase",0.0236238502500418
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"17","pmf","large_increase",0.0176040502520314
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"18","pmf","large_increase",0.0129140411469556
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"20","pmf","large_increase",0.0081734047687777
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"21","pmf","large_increase",0.000912864438516015
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"22","pmf","large_increase",0.000418526092092697
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"25","pmf","large_increase",9.34708283082397e-05
2024-04-06,0,"wk flu hosp rate change",2024-04-06,"24","pmf","large_increase",0.00172364221761701
