"model_id","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"02","pmf","large_increase",0.0207635569899991
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"01","pmf","large_increase",0.00138803521896969
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"05","pmf","large_increase",0.000428191892593688
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"04","pmf","large_increase",0.000400524944392688
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"06","pmf","large_increase",0.0344070597978812
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"08","pmf","large_increase",0.0338077694940777
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"09","pmf","large_increase",0.0174860333966177
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"11","pmf","large_increase",0.00841421504538453
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"10","pmf","large_increase",0.0611086981370672
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"12","pmf","large_increase",0.0512612761294375
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"13","pmf","large_increase",0.0263427305144223
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"15","pmf","large_increase",0.0181749879078669
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"19","pmf","large_increase",0.0158078171927397
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"16","pmf","large_increase",0.0201133001482685
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"17","pmf","large_increase",0.0148862283226187
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"18","pmf","large_increase",0.0110389013837286
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"20","pmf","large_increase",0.00828132805234583
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"21","pmf","large_increase",0.000914263260105241
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"22","pmf","large_increase",0.000488479435491573
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"25","pmf","large_increase",0.000111848876405585
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"24","pmf","large_increase",0.00154638545055052
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"23","pmf","large_increase",0.00110405455167872
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"26","pmf","large_increase",0.000269451821127697
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"27","pmf","large_increase",2.66018702500537e-05
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"29","pmf","large_increase",0.0199646729179823
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"28","pmf","large_increase",0.0145701780325699
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"30","pmf","large_increase",0.0129321689012166
"FluSight-baseline_cat",2024-03-09,0,"wk flu hosp rate change",2024-03-09,"37","pmf","large_increase",0.0105935137827858
