"model_id","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"02","pmf","large_increase",0.00415344159420594
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"01","pmf","large_increase",0.00246762902910314
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"05","pmf","large_increase",0.000801464212810243
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"04","pmf","large_increase",0.0246960556254335
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"06","pmf","large_increase",0.0235936335740631
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"08","pmf","large_increase",0.0124104236655809
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"09","pmf","large_increase",0.00842754286233371
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"11","pmf","large_increase",0.0236534838256656
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"10","pmf","large_increase",0.0301917493328502
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"12","pmf","large_increase",0.00303848634089243
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"13","pmf","large_increase",0.000300346275928121
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"15","pmf","large_increase",0.017336780573493
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"19","pmf","large_increase",0.015241969999503
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"16","pmf","large_increase",0.0101524330154836
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"17","pmf","large_increase",0.00558103133059462
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"18","pmf","large_increase",0.0352726091102586
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"20","pmf","large_increase",0.0451010851869047
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"21","pmf","large_increase",0.0435402045282303
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"22","pmf","large_increase",0.0419026638127882
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"25","pmf","large_increase",0.00764177544339151
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"24","pmf","large_increase",0.000895460039340379
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"23","pmf","large_increase",0.000322711668603537
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"26","pmf","large_increase",5.75688752391113e-05
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"27","pmf","large_increase",0.0257511601143177
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"29","pmf","large_increase",0.0386448591077999
"FluSight-baseline_cat",2023-10-21,0,"wk flu hosp rate change",2023-10-21,"28","pmf","large_increase",0.0495589668211158
