horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2025-05-17,wk inc flu hosp,2025-05-17,7.0
0,01,quantile,0.025,2025-05-17,wk inc flu hosp,2025-05-17,8.0
0,01,quantile,0.05,2025-05-17,wk inc flu hosp,2025-05-17,9.0
0,01,quantile,0.1,2025-05-17,wk inc flu hosp,2025-05-17,10.0
0,01,quantile,0.15,2025-05-17,wk inc flu hosp,2025-05-17,11.0
0,01,quantile,0.2,2025-05-17,wk inc flu hosp,2025-05-17,12.0
0,01,quantile,0.25,2025-05-17,wk inc flu hosp,2025-05-17,13.0
0,01,quantile,0.3,2025-05-17,wk inc flu hosp,2025-05-17,14.0
0,01,quantile,0.35,2025-05-17,wk inc flu hosp,2025-05-17,15.0
0,01,quantile,0.4,2025-05-17,wk inc flu hosp,2025-05-17,16.0
0,01,quantile,0.45,2025-05-17,wk inc flu hosp,2025-05-17,18.0
0,01,quantile,0.5,2025-05-17,wk inc flu hosp,2025-05-17,20.0
0,01,quantile,0.55,2025-05-17,wk inc flu hosp,2025-05-17,22.0
0,01,quantile,0.6,2025-05-17,wk inc flu hosp,2025-05-17,25.0
0,01,quantile,0.65,2025-05-17,wk inc flu hosp,2025-05-17,27.0
0,01,quantile,0.7,2025-05-17,wk inc flu hosp,2025-05-17,29.0
0,01,quantile,0.75,2025-05-17,wk inc flu hosp,2025-05-17,32.0
0,01,quantile,0.8,2025-05-17,wk inc flu hosp,2025-05-17,35.0
0,01,quantile,0.85,2025-05-17,wk inc flu hosp,2025-05-17,38.0
0,01,quantile,0.9,2025-05-17,wk inc flu hosp,2025-05-17,43.0
0,01,quantile,0.95,2025-05-17,wk inc flu hosp,2025-05-17,49.0
0,01,quantile,0.975,2025-05-17,wk inc flu hosp,2025-05-17,55.0
0,01,quantile,0.99,2025-05-17,wk inc flu hosp,2025-05-17,62.0
1,01,quantile,0.01,2025-05-17,wk inc flu hosp,2025-05-24,5.0
1,01,quantile,0.025,2025-05-17,wk inc flu hosp,2025-05-24,7.0
1,01,quantile,0.05,2025-05-17,wk inc flu hosp,2025-05-24,8.0
1,01,quantile,0.1,2025-05-17,wk inc flu hosp,2025-05-24,10.0
1,01,quantile,0.15,2025-05-17,wk inc flu hosp,2025-05-24,11.0
1,01,quantile,0.2,2025-05-17,wk inc flu hosp,2025-05-24,12.0
1,01,quantile,0.25,2025-05-17,wk inc flu hosp,2025-05-24,12.0
1,01,quantile,0.3,2025-05-17,wk inc flu hosp,2025-05-24,13.0
1,01,quantile,0.35,2025-05-17,wk inc flu hosp,2025-05-24,13.0
1,01,quantile,0.4,2025-05-17,wk inc flu hosp,2025-05-24,14.0
1,01,quantile,0.45,2025-05-17,wk inc flu hosp,2025-05-24,15.0
1,01,quantile,0.5,2025-05-17,wk inc flu hosp,2025-05-24,17.0
1,01,quantile,0.55,2025-05-17,wk inc flu hosp,2025-05-24,18.0
1,01,quantile,0.6,2025-05-17,wk inc flu hosp,2025-05-24,20.0
1,01,quantile,0.65,2025-05-17,wk inc flu hosp,2025-05-24,22.0
1,01,quantile,0.7,2025-05-17,wk inc flu hosp,2025-05-24,25.0
1,01,quantile,0.75,2025-05-17,wk inc flu hosp,2025-05-24,27.0
1,01,quantile,0.8,2025-05-17,wk inc flu hosp,2025-05-24,30.0
1,01,quantile,0.85,2025-05-17,wk inc flu hosp,2025-05-24,33.0
1,01,quantile,0.9,2025-05-17,wk inc flu hosp,2025-05-24,38.0
1,01,quantile,0.95,2025-05-17,wk inc flu hosp,2025-05-24,44.0
1,01,quantile,0.975,2025-05-17,wk inc flu hosp,2025-05-24,50.0
1,01,quantile,0.99,2025-05-17,wk inc flu hosp,2025-05-24,56.0
2,01,quantile,0.01,2025-05-17,wk inc flu hosp,2025-05-31,4.0
2,01,quantile,0.025,2025-05-17,wk inc flu hosp,2025-05-31,5.0
2,01,quantile,0.05,2025-05-17,wk inc flu hosp,2025-05-31,7.0
2,01,quantile,0.1,2025-05-17,wk inc flu hosp,2025-05-31,8.0
2,01,quantile,0.15,2025-05-17,wk inc flu hosp,2025-05-31,9.0
2,01,quantile,0.2,2025-05-17,wk inc flu hosp,2025-05-31,10.0
2,01,quantile,0.25,2025-05-17,wk inc flu hosp,2025-05-31,11.0
2,01,quantile,0.3,2025-05-17,wk inc flu hosp,2025-05-31,12.0
2,01,quantile,0.35,2025-05-17,wk inc flu hosp,2025-05-31,12.0
2,01,quantile,0.4,2025-05-17,wk inc flu hosp,2025-05-31,13.0
2,01,quantile,0.45,2025-05-17,wk inc flu hosp,2025-05-31,13.0
2,01,quantile,0.5,2025-05-17,wk inc flu hosp,2025-05-31,14.0
2,01,quantile,0.55,2025-05-17,wk inc flu hosp,2025-05-31,15.0
2,01,quantile,0.6,2025-05-17,wk inc flu hosp,2025-05-31,17.0
2,01,quantile,0.65,2025-05-17,wk inc flu hosp,2025-05-31,18.0
2,01,quantile,0.7,2025-05-17,wk inc flu hosp,2025-05-31,20.0
2,01,quantile,0.75,2025-05-17,wk inc flu hosp,2025-05-31,22.0
2,01,quantile,0.8,2025-05-17,wk inc flu hosp,2025-05-31,24.0
2,01,quantile,0.85,2025-05-17,wk inc flu hosp,2025-05-31,27.0
2,01,quantile,0.9,2025-05-17,wk inc flu hosp,2025-05-31,31.0
2,01,quantile,0.95,2025-05-17,wk inc flu hosp,2025-05-31,37.0
2,01,quantile,0.975,2025-05-17,wk inc flu hosp,2025-05-31,43.0
2,01,quantile,0.99,2025-05-17,wk inc flu hosp,2025-05-31,51.0
3,01,quantile,0.01,2025-05-17,wk inc flu hosp,2025-06-07,5.0
3,01,quantile,0.025,2025-05-17,wk inc flu hosp,2025-06-07,6.0
3,01,quantile,0.05,2025-05-17,wk inc flu hosp,2025-06-07,7.0
3,01,quantile,0.1,2025-05-17,wk inc flu hosp,2025-06-07,8.0
3,01,quantile,0.15,2025-05-17,wk inc flu hosp,2025-06-07,9.0
3,01,quantile,0.2,2025-05-17,wk inc flu hosp,2025-06-07,10.0
3,01,quantile,0.25,2025-05-17,wk inc flu hosp,2025-06-07,10.0
3,01,quantile,0.3,2025-05-17,wk inc flu hosp,2025-06-07,11.0
3,01,quantile,0.35,2025-05-17,wk inc flu hosp,2025-06-07,11.0
3,01,quantile,0.4,2025-05-17,wk inc flu hosp,2025-06-07,12.0
3,01,quantile,0.45,2025-05-17,wk inc flu hosp,2025-06-07,13.0
3,01,quantile,0.5,2025-05-17,wk inc flu hosp,2025-06-07,14.0
3,01,quantile,0.55,2025-05-17,wk inc flu hosp,2025-06-07,16.0
3,01,quantile,0.6,2025-05-17,wk inc flu hosp,2025-06-07,18.0
3,01,quantile,0.65,2025-05-17,wk inc flu hosp,2025-06-07,19.0
3,01,quantile,0.7,2025-05-17,wk inc flu hosp,2025-06-07,21.0
3,01,quantile,0.75,2025-05-17,wk inc flu hosp,2025-06-07,23.0
3,01,quantile,0.8,2025-05-17,wk inc flu hosp,2025-06-07,26.0
3,01,quantile,0.85,2025-05-17,wk inc flu hosp,2025-06-07,29.0
3,01,quantile,0.9,2025-05-17,wk inc flu hosp,2025-06-07,33.0
3,01,quantile,0.95,2025-05-17,wk inc flu hosp,2025-06-07,39.0
3,01,quantile,0.975,2025-05-17,wk inc flu hosp,2025-06-07,44.0
3,01,quantile,0.99,2025-05-17,wk inc flu hosp,2025-06-07,50.0
0,02,quantile,0.01,2025-05-17,wk inc flu hosp,2025-05-17,0.0
0,02,quantile,0.025,2025-05-17,wk inc flu hosp,2025-05-17,0.0
0,02,quantile,0.05,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.1,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.15,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.2,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.25,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.3,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.35,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.4,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.45,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.5,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.55,2025-05-17,wk inc flu hosp,2025-05-17,1.0
0,02,quantile,0.6,2025-05-17,wk inc flu hosp,2025-05-17,2.0
0,02,quantile,0.65,2025-05-17,wk inc flu hosp,2025-05-17,3.0
0,02,quantile,0.7,2025-05-17,wk inc flu hosp,2025-05-17,3.0
0,02,quantile,0.75,2025-05-17,wk inc flu hosp,2025-05-17,4.0
0,02,quantile,0.8,2025-05-17,wk inc flu hosp,2025-05-17,4.0
0,02,quantile,0.85,2025-05-17,wk inc flu hosp,2025-05-17,5.0
0,02,quantile,0.9,2025-05-17,wk inc flu hosp,2025-05-17,6.0
0,02,quantile,0.95,2025-05-17,wk inc flu hosp,2025-05-17,8.0
0,02,quantile,0.975,2025-05-17,wk inc flu hosp,2025-05-17,9.0
0,02,quantile,0.99,2025-05-17,wk inc flu hosp,2025-05-17,10.0
1,02,quantile,0.01,2025-05-17,wk inc flu hosp,2025-05-24,0.0
1,02,quantile,0.025,2025-05-17,wk inc flu hosp,2025-05-24,1.0
1,02,quantile,0.05,2025-05-17,wk inc flu hosp,2025-05-24,1.0
1,02,quantile,0.1,2025-05-17,wk inc flu hosp,2025-05-24,1.0
1,02,quantile,0.15,2025-05-17,wk inc flu hosp,2025-05-24,1.0
1,02,quantile,0.2,2025-05-17,wk inc flu hosp,2025-05-24,1.0
