horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2025-05-10,wk inc flu hosp,2025-05-10,3.0
0,01,quantile,0.025,2025-05-10,wk inc flu hosp,2025-05-10,6.0
0,01,quantile,0.05,2025-05-10,wk inc flu hosp,2025-05-10,8.0
0,01,quantile,0.1,2025-05-10,wk inc flu hosp,2025-05-10,10.0
0,01,quantile,0.15,2025-05-10,wk inc flu hosp,2025-05-10,12.0
0,01,quantile,0.2,2025-05-10,wk inc flu hosp,2025-05-10,13.0
0,01,quantile,0.25,2025-05-10,wk inc flu hosp,2025-05-10,15.0
0,01,quantile,0.3,2025-05-10,wk inc flu hosp,2025-05-10,17.0
0,01,quantile,0.35,2025-05-10,wk inc flu hosp,2025-05-10,19.0
0,01,quantile,0.4,2025-05-10,wk inc flu hosp,2025-05-10,22.0
0,01,quantile,0.45,2025-05-10,wk inc flu hosp,2025-05-10,25.0
0,01,quantile,0.5,2025-05-10,wk inc flu hosp,2025-05-10,27.0
0,01,quantile,0.55,2025-05-10,wk inc flu hosp,2025-05-10,30.0
0,01,quantile,0.6,2025-05-10,wk inc flu hosp,2025-05-10,33.0
0,01,quantile,0.65,2025-05-10,wk inc flu hosp,2025-05-10,36.0
0,01,quantile,0.7,2025-05-10,wk inc flu hosp,2025-05-10,39.0
0,01,quantile,0.75,2025-05-10,wk inc flu hosp,2025-05-10,42.0
0,01,quantile,0.8,2025-05-10,wk inc flu hosp,2025-05-10,46.0
0,01,quantile,0.85,2025-05-10,wk inc flu hosp,2025-05-10,51.0
0,01,quantile,0.9,2025-05-10,wk inc flu hosp,2025-05-10,56.0
0,01,quantile,0.95,2025-05-10,wk inc flu hosp,2025-05-10,65.0
0,01,quantile,0.975,2025-05-10,wk inc flu hosp,2025-05-10,71.0
0,01,quantile,0.99,2025-05-10,wk inc flu hosp,2025-05-10,79.0
1,01,quantile,0.01,2025-05-10,wk inc flu hosp,2025-05-17,2.0
1,01,quantile,0.025,2025-05-10,wk inc flu hosp,2025-05-17,4.0
1,01,quantile,0.05,2025-05-10,wk inc flu hosp,2025-05-17,7.0
1,01,quantile,0.1,2025-05-10,wk inc flu hosp,2025-05-17,9.0
1,01,quantile,0.15,2025-05-10,wk inc flu hosp,2025-05-17,11.0
1,01,quantile,0.2,2025-05-10,wk inc flu hosp,2025-05-17,12.0
1,01,quantile,0.25,2025-05-10,wk inc flu hosp,2025-05-17,13.0
1,01,quantile,0.3,2025-05-10,wk inc flu hosp,2025-05-17,15.0
1,01,quantile,0.35,2025-05-10,wk inc flu hosp,2025-05-17,16.0
1,01,quantile,0.4,2025-05-10,wk inc flu hosp,2025-05-17,18.0
1,01,quantile,0.45,2025-05-10,wk inc flu hosp,2025-05-17,21.0
1,01,quantile,0.5,2025-05-10,wk inc flu hosp,2025-05-17,23.0
1,01,quantile,0.55,2025-05-10,wk inc flu hosp,2025-05-17,25.0
1,01,quantile,0.6,2025-05-10,wk inc flu hosp,2025-05-17,28.0
1,01,quantile,0.65,2025-05-10,wk inc flu hosp,2025-05-17,30.0
1,01,quantile,0.7,2025-05-10,wk inc flu hosp,2025-05-17,33.0
1,01,quantile,0.75,2025-05-10,wk inc flu hosp,2025-05-17,36.0
1,01,quantile,0.8,2025-05-10,wk inc flu hosp,2025-05-17,39.0
1,01,quantile,0.85,2025-05-10,wk inc flu hosp,2025-05-17,43.0
1,01,quantile,0.9,2025-05-10,wk inc flu hosp,2025-05-17,50.0
1,01,quantile,0.95,2025-05-10,wk inc flu hosp,2025-05-17,58.0
1,01,quantile,0.975,2025-05-10,wk inc flu hosp,2025-05-17,66.0
1,01,quantile,0.99,2025-05-10,wk inc flu hosp,2025-05-17,76.0
2,01,quantile,0.01,2025-05-10,wk inc flu hosp,2025-05-24,1.0
2,01,quantile,0.025,2025-05-10,wk inc flu hosp,2025-05-24,4.0
2,01,quantile,0.05,2025-05-10,wk inc flu hosp,2025-05-24,6.0
2,01,quantile,0.1,2025-05-10,wk inc flu hosp,2025-05-24,8.0
2,01,quantile,0.15,2025-05-10,wk inc flu hosp,2025-05-24,9.0
2,01,quantile,0.2,2025-05-10,wk inc flu hosp,2025-05-24,11.0
2,01,quantile,0.25,2025-05-10,wk inc flu hosp,2025-05-24,12.0
2,01,quantile,0.3,2025-05-10,wk inc flu hosp,2025-05-24,13.0
2,01,quantile,0.35,2025-05-10,wk inc flu hosp,2025-05-24,15.0
2,01,quantile,0.4,2025-05-10,wk inc flu hosp,2025-05-24,17.0
2,01,quantile,0.45,2025-05-10,wk inc flu hosp,2025-05-24,20.0
2,01,quantile,0.5,2025-05-10,wk inc flu hosp,2025-05-24,22.0
2,01,quantile,0.55,2025-05-10,wk inc flu hosp,2025-05-24,25.0
2,01,quantile,0.6,2025-05-10,wk inc flu hosp,2025-05-24,27.0
2,01,quantile,0.65,2025-05-10,wk inc flu hosp,2025-05-24,30.0
2,01,quantile,0.7,2025-05-10,wk inc flu hosp,2025-05-24,33.0
2,01,quantile,0.75,2025-05-10,wk inc flu hosp,2025-05-24,36.0
2,01,quantile,0.8,2025-05-10,wk inc flu hosp,2025-05-24,39.0
2,01,quantile,0.85,2025-05-10,wk inc flu hosp,2025-05-24,43.0
2,01,quantile,0.9,2025-05-10,wk inc flu hosp,2025-05-24,48.0
2,01,quantile,0.95,2025-05-10,wk inc flu hosp,2025-05-24,56.0
2,01,quantile,0.975,2025-05-10,wk inc flu hosp,2025-05-24,63.0
2,01,quantile,0.99,2025-05-10,wk inc flu hosp,2025-05-24,70.0
3,01,quantile,0.01,2025-05-10,wk inc flu hosp,2025-05-31,1.0
3,01,quantile,0.025,2025-05-10,wk inc flu hosp,2025-05-31,3.0
3,01,quantile,0.05,2025-05-10,wk inc flu hosp,2025-05-31,5.0
3,01,quantile,0.1,2025-05-10,wk inc flu hosp,2025-05-31,8.0
3,01,quantile,0.15,2025-05-10,wk inc flu hosp,2025-05-31,10.0
3,01,quantile,0.2,2025-05-10,wk inc flu hosp,2025-05-31,11.0
3,01,quantile,0.25,2025-05-10,wk inc flu hosp,2025-05-31,12.0
3,01,quantile,0.3,2025-05-10,wk inc flu hosp,2025-05-31,13.0
3,01,quantile,0.35,2025-05-10,wk inc flu hosp,2025-05-31,15.0
3,01,quantile,0.4,2025-05-10,wk inc flu hosp,2025-05-31,17.0
3,01,quantile,0.45,2025-05-10,wk inc flu hosp,2025-05-31,18.0
3,01,quantile,0.5,2025-05-10,wk inc flu hosp,2025-05-31,20.0
3,01,quantile,0.55,2025-05-10,wk inc flu hosp,2025-05-31,22.0
3,01,quantile,0.6,2025-05-10,wk inc flu hosp,2025-05-31,24.0
3,01,quantile,0.65,2025-05-10,wk inc flu hosp,2025-05-31,26.0
3,01,quantile,0.7,2025-05-10,wk inc flu hosp,2025-05-31,28.0
3,01,quantile,0.75,2025-05-10,wk inc flu hosp,2025-05-31,31.0
3,01,quantile,0.8,2025-05-10,wk inc flu hosp,2025-05-31,33.0
3,01,quantile,0.85,2025-05-10,wk inc flu hosp,2025-05-31,36.0
3,01,quantile,0.9,2025-05-10,wk inc flu hosp,2025-05-31,40.0
3,01,quantile,0.95,2025-05-10,wk inc flu hosp,2025-05-31,46.0
