horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2025-04-19,wk inc flu hosp,2025-04-19,1.0
0,01,quantile,0.025,2025-04-19,wk inc flu hosp,2025-04-19,1.0
0,01,quantile,0.05,2025-04-19,wk inc flu hosp,2025-04-19,1.0
0,01,quantile,0.1,2025-04-19,wk inc flu hosp,2025-04-19,2.0
0,01,quantile,0.15,2025-04-19,wk inc flu hosp,2025-04-19,3.0
0,01,quantile,0.2,2025-04-19,wk inc flu hosp,2025-04-19,4.0
0,01,quantile,0.25,2025-04-19,wk inc flu hosp,2025-04-19,5.0
0,01,quantile,0.3,2025-04-19,wk inc flu hosp,2025-04-19,6.0
0,01,quantile,0.35,2025-04-19,wk inc flu hosp,2025-04-19,8.0
0,01,quantile,0.4,2025-04-19,wk inc flu hosp,2025-04-19,10.0
0,01,quantile,0.45,2025-04-19,wk inc flu hosp,2025-04-19,12.0
0,01,quantile,0.5,2025-04-19,wk inc flu hosp,2025-04-19,14.0
0,01,quantile,0.55,2025-04-19,wk inc flu hosp,2025-04-19,16.0
0,01,quantile,0.6,2025-04-19,wk inc flu hosp,2025-04-19,18.0
0,01,quantile,0.65,2025-04-19,wk inc flu hosp,2025-04-19,21.0
0,01,quantile,0.7,2025-04-19,wk inc flu hosp,2025-04-19,24.0
0,01,quantile,0.75,2025-04-19,wk inc flu hosp,2025-04-19,27.0
0,01,quantile,0.8,2025-04-19,wk inc flu hosp,2025-04-19,30.0
0,01,quantile,0.85,2025-04-19,wk inc flu hosp,2025-04-19,34.0
0,01,quantile,0.9,2025-04-19,wk inc flu hosp,2025-04-19,38.0
0,01,quantile,0.95,2025-04-19,wk inc flu hosp,2025-04-19,46.0
0,01,quantile,0.975,2025-04-19,wk inc flu hosp,2025-04-19,54.0
0,01,quantile,0.99,2025-04-19,wk inc flu hosp,2025-04-19,61.0
1,01,quantile,0.01,2025-04-19,wk inc flu hosp,2025-04-26,1.0
1,01,quantile,0.025,2025-04-19,wk inc flu hosp,2025-04-26,1.0
1,01,quantile,0.05,2025-04-19,wk inc flu hosp,2025-04-26,1.0
1,01,quantile,0.1,2025-04-19,wk inc flu hosp,2025-04-26,1.0
1,01,quantile,0.15,2025-04-19,wk inc flu hosp,2025-04-26,1.0
1,01,quantile,0.2,2025-04-19,wk inc flu hosp,2025-04-26,2.0
1,01,quantile,0.25,2025-04-19,wk inc flu hosp,2025-04-26,2.0
1,01,quantile,0.3,2025-04-19,wk inc flu hosp,2025-04-26,3.0
1,01,quantile,0.35,2025-04-19,wk inc flu hosp,2025-04-26,3.0
1,01,quantile,0.4,2025-04-19,wk inc flu hosp,2025-04-26,5.0
1,01,quantile,0.45,2025-04-19,wk inc flu hosp,2025-04-26,9.0
1,01,quantile,0.5,2025-04-19,wk inc flu hosp,2025-04-26,12.0
1,01,quantile,0.55,2025-04-19,wk inc flu hosp,2025-04-26,15.0
1,01,quantile,0.6,2025-04-19,wk inc flu hosp,2025-04-26,18.0
1,01,quantile,0.65,2025-04-19,wk inc flu hosp,2025-04-26,21.0
1,01,quantile,0.7,2025-04-19,wk inc flu hosp,2025-04-26,25.0
1,01,quantile,0.75,2025-04-19,wk inc flu hosp,2025-04-26,29.0
1,01,quantile,0.8,2025-04-19,wk inc flu hosp,2025-04-26,33.0
1,01,quantile,0.85,2025-04-19,wk inc flu hosp,2025-04-26,39.0
1,01,quantile,0.9,2025-04-19,wk inc flu hosp,2025-04-26,46.0
1,01,quantile,0.95,2025-04-19,wk inc flu hosp,2025-04-26,58.0
1,01,quantile,0.975,2025-04-19,wk inc flu hosp,2025-04-26,68.0
1,01,quantile,0.99,2025-04-19,wk inc flu hosp,2025-04-26,80.0
2,01,quantile,0.01,2025-04-19,wk inc flu hosp,2025-05-03,1.0
2,01,quantile,0.025,2025-04-19,wk inc flu hosp,2025-05-03,1.0
2,01,quantile,0.05,2025-04-19,wk inc flu hosp,2025-05-03,1.0
2,01,quantile,0.1,2025-04-19,wk inc flu hosp,2025-05-03,1.0
2,01,quantile,0.15,2025-04-19,wk inc flu hosp,2025-05-03,1.0
2,01,quantile,0.2,2025-04-19,wk inc flu hosp,2025-05-03,1.0
