horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2025-05-31,wk inc flu hosp,2025-05-31,4.0
0,01,quantile,0.025,2025-05-31,wk inc flu hosp,2025-05-31,4.0
0,01,quantile,0.05,2025-05-31,wk inc flu hosp,2025-05-31,7.0
0,01,quantile,0.1,2025-05-31,wk inc flu hosp,2025-05-31,9.0
0,01,quantile,0.15,2025-05-31,wk inc flu hosp,2025-05-31,11.0
0,01,quantile,0.2,2025-05-31,wk inc flu hosp,2025-05-31,13.0
0,01,quantile,0.25,2025-05-31,wk inc flu hosp,2025-05-31,15.0
0,01,quantile,0.3,2025-05-31,wk inc flu hosp,2025-05-31,16.0
0,01,quantile,0.35,2025-05-31,wk inc flu hosp,2025-05-31,18.0
0,01,quantile,0.4,2025-05-31,wk inc flu hosp,2025-05-31,19.0
0,01,quantile,0.45,2025-05-31,wk inc flu hosp,2025-05-31,22.0
0,01,quantile,0.5,2025-05-31,wk inc flu hosp,2025-05-31,24.0
0,01,quantile,0.55,2025-05-31,wk inc flu hosp,2025-05-31,26.0
0,01,quantile,0.6,2025-05-31,wk inc flu hosp,2025-05-31,28.0
0,01,quantile,0.65,2025-05-31,wk inc flu hosp,2025-05-31,31.0
0,01,quantile,0.7,2025-05-31,wk inc flu hosp,2025-05-31,33.0
0,01,quantile,0.75,2025-05-31,wk inc flu hosp,2025-05-31,36.0
0,01,quantile,0.8,2025-05-31,wk inc flu hosp,2025-05-31,39.0
0,01,quantile,0.85,2025-05-31,wk inc flu hosp,2025-05-31,42.0
0,01,quantile,0.9,2025-05-31,wk inc flu hosp,2025-05-31,47.0
0,01,quantile,0.95,2025-05-31,wk inc flu hosp,2025-05-31,53.0
0,01,quantile,0.975,2025-05-31,wk inc flu hosp,2025-05-31,60.0
0,01,quantile,0.99,2025-05-31,wk inc flu hosp,2025-05-31,68.0
1,01,quantile,0.01,2025-05-31,wk inc flu hosp,2025-06-07,2.0
1,01,quantile,0.025,2025-05-31,wk inc flu hosp,2025-06-07,2.0
1,01,quantile,0.05,2025-05-31,wk inc flu hosp,2025-06-07,3.0
1,01,quantile,0.1,2025-05-31,wk inc flu hosp,2025-06-07,6.0
1,01,quantile,0.15,2025-05-31,wk inc flu hosp,2025-06-07,9.0
1,01,quantile,0.2,2025-05-31,wk inc flu hosp,2025-06-07,12.0
1,01,quantile,0.25,2025-05-31,wk inc flu hosp,2025-06-07,14.0
1,01,quantile,0.3,2025-05-31,wk inc flu hosp,2025-06-07,16.0
1,01,quantile,0.35,2025-05-31,wk inc flu hosp,2025-06-07,18.0
1,01,quantile,0.4,2025-05-31,wk inc flu hosp,2025-06-07,20.0
1,01,quantile,0.45,2025-05-31,wk inc flu hosp,2025-06-07,23.0
1,01,quantile,0.5,2025-05-31,wk inc flu hosp,2025-06-07,25.0
1,01,quantile,0.55,2025-05-31,wk inc flu hosp,2025-06-07,29.0
1,01,quantile,0.6,2025-05-31,wk inc flu hosp,2025-06-07,32.0
1,01,quantile,0.65,2025-05-31,wk inc flu hosp,2025-06-07,35.0
1,01,quantile,0.7,2025-05-31,wk inc flu hosp,2025-06-07,37.0
1,01,quantile,0.75,2025-05-31,wk inc flu hosp,2025-06-07,41.0
1,01,quantile,0.8,2025-05-31,wk inc flu hosp,2025-06-07,45.0
