horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2025-04-26,wk inc flu hosp,2025-04-26,12.0
0,01,quantile,0.025,2025-04-26,wk inc flu hosp,2025-04-26,13.0
0,01,quantile,0.05,2025-04-26,wk inc flu hosp,2025-04-26,13.0
0,01,quantile,0.1,2025-04-26,wk inc flu hosp,2025-04-26,15.0
0,01,quantile,0.15,2025-04-26,wk inc flu hosp,2025-04-26,16.0
0,01,quantile,0.2,2025-04-26,wk inc flu hosp,2025-04-26,17.0
0,01,quantile,0.25,2025-04-26,wk inc flu hosp,2025-04-26,18.0
0,01,quantile,0.3,2025-04-26,wk inc flu hosp,2025-04-26,21.0
0,01,quantile,0.35,2025-04-26,wk inc flu hosp,2025-04-26,23.0
0,01,quantile,0.4,2025-04-26,wk inc flu hosp,2025-04-26,26.0
0,01,quantile,0.45,2025-04-26,wk inc flu hosp,2025-04-26,28.0
0,01,quantile,0.5,2025-04-26,wk inc flu hosp,2025-04-26,30.0
0,01,quantile,0.55,2025-04-26,wk inc flu hosp,2025-04-26,32.0
0,01,quantile,0.6,2025-04-26,wk inc flu hosp,2025-04-26,35.0
0,01,quantile,0.65,2025-04-26,wk inc flu hosp,2025-04-26,38.0
0,01,quantile,0.7,2025-04-26,wk inc flu hosp,2025-04-26,41.0
0,01,quantile,0.75,2025-04-26,wk inc flu hosp,2025-04-26,44.0
0,01,quantile,0.8,2025-04-26,wk inc flu hosp,2025-04-26,47.0
0,01,quantile,0.85,2025-04-26,wk inc flu hosp,2025-04-26,51.0
0,01,quantile,0.9,2025-04-26,wk inc flu hosp,2025-04-26,56.0
0,01,quantile,0.95,2025-04-26,wk inc flu hosp,2025-04-26,65.0
0,01,quantile,0.975,2025-04-26,wk inc flu hosp,2025-04-26,70.0
0,01,quantile,0.99,2025-04-26,wk inc flu hosp,2025-04-26,78.0
1,01,quantile,0.01,2025-04-26,wk inc flu hosp,2025-05-03,8.0
1,01,quantile,0.025,2025-04-26,wk inc flu hosp,2025-05-03,9.0
1,01,quantile,0.05,2025-04-26,wk inc flu hosp,2025-05-03,10.0
1,01,quantile,0.1,2025-04-26,wk inc flu hosp,2025-05-03,11.0
1,01,quantile,0.15,2025-04-26,wk inc flu hosp,2025-05-03,12.0
1,01,quantile,0.2,2025-04-26,wk inc flu hosp,2025-05-03,13.0
1,01,quantile,0.25,2025-04-26,wk inc flu hosp,2025-05-03,14.0
1,01,quantile,0.3,2025-04-26,wk inc flu hosp,2025-05-03,15.0
1,01,quantile,0.35,2025-04-26,wk inc flu hosp,2025-05-03,17.0
1,01,quantile,0.4,2025-04-26,wk inc flu hosp,2025-05-03,19.0
1,01,quantile,0.45,2025-04-26,wk inc flu hosp,2025-05-03,21.0
1,01,quantile,0.5,2025-04-26,wk inc flu hosp,2025-05-03,23.0
1,01,quantile,0.55,2025-04-26,wk inc flu hosp,2025-05-03,24.0
1,01,quantile,0.6,2025-04-26,wk inc flu hosp,2025-05-03,26.0
1,01,quantile,0.65,2025-04-26,wk inc flu hosp,2025-05-03,28.0
1,01,quantile,0.7,2025-04-26,wk inc flu hosp,2025-05-03,30.0
1,01,quantile,0.75,2025-04-26,wk inc flu hosp,2025-05-03,33.0
1,01,quantile,0.8,2025-04-26,wk inc flu hosp,2025-05-03,37.0
1,01,quantile,0.85,2025-04-26,wk inc flu hosp,2025-05-03,41.0
1,01,quantile,0.9,2025-04-26,wk inc flu hosp,2025-05-03,46.0
1,01,quantile,0.95,2025-04-26,wk inc flu hosp,2025-05-03,54.0
1,01,quantile,0.975,2025-04-26,wk inc flu hosp,2025-05-03,62.0
1,01,quantile,0.99,2025-04-26,wk inc flu hosp,2025-05-03,72.0
2,01,quantile,0.01,2025-04-26,wk inc flu hosp,2025-05-10,5.0
2,01,quantile,0.025,2025-04-26,wk inc flu hosp,2025-05-10,6.0
2,01,quantile,0.05,2025-04-26,wk inc flu hosp,2025-05-10,7.0
2,01,quantile,0.1,2025-04-26,wk inc flu hosp,2025-05-10,8.0
2,01,quantile,0.15,2025-04-26,wk inc flu hosp,2025-05-10,9.0
2,01,quantile,0.2,2025-04-26,wk inc flu hosp,2025-05-10,10.0
2,01,quantile,0.25,2025-04-26,wk inc flu hosp,2025-05-10,11.0
2,01,quantile,0.3,2025-04-26,wk inc flu hosp,2025-05-10,12.0
2,01,quantile,0.35,2025-04-26,wk inc flu hosp,2025-05-10,14.0
2,01,quantile,0.4,2025-04-26,wk inc flu hosp,2025-05-10,15.0
2,01,quantile,0.45,2025-04-26,wk inc flu hosp,2025-05-10,17.0
2,01,quantile,0.5,2025-04-26,wk inc flu hosp,2025-05-10,19.0
2,01,quantile,0.55,2025-04-26,wk inc flu hosp,2025-05-10,21.0
2,01,quantile,0.6,2025-04-26,wk inc flu hosp,2025-05-10,23.0
2,01,quantile,0.65,2025-04-26,wk inc flu hosp,2025-05-10,25.0
2,01,quantile,0.7,2025-04-26,wk inc flu hosp,2025-05-10,27.0
2,01,quantile,0.75,2025-04-26,wk inc flu hosp,2025-05-10,30.0
2,01,quantile,0.8,2025-04-26,wk inc flu hosp,2025-05-10,32.0
2,01,quantile,0.85,2025-04-26,wk inc flu hosp,2025-05-10,35.0
2,01,quantile,0.9,2025-04-26,wk inc flu hosp,2025-05-10,39.0
2,01,quantile,0.95,2025-04-26,wk inc flu hosp,2025-05-10,46.0
2,01,quantile,0.975,2025-04-26,wk inc flu hosp,2025-05-10,53.0
2,01,quantile,0.99,2025-04-26,wk inc flu hosp,2025-05-10,60.0
3,01,quantile,0.01,2025-04-26,wk inc flu hosp,2025-05-17,8.0
3,01,quantile,0.025,2025-04-26,wk inc flu hosp,2025-05-17,9.0
3,01,quantile,0.05,2025-04-26,wk inc flu hosp,2025-05-17,10.0
3,01,quantile,0.1,2025-04-26,wk inc flu hosp,2025-05-17,11.0
3,01,quantile,0.15,2025-04-26,wk inc flu hosp,2025-05-17,12.0
3,01,quantile,0.2,2025-04-26,wk inc flu hosp,2025-05-17,13.0
3,01,quantile,0.25,2025-04-26,wk inc flu hosp,2025-05-17,13.0
3,01,quantile,0.3,2025-04-26,wk inc flu hosp,2025-05-17,14.0
3,01,quantile,0.35,2025-04-26,wk inc flu hosp,2025-05-17,14.0
3,01,quantile,0.4,2025-04-26,wk inc flu hosp,2025-05-17,15.0
3,01,quantile,0.45,2025-04-26,wk inc flu hosp,2025-05-17,16.0
3,01,quantile,0.5,2025-04-26,wk inc flu hosp,2025-05-17,17.0
3,01,quantile,0.55,2025-04-26,wk inc flu hosp,2025-05-17,18.0
3,01,quantile,0.6,2025-04-26,wk inc flu hosp,2025-05-17,19.0
3,01,quantile,0.65,2025-04-26,wk inc flu hosp,2025-05-17,20.0
3,01,quantile,0.7,2025-04-26,wk inc flu hosp,2025-05-17,22.0
3,01,quantile,0.75,2025-04-26,wk inc flu hosp,2025-05-17,23.0
3,01,quantile,0.8,2025-04-26,wk inc flu hosp,2025-05-17,25.0
3,01,quantile,0.85,2025-04-26,wk inc flu hosp,2025-05-17,27.0
3,01,quantile,0.9,2025-04-26,wk inc flu hosp,2025-05-17,29.0
3,01,quantile,0.95,2025-04-26,wk inc flu hosp,2025-05-17,33.0
3,01,quantile,0.975,2025-04-26,wk inc flu hosp,2025-05-17,38.0
3,01,quantile,0.99,2025-04-26,wk inc flu hosp,2025-05-17,42.0
0,02,quantile,0.01,2025-04-26,wk inc flu hosp,2025-04-26,2.0
0,02,quantile,0.025,2025-04-26,wk inc flu hosp,2025-04-26,2.0
