reference_date,target,horizon,target_end_date,output_type,output_type_id,value,location
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.01,152.555785785755,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.025,158.59317630684643,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.05,166.84744588630133,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.1,181.58135319669893,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.15,218.0980590826226,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.2,230.6066252284678,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.25,244.49205196486207,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.3,260.1651571296617,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.35,288.9788483075261,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.4,307.7482031058135,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.45,336.9484270024576,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.5,343.05383644631553,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.55,348.82796039585304,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.6,367.1960000018225,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.65,386.72754635068617,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.7,407.7838316317542,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.75,456.7851583162928,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.8,497.9863680767222,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.85,539.1905967626963,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.9,619.3824938606718,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.95,686.3640377687404,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.975,965.6270761479074,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.99,1248.4489067050092,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.01,118.10789666676258,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.025,124.9101131022135,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.05,137.6646083696856,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.1,160.19293979377446,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.15,171.97121928321678,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.2,188.80333808928015,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.25,208.26385071538377,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.3,225.57115652116437,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.35,243.1186099010709,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.4,268.09785192340075,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.45,288.3551868829585,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.5,311.88817123044487,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.55,339.44851974418805,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.6,369.8026371982315,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.65,404.4318677873273,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.7,442.0201283148365,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.75,492.31496313284663,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.8,574.3116694409254,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.85,661.6646323640842,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.9,768.908632032279,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.95,1037.5074391492387,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.975,1212.3488960836887,06
2024-02-17,wk inc flu hosp,1,2024-02-24,quantile,0.99,1354.3093627831654,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.01,107.91279467328606,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.025,114.8487331319942,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.05,121.54073992661276,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.1,134.88178177130612,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.15,147.2946080441257,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.2,159.99714303396286,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.25,173.36871602377812,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.3,191.1701106480397,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.35,207.9710425681406,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.4,226.74622894440725,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.45,247.4276309516617,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.5,276.08640044221465,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.55,299.4262857204882,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.6,333.28168498540913,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.65,368.845392432105,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.7,422.73664399733434,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.75,482.0945421517841,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.8,552.65615491598885,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.85,659.5045639425044,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.9,797.9053976717491,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.95,1077.6209251715195,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.975,1232.226420707282,06
2024-02-17,wk inc flu hosp,2,2024-03-02,quantile,0.99,1364.6488725764757,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.01,105.525851533161,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.025,109.25281960738708,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.05,116.45795450056131,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.1,127.389221484903,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.15,137.33971557536952,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.2,150.69120502481064,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.25,163.9479792292959,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.3,176.9618915045305,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.35,194.88521656269603,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.4,214.69119782949105,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.45,237.7257024837637,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.5,264.407061339537,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.55,297.69143534250725,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.6,340.31458819651954,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.65,387.6891139486584,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.7,437.03399639710346,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.75,501.5005704391941,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.8,601.0869280274642,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.85,726.5901888027662,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.9,921.8337535513108,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.95,1132.380682643756,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.975,1280.4785490392287,06
2024-02-17,wk inc flu hosp,3,2024-03-09,quantile,0.99,1420.3559627355298,06
2024-02-17,wk flu hosp rate change,0,2024-02-17,pmf,stable,0.959,06
2024-02-17,wk flu hosp rate change,0,2024-02-17,pmf,increase,0.026,06
2024-02-17,wk flu hosp rate change,0,2024-02-17,pmf,large_increase,0.015,06
2024-02-17,wk flu hosp rate change,0,2024-02-17,pmf,decrease,0,06
2024-02-17,wk flu hosp rate change,0,2024-02-17,pmf,large_decrease,0,06
2024-02-17,wk flu hosp rate change,1,2024-02-24,pmf,stable,0.905,06
2024-02-17,wk flu hosp rate change,1,2024-02-24,pmf,increase,0.095,06
2024-02-17,wk flu hosp rate change,1,2024-02-24,pmf,large_increase,0,06
2024-02-17,wk flu hosp rate change,1,2024-02-24,pmf,decrease,0,06
2024-02-17,wk flu hosp rate change,1,2024-02-24,pmf,large_decrease,0,06
2024-02-17,wk flu hosp rate change,2,2024-03-02,pmf,stable,0.964,06
2024-02-17,wk flu hosp rate change,2,2024-03-02,pmf,increase,0.036,06
2024-02-17,wk flu hosp rate change,2,2024-03-02,pmf,large_increase,0,06
2024-02-17,wk flu hosp rate change,2,2024-03-02,pmf,decrease,0,06
2024-02-17,wk flu hosp rate change,2,2024-03-02,pmf,large_decrease,0,06
2024-02-17,wk flu hosp rate change,3,2024-03-09,pmf,stable,0.983,06
2024-02-17,wk flu hosp rate change,3,2024-03-09,pmf,increase,0.017,06
2024-02-17,wk flu hosp rate change,3,2024-03-09,pmf,large_increase,0,06
2024-02-17,wk flu hosp rate change,3,2024-03-09,pmf,decrease,0,06
2024-02-17,wk flu hosp rate change,3,2024-03-09,pmf,large_decrease,0,06
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.01,4802.4625784591135,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.025,4802.4625784591135,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.05,5671.437739361059,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.1,6625.860350447335,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.15,6844.9928387625705,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.2,7171.4108025783125,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.25,7568.529837638408,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.3,8055.089538054623,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.35,8260.235021230576,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.4,8467.438124754752,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.45,8534.386772822814,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.5,8928.476284830082,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.55,9100.719171067907,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.6,9475.675820546832,US
2024-02-17,wk inc flu hosp,0,2024-02-17,quantile,0.65,10378.312288471452,US
