reference_date,target,horizon,target_end_date,output_type,output_type_id,value,location
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.01,8312.960000000001,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.025,10152.3,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.05,11695.45,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.1,12197,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.15,12498,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.2,12910,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.25,13283,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.3,13515,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.35,13798,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.4,14040.2,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.45,14297.25,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.5,14460,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.55,14644,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.6,14737,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.65,15040.100000000002,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.7,15387.8,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.75,15786.5,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.8,16129,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.85,16584,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.9,17111.100000000002,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.95,18083,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.975,19138.275,US
2025-03-22,wk inc flu hosp,0,2025-03-22,quantile,0.99,20957,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.01,2177.49,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.025,5641.2750000000005,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.05,7661.799999999999,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.1,8951.7,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.15,9686.55,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.2,10122.4,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.25,10406.25,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.3,10751.5,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.35,11049.5,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.4,11365.2,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.45,11686.2,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.5,11983.5,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.55,12255,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.6,12569,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.65,12942.8,US
2025-03-22,wk inc flu hosp,1,2025-03-29,quantile,0.7,13305.8,US
