reference_date,target,horizon,target_end_date,output_type,output_type_id,value,location
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.01,6738,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.025,10032,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.05,11494,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.1,12149,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.15,12721,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.2,13058,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.25,13460.5,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.3,13612.4,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.35,13847,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.4,13962,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.45,14071.75,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.5,14193,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.55,14284,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.6,14370.4,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.65,14486,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.7,14602,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.75,14899.25,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.8,15233,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.85,16011,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.9,16825,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.95,18372,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.975,19482,US
2026-02-14,wk inc flu hosp,0,2026-02-14,quantile,0.99,34595,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.01,3282.08,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.025,6793.275,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.05,9280.95,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.1,11232.6,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.15,12120.75,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.2,12571.8,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.25,12971.75,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.3,13251.1,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.35,13514.95,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.4,13822.8,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.45,14042.5,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.5,14298,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.55,14548.35,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.6,14751.6,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.65,15093.4,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.7,15429.9,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.75,16037.750000000002,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.8,16684,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.85,17656.2,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.9,18860.10000000001,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.95,21592.34999999999,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.975,30698.49999999996,US
2026-02-14,wk inc flu hosp,1,2026-02-21,quantile,0.99,40442.219999999994,US
2026-02-14,wk inc flu hosp,2,2026-02-28,quantile,0.01,2078.72,US
2026-02-14,wk inc flu hosp,2,2026-02-28,quantile,0.025,3514.925,US
