reference_date,target,horizon,target_end_date,output_type,output_type_id,value,location
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.01,27703,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.025,31356.725,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.05,33088,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.1,34674,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.15,35605,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.2,36220.2,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.25,36835,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.3,37147.1,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.35,37483.149999999994,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.4,37702,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.45,38126,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.5,38344.5,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.55,38797.15000000001,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.6,39136,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.65,39494.350000000006,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.7,40010.8,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.75,40702,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.8,41391.600000000006,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.85,42528,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.9,43733,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.95,47349,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.975,51012,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.99,56490,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.01,22551.359999999997,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.025,27145.325,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.05,29730.300000000003,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.1,32004.3,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.15,33139.95,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.2,34151.4,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.25,35028,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.3,35784.2,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.35,36496.9,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.4,37102,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.45,37763.85,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.5,38441,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.55,39105.35,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.6,39729.2,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.65,40622.95,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.7,41654.8,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.75,42518,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.8,43943.6,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.85,45504.8,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.9,47988.8,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.95,52257.24999999999,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.975,56519.899999999994,US
2026-01-03,wk inc flu hosp,1,2026-01-10,quantile,0.99,63881.35999999999,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.01,20033.77,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.025,25233.975,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.05,29082.6,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.1,32158.800000000003,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.15,33928.8,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.2,35422.6,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.25,36738.5,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.3,37785.1,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.35,38574.85,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.4,39504.2,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.45,40316.350000000006,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.5,41120.5,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.55,42073.4,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.6,43309.8,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.65,44456.850000000006,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.7,46050,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.75,47432.25,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.8,49798.6,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.85,51821.35,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.9,54976.600000000006,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.95,61343.59999999999,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.975,68020.3,US
2026-01-03,wk inc flu hosp,2,2026-01-17,quantile,0.99,76512.48,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.01,18565.38,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.025,25256.9,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.05,28902.1,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.1,33004.200000000004,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.15,35217.5,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.2,37028.8,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.25,38673.25,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.3,40078.7,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.35,41354.6,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.4,42344.4,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.45,43787,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.5,45176.5,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.55,46589.45,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.6,47900.2,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.65,49167.399999999994,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.7,50803.79999999999,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.75,53495.75,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.8,56129.20000000001,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.85,59039.7,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.9,63273.8,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.95,71345.4,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.975,78522.54999999999,US
2026-01-03,wk inc flu hosp,3,2026-01-24,quantile,0.99,93016.61,US
2026-01-03,wk flu hosp rate change,0,2026-01-03,pmf,stable,0.053,US
2026-01-03,wk flu hosp rate change,0,2026-01-03,pmf,increase,0.528,US
2026-01-03,wk flu hosp rate change,0,2026-01-03,pmf,large_increase,0.379,US
2026-01-03,wk flu hosp rate change,0,2026-01-03,pmf,decrease,0.029,US
2026-01-03,wk flu hosp rate change,0,2026-01-03,pmf,large_decrease,0.011,US
2026-01-03,wk flu hosp rate change,1,2026-01-10,pmf,stable,0.171,US
2026-01-03,wk flu hosp rate change,1,2026-01-10,pmf,increase,0.53,US
2026-01-03,wk flu hosp rate change,1,2026-01-10,pmf,large_increase,0.208,US
2026-01-03,wk flu hosp rate change,1,2026-01-10,pmf,decrease,0.077,US
2026-01-03,wk flu hosp rate change,1,2026-01-10,pmf,large_decrease,0.014,US
2026-01-03,wk flu hosp rate change,2,2026-01-17,pmf,stable,0.14,US
2026-01-03,wk flu hosp rate change,2,2026-01-17,pmf,increase,0.525,US
2026-01-03,wk flu hosp rate change,2,2026-01-17,pmf,large_increase,0.26,US
2026-01-03,wk flu hosp rate change,2,2026-01-17,pmf,decrease,0.065,US
2026-01-03,wk flu hosp rate change,2,2026-01-17,pmf,large_decrease,0.01,US
2026-01-03,wk flu hosp rate change,3,2026-01-24,pmf,stable,0.136,US
2026-01-03,wk flu hosp rate change,3,2026-01-24,pmf,increase,0.497,US
2026-01-03,wk flu hosp rate change,3,2026-01-24,pmf,large_increase,0.307,US
2026-01-03,wk flu hosp rate change,3,2026-01-24,pmf,decrease,0.052,US
2026-01-03,wk flu hosp rate change,3,2026-01-24,pmf,large_decrease,0.008,US
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.01,371,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.025,398,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.05,420,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.1,435,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.15,446,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.2,453,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.25,464,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.3,471,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.35,478,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.4,484,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.45,490,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.5,496,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.55,504,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.6,513,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.65,525,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.7,535,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.75,550,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.8,560,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.85,571,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.9,603,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.95,636,01
2026-01-03,wk inc flu hosp,0,2026-01-03,quantile,0.975,691,01
