reference_date,target,horizon,target_end_date,output_type,output_type_id,value,location
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.01,32179,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.025,35342,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.05,37687,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.1,39636,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.15,41018.95,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.2,41764,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.25,42512,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.3,43037,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.35,43709,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.4,44107,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.45,44397,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.5,44845,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.55,45356,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.6,46004,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.65,46573,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.7,46886,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.75,47562.5,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.8,48609.399999999994,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.85,49544.94999999999,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.9,50882,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.95,53707.899999999994,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.975,55641,US
2025-02-08,wk inc flu hosp,0,2025-02-08,quantile,0.99,93884,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.01,21240.859999999997,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.025,32255.05,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.05,34859.8,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.1,37447.7,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.15,39080,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.2,40224,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.25,41582.75,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.3,42762.3,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.35,43569.95,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.4,44316.600000000006,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.45,45080,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.5,46054,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.55,46859.15,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.6,47619.4,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.65,48421.5,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.7,49358.6,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.75,50368,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.8,51725.2,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.85,53783,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.9,56127.3,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.95,60133.3,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.975,73805.27499999994,US
2025-02-08,wk inc flu hosp,1,2025-02-15,quantile,0.99,99657,US
2025-02-08,wk inc flu hosp,2,2025-02-22,quantile,0.01,15984.81,US
2025-02-08,wk inc flu hosp,2,2025-02-22,quantile,0.025,26184.275,US
2025-02-08,wk inc flu hosp,2,2025-02-22,quantile,0.05,29820.05,US
2025-02-08,wk inc flu hosp,2,2025-02-22,quantile,0.1,33141.9,US
2025-02-08,wk inc flu hosp,2,2025-02-22,quantile,0.15,35479.55,US
2025-02-08,wk inc flu hosp,2,2025-02-22,quantile,0.2,37435.2,US
2025-02-08,wk inc flu hosp,2,2025-02-22,quantile,0.25,38722,US
