output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0.004541463223407929,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.025,0.004974935258475987,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.05,0.005512718873821363,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.1,0.00603238557275479,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.15,0.00652396692894538,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.2,0.006885084475738124,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.25,0.00723194968012706,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.3,0.007544523683348483,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.35,0.007890700159862044,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.4,0.00818477531771989,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.45,0.008488961444472884,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.5,0.008789453887796197,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.55,0.009086001026533973,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.6,0.009451648176868261,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.65,0.009851806789404095,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.7,0.01025240512053727,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.75,0.010728414535661694,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.8,0.011170805775036154,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.85,0.011777408165570609,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.9,0.012616510527158724,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.95,0.014109290107888396,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.975,0.015517497945022354,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.99,0.017209988930017055,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,02
quantile,0.01,0.001657349850315222,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.025,0.0017800410732231413,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.05,0.0019035754400765835,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.1,0.002092370507670989,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.15,0.002218973422131037,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.2,0.002319198527009566,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.25,0.002400822506097035,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.3,0.0024835830369442473,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.35,0.002558533723300234,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.4,0.002639056031068526,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.45,0.00270299132589688,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.5,0.0027855250195278226,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.55,0.0028560454985575735,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.6,0.0029311867190852784,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.65,0.003035085467468641,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.7,0.0031302898071317938,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.75,0.003248050949524698,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.8,0.003376142869741392,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.85,0.003515834044443493,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.9,0.0036863310596407803,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.95,0.004071507425045372,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.975,0.004392221637386878,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.99,0.004926983211019807,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,01
quantile,0.01,5.894910258809426e-4,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.025,6.948131835615832e-4,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.05,8.407177955417948e-4,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.1,0.0010170036604321587,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.15,0.0011223338434123624,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.2,0.00124401692232912,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.25,0.0013329793747367718,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.3,0.0014119400189188487,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.35,0.0015026560893796035,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.4,0.0015704951460510045,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.45,0.0016531339566331822,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.5,0.001730651945137084,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.55,0.0018223562010081127,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.6,0.0019072506221510387,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.65,0.0019936704999119733,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.7,0.0020955339723944203,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.75,0.0022236909364982942,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.8,0.0023374580839834523,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.85,0.002497092741676925,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.9,0.00273025477139881,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.95,0.0031362286172653313,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.975,0.0036035677119521793,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.99,0.003977473448616762,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,05
quantile,0.01,0.00490587359918103,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.025,0.005208559797873514,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.05,0.005406566221078088,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.1,0.005684975572027821,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.15,0.005852417506337569,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.2,0.006023088163159156,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.25,0.006174151372929999,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.3,0.006304857613007727,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.35,0.006437335294837048,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.4,0.006556187492997082,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.45,0.006680967091173202,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.5,0.006787680922238704,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.55,0.006899998490228388,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.6,0.007027610957676226,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.65,0.007194670300613741,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.7,0.007346204257756672,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.75,0.007491167437223675,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.8,0.007698266051551,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
quantile,0.85,0.007922366224616324,2026-04-25,wk inc flu prop ed visits,0,2026-04-25,04
