output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0.01138508449578444,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.025,0.0121251585943245,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.05,0.012671049836117054,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.1,0.013407990996057207,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.15,0.013907179582356016,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.2,0.014343546319655273,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.25,0.01473561953620223,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.3,0.015092686693675465,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.35,0.015514304145157264,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.4,0.01585420339289822,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.45,0.01622962020457255,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.5,0.016614480309722263,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.55,0.016927339731827945,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.6,0.01722523361856827,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.65,0.01758363915986808,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.7,0.01808022253486013,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.75,0.018670021115787104,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.8,0.01922245290320338,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.85,0.019891909141631414,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
quantile,0.9,0.020855059982299362,2026-01-17,wk inc flu prop ed visits,0,2026-01-17,13
