location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,6.211130143972845,10.223194163997992,14.01012636359455,20802,34239,46922,6.21,10.22,14.01,20802,34239,46922,2025-02-01,2025-02-01,"February 01, 2025","February 01, 2025",2025-01-29,"January 29, 2025",FluSight-ensemble
US,1,4.895870636031282,9.337596048094547,15.174302713529656,16397,31273,50821,4.9,9.34,15.17,16397,31273,50821,2025-02-08,2025-02-01,"February 08, 2025","February 01, 2025",2025-01-29,"January 29, 2025",FluSight-ensemble
US,2,3.902185359656817,8.69803058475497,16.019293498427412,13069,29131,53651,3.9,8.7,16.02,13069,29131,53651,2025-02-15,2025-02-01,"February 15, 2025","February 01, 2025",2025-01-29,"January 29, 2025",FluSight-ensemble
Alabama,0,5.950903480260618,11.060067323510689,16.815217399815367,304,565,859,5.95,11.06,16.82,304,565,859,2025-02-01,2025-02-01,"February 01, 2025","February 01, 2025",2025-01-29,"January 29, 2025",FluSight-ensemble
Alabama,1,4.639355673755811,9.768094857401476,16.50201195348586,237,499,843,4.64,9.77,16.5,237,499,843,2025-02-08,2025-02-01,"February 08, 2025","February 01, 2025",2025-01-29,"January 29, 2025",FluSight-ensemble
Alabama,2,3.2886571864598153,9.102533283951274,15.562395614497342,168,465,795,3.29,9.1,15.56,168,465,795,2025-02-15,2025-02-01,"February 15, 2025","February 01, 2025",2025-01-29,"January 29, 2025",FluSight-ensemble
Alaska,0,1.0908010024461212,3.272403007338364,5.8630553881479015,8,24,43,1.09,3.27,5.86,8,24,43,2025-02-01,2025-02-01,"February 01, 2025","February 01, 2025",2025-01-29,"January 29, 2025",FluSight-ensemble
Alaska,1,0.6817506265288258,2.9997027567268333,6.408455889370963,5,22,47,0.68,3,6.41,5,22,47,2025-02-08,2025-02-01,"February 08, 2025","February 01, 2025",2025-01-29,"January 29, 2025",FluSight-ensemble
Alaska,2,0.4090503759172955,2.863352631421068,6.408455889370963,3,21,47,0.41,2.86,6.41,3,21,47,2025-02-15,2025-02-01,"February 15, 2025","February 01, 2025",2025-01-29,"January 29, 2025",FluSight-ensemble
Arizona,0,3.3775855349987833,6.9435622950572595,11.666799437625281,251,516,867,3.38,6.94,11.67,251,516,867,2025-02-01,2025-02-01,"February 01, 2025","February 01, 2025",2025-01-29,"January 29, 2025",FluSight-ensemble
