"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.01",12.6170499868445
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.025",12.8703726874083
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.05",13.6477488944063
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.1",15.2713448879533
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.15",15.2713448879533
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.2",18.4963678517859
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.25",20.7279389616265
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.3",20.7414578228394
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.35",20.9011925051833
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.4",21.0628843918906
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.45",21.7173317269297
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.5",22.7226284092809
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.55",24.0735836397549
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.6",24.7762076339079
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.65",25.77911693529
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.7",27.1638525558835
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.75",28.8365047508556
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.8",28.8382008827783
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.85",31.2607646863877
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.9",33.2017914784445
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.95",33.7879259764729
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.975",33.8200247848985
2023-12-16,"11",0,"wk inc flu hosp",2023-12-16,"quantile","0.99",34.9406642210455
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.01",23.8322055307063
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.025",24.212189581552
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.05",25.378253892049
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.1",28.6254458791429
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.15",28.6254458791429
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.2",33.4629803248919
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.25",37.9261225445731
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.3",37.9531602669989
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.35",38.2726296316866
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.4",38.4343215183939
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.45",39.7432161884722
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.5",41.7538095531745
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.55",45.8066752445966
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.6",46.5092992387496
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.65",49.5180271428958
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.7",53.6722340046764
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.75",56.1812122971345
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.8",56.1846045609799
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.85",62.2410140700035
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.9",67.4170855154882
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.95",68.7065814111508
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.975",68.7771987896871
2023-12-16,"11",1,"wk inc flu hosp",2023-12-23,"quantile","0.99",71.2426055492104
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.01",40.654938846499
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.025",41.2882455979085
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.05",43.2316861154035
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.1",48.1024740960443
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.15",48.1024740960443
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.2",54.5525200237096
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.25",63.4788044630722
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.3",63.5328799079237
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.35",64.171818637299
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.4",64.8185861841284
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.45",67.4363755242849
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.5",71.4575622536897
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.55",78.2123384060598
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.6",79.9688983914422
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.65",84.9834448983525
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.7",93.2918586219137
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.75",99.982467401802
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.8",99.9900999954542
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.85",114.525482817111
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.9",125.524634638766
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.95",128.806987827725
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.975",128.973901631538
2023-12-16,"11",2,"wk inc flu hosp",2023-12-30,"quantile","0.99",134.577098812273
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.01",64.4871443772054
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.025",65.6270965297423
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.05",69.1252894612334
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.1",78.0550674257416
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.15",78.0550674257416
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.2",90.9551592810722
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.25",108.807728159797
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.3",108.9158790495
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.35",110.193756508251
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.4",111.48729160191
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.45",116.722870282223
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.5",125.770540423383
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.55",137.92913749765
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.6",141.442257468414
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.65",152.474259783617
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.7",170.475822851333
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.75",183.85704041111
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.8",183.874849796298
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.85",216.579461145026
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.9",240.518791580393
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.95",248.490220753579
2023-12-16,"11",3,"wk inc flu hosp",2024-01-06,"quantile","0.975",248.875406454686
