reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.01,77.57597579
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.025,77.57863487
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.05,77.57863487
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.1,78.88610441
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.15,80.45090261
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.2,83.50816204
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.25,83.65548607
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.3,105.6298343
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.35,106.3355982
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.4,106.5106493
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.45,106.5106493
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.5,114.0393798
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.55,116.2934871
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.6,118.329692
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.65,118.3385282
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.7,119.7034493
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.75,119.9632608
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.8,120.504785
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.85,129.1092348
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.9,129.2037955
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.95,129.3151052
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.975,146.7660337
12/9/2023,1,0,wk inc flu hosp,12/9/2023,quantile,0.99,168.9034552
12/9/2023,1,1,wk inc flu hosp,12/16/2023,quantile,0.01,94.57892938
12/9/2023,1,1,wk inc flu hosp,12/16/2023,quantile,0.025,94.58196833
12/9/2023,1,1,wk inc flu hosp,12/16/2023,quantile,0.05,94.58196833
12/9/2023,1,1,wk inc flu hosp,12/16/2023,quantile,0.1,96.44978196
12/9/2023,1,1,wk inc flu hosp,12/16/2023,quantile,0.15,98.64049945
12/9/2023,1,1,wk inc flu hosp,12/16/2023,quantile,0.2,103.2263886
