"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2025-05-03,"01",0,"wk flu hosp rate change",2025-05-03,"pmf","decrease",0.2
2025-05-03,"01",0,"wk flu hosp rate change",2025-05-03,"pmf","increase",0.2
2025-05-03,"01",0,"wk flu hosp rate change",2025-05-03,"pmf","large_decrease",0.2
2025-05-03,"01",0,"wk flu hosp rate change",2025-05-03,"pmf","large_increase",0.2
2025-05-03,"01",0,"wk flu hosp rate change",2025-05-03,"pmf","stable",0.2
2025-05-03,"02",0,"wk flu hosp rate change",2025-05-03,"pmf","decrease",0.2
2025-05-03,"02",0,"wk flu hosp rate change",2025-05-03,"pmf","increase",0.2
2025-05-03,"02",0,"wk flu hosp rate change",2025-05-03,"pmf","large_decrease",0.2
2025-05-03,"02",0,"wk flu hosp rate change",2025-05-03,"pmf","large_increase",0.2
2025-05-03,"02",0,"wk flu hosp rate change",2025-05-03,"pmf","stable",0.2
2025-05-03,"04",0,"wk flu hosp rate change",2025-05-03,"pmf","decrease",0.2
2025-05-03,"04",0,"wk flu hosp rate change",2025-05-03,"pmf","increase",0.2
2025-05-03,"04",0,"wk flu hosp rate change",2025-05-03,"pmf","large_decrease",0.2
2025-05-03,"04",0,"wk flu hosp rate change",2025-05-03,"pmf","large_increase",0.2
2025-05-03,"04",0,"wk flu hosp rate change",2025-05-03,"pmf","stable",0.2
2025-05-03,"05",0,"wk flu hosp rate change",2025-05-03,"pmf","decrease",0.2
2025-05-03,"05",0,"wk flu hosp rate change",2025-05-03,"pmf","increase",0.2
2025-05-03,"05",0,"wk flu hosp rate change",2025-05-03,"pmf","large_decrease",0.2
2025-05-03,"05",0,"wk flu hosp rate change",2025-05-03,"pmf","large_increase",0.2
2025-05-03,"05",0,"wk flu hosp rate change",2025-05-03,"pmf","stable",0.2
2025-05-03,"06",0,"wk flu hosp rate change",2025-05-03,"pmf","decrease",0.2
2025-05-03,"06",0,"wk flu hosp rate change",2025-05-03,"pmf","increase",0.2
2025-05-03,"06",0,"wk flu hosp rate change",2025-05-03,"pmf","large_decrease",0.2
2025-05-03,"06",0,"wk flu hosp rate change",2025-05-03,"pmf","large_increase",0.2
2025-05-03,"06",0,"wk flu hosp rate change",2025-05-03,"pmf","stable",0.2
2025-05-03,"08",0,"wk flu hosp rate change",2025-05-03,"pmf","decrease",0.2
2025-05-03,"08",0,"wk flu hosp rate change",2025-05-03,"pmf","increase",0.2
2025-05-03,"08",0,"wk flu hosp rate change",2025-05-03,"pmf","large_decrease",0.2
2025-05-03,"08",0,"wk flu hosp rate change",2025-05-03,"pmf","large_increase",0.2
2025-05-03,"08",0,"wk flu hosp rate change",2025-05-03,"pmf","stable",0.2
2025-05-03,"09",0,"wk flu hosp rate change",2025-05-03,"pmf","decrease",0.2
2025-05-03,"09",0,"wk flu hosp rate change",2025-05-03,"pmf","increase",0.2
2025-05-03,"09",0,"wk flu hosp rate change",2025-05-03,"pmf","large_decrease",0.2
2025-05-03,"09",0,"wk flu hosp rate change",2025-05-03,"pmf","large_increase",0.2
2025-05-03,"09",0,"wk flu hosp rate change",2025-05-03,"pmf","stable",0.2
2025-05-03,"10",0,"wk flu hosp rate change",2025-05-03,"pmf","decrease",0.2
2025-05-03,"10",0,"wk flu hosp rate change",2025-05-03,"pmf","increase",0.2
2025-05-03,"10",0,"wk flu hosp rate change",2025-05-03,"pmf","large_decrease",0.2
2025-05-03,"10",0,"wk flu hosp rate change",2025-05-03,"pmf","large_increase",0.2
2025-05-03,"10",0,"wk flu hosp rate change",2025-05-03,"pmf","stable",0.2
2025-05-03,"11",0,"wk flu hosp rate change",2025-05-03,"pmf","decrease",0.2
2025-05-03,"11",0,"wk flu hosp rate change",2025-05-03,"pmf","increase",0.2
