location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,1.27554792688453,2.180553958342163,3.6185312092494426,4272,7303,12119,1.28,2.18,3.62,4272,7303,12119,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
US,1,0.5431230522010674,1.6287719899707656,3.3375643086880324,1819,5455,11178,0.54,1.63,3.34,1819,5455,11178,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
US,2,0.32545581467793483,1.3633314218527066,3.562397545800404,1090,4566,11931,0.33,1.36,3.56,1090,4566,11931,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Alabama,0,1.272397125713619,2.5839449322184262,4.600204992964622,65,132,235,1.27,2.58,4.6,65,132,235,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Alabama,1,0.5089588502854476,2.0945614223285727,4.756807716129376,26,107,243,0.51,2.09,4.76,26,107,243,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Alabama,2,0.31320544632950625,1.9575340395594139,4.795958396920564,16,100,245,0.31,1.96,4.8,16,100,245,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Alaska,0,0.954450877140356,2.863352631421068,5.590355137536371,7,21,41,0.95,2.86,5.59,7,21,41,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Alaska,1,0.4090503759172955,2.4543022555037726,6.1357556387594325,3,18,45,0.41,2.45,6.14,3,18,45,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Alaska,2,0.13635012530576515,1.908901754280712,6.544806014676728,1,14,48,0.14,1.91,6.54,1,14,48,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Arizona,0,0.6862823198603106,2.4490859257760103,5.046193528384636,51,182,375,0.69,2.45,5.05,51,182,375,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Arizona,1,0.5786301912547717,2.1126730238837013,5.301867333822791,43,157,394,0.58,2.11,5.3,43,157,394,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Arizona,2,0.2287607732867702,1.9646513470510851,5.799758428623409,17,146,431,0.23,1.96,5.8,17,146,431,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Arkansas,0,0.9127264050445084,2.2166212693938063,4.335450423961415,28,68,133,0.91,2.22,4.34,28,68,133,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Arkansas,1,0.4563632025222542,1.6624659520453549,4.335450423961415,14,51,133,0.46,1.66,4.34,14,51,133,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Arkansas,2,0.26077897286985957,1.3364922359580302,4.40064516717888,8,41,135,0.26,1.34,4.4,8,41,135,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
California,0,0.5389425377669758,1.023990821757254,1.9863882106268536,210,399,774,0.54,1.02,1.99,210,399,774,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
California,1,0.2823032340684159,0.8520424882792188,1.8529357727036024,110,332,722,0.28,0.85,1.85,110,332,722,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
California,2,0.12575325881229435,0.7339884085778813,2.361081594026751,49,286,920,0.13,0.73,2.36,49,286,920,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Colorado,0,0.6465212901162207,1.5652620708076923,2.7562223420744147,38,92,162,0.65,1.57,2.76,38,92,162,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Colorado,1,0.32326064505811036,1.1739465531057691,2.8412909328791804,19,69,167,0.32,1.17,2.84,19,69,167,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Colorado,2,0.23819205425334447,0.9867956533352843,2.8583046510401333,14,58,168,0.24,0.99,2.86,14,58,168,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Connecticut,0,0.6358551533019129,1.686398450061595,3.455734528814744,23,61,125,0.64,1.69,3.46,23,61,125,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Connecticut,1,0.38704226722725127,1.244064430373308,3.7045474148894053,14,45,134,0.39,1.24,3.7,14,45,134,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Connecticut,2,0.1658752573831077,0.9952515442986463,3.842776796041995,6,36,139,0.17,1,3.84,6,36,139,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Delaware,0,0.09690955431295971,1.0660050974425568,3.39183440095359,1,11,35,0.1,1.07,3.39,1,11,35,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Delaware,1,0,0.678366880190718,3.39183440095359,0,7,35,0,0.68,3.39,0,7,35,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Delaware,2,0,0.5814573258777582,3.48874395526655,0,6,36,0,0.58,3.49,0,6,36,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
District of Columbia,0,3.5347554832894437,9.426014622105182,14.728147847039349,24,64,100,3.53,9.43,14.73,24,64,100,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
District of Columbia,1,1.9146592201151154,6.922229488108493,15.022710803980134,13,47,102,1.91,6.92,15.02,13,47,102,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
District of Columbia,2,1.1782518277631477,6.480385052697313,14.728147847039349,8,44,100,1.18,6.48,14.73,8,44,100,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Florida,0,1.2206596108413326,2.3395975874458874,3.715050989517099,276,529,840,1.22,2.34,3.72,276,529,840,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Florida,1,0.8005050346459462,1.8575254947585496,3.7415870680136494,181,420,846,0.8,1.86,3.74,181,420,846,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Florida,2,0.5484122889287146,1.6010100692918925,3.635442754027447,124,362,822,0.55,1.6,3.64,124,362,822,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Georgia,0,0.5349422946866539,1.314688690331607,2.4208405539209594,59,145,267,0.53,1.31,2.42,59,145,267,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Georgia,1,0.21760364529626602,1.097085045035341,2.4389741910289815,24,121,269,0.22,1.1,2.44,24,121,269,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Georgia,2,0.12693545975615517,0.9520159481711638,2.4661746466910146,14,105,272,0.13,0.95,2.47,14,105,272,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Hawaii,0,0.6967971024389292,1.811672466341216,3.1355869609751816,10,26,45,0.7,1.81,3.14,10,26,45,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Hawaii,1,0.4877579717072505,1.5329536253656442,3.205266671219074,7,22,46,0.49,1.53,3.21,7,22,46,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Hawaii,2,0.2787188409755717,1.1845550741461797,3.4143058019507535,4,17,49,0.28,1.18,3.41,4,17,49,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Idaho,0,0.763465236373927,2.0868049794220673,4.224507641269063,15,41,83,0.76,2.09,4.22,15,41,83,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Idaho,1,0.4580791418243562,1.7305212024475678,4.580791418243562,9,34,90,0.46,1.73,4.58,9,34,90,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Idaho,2,0.20359072969971387,1.32333974304814,4.580791418243562,4,26,90,0.2,1.32,4.58,4,26,90,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Illinois,0,0.7171492456904709,1.8167780890825262,3.5140313038833075,90,228,441,0.72,1.82,3.51,90,228,441,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Illinois,1,0.3506062978931191,1.3386785919555457,3.498094653979075,44,168,439,0.35,1.34,3.5,44,168,439,2025-04-12,2025-04-05,"April 12, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Illinois,2,0.16733482399444322,1.0279139188230084,3.5459046036917727,21,129,445,0.17,1.03,3.55,21,129,445,2025-04-19,2025-04-05,"April 19, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
Indiana,0,1.049226348580098,2.52105775422718,4.983825155755465,72,173,342,1.05,2.52,4.98,72,173,342,2025-04-05,2025-04-05,"April 05, 2025","April 05, 2025",2025-04-02,"April 02, 2025",FluSight-ensemble
