reference_date,horizon,location,target,target_end_date,output_type,output_type_id,value
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.01,0.020591446350976057
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.025,0.6340348657440324
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.05,1.8432887841569552
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.1,4.0198359645448996
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.15,5.9617344337834215
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.2,7.777139618724131
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.25,9.52661335832131
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.3,11.24882573309189
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.35,12.972373416712795
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.4,14.721400616442615
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.45,16.518846448745787
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.5,18.3888499168381
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.55,20.359101345937354
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.6,22.463777073927368
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.65,24.747902210116376
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.7,27.274689591923387
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.75,30.139257032141895
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.8,33.49738012781496
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.85,37.63550285365186
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.9,43.18450193985188
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.95,52.110593362300094
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.975,60.53122265117888
2026-05-16,0,01,wk inc flu hosp,2026-05-16,quantile,0.99,71.11459958363353
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.01,0.0
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.025,0.0
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.05,0.0
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.1,0.0884210126614809
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.15,1.0648516071044762
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.2,2.6105552769965317
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.25,4.479884796260731
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.3,6.586177480176725
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.35,8.89914866700155
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.4,11.415183070401435
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.45,14.147223760662191
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.5,17.1218534124441
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.55,20.380102934870735
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.6,23.981353356657824
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.65,28.01127797783802
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.7,32.59676161287614
2026-05-16,1,01,wk inc flu hosp,2026-05-23,quantile,0.75,37.93498632451978
