reference_date,horizon,location,target,target_end_date,output_type,output_type_id,value
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.01,1.2110112482542923
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.025,3.0260748319961492
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.05,5.240549981807704
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.1,8.543643024505647
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.15,11.226005880211822
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.2,13.618638912916634
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.25,15.855368220065028
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.3,18.008890404315707
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.35,20.126822408057922
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.4,22.245377879029668
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.45,24.39598684356913
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.5,26.6093678514726
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.55,28.918843947469114
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.6,31.36395549933602
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.65,33.99544193494748
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.7,36.88333862207794
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.75,40.13189266079357
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.8,43.91063140165239
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.85,48.52976105798662
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.9,54.66979674878823
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.95,64.44282735444374
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.975,73.56993937523342
2026-04-18,0,01,wk inc flu hosp,2026-04-18,quantile,0.99,84.94192191868518
