reference_date,horizon,location,target,target_end_date,output_type,output_type_id,value
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.01,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.025,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.05,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.1,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.15,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.2,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.25,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.3,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.35,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.4,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.45,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.5,0.0
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.55,0.1278145493264617
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.6,0.5195277598736151
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.65,1.20176908335872
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.7,2.2258868708285577
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.75,3.682371335893485
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.8,5.733373574801143
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.85,8.694801345704038
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.9,13.29379702702532
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.95,21.8993581456032
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.975,31.09374657746688
2026-01-31,0,01,wk inc flu hosp,2026-01-31,quantile,0.99,43.80525258703712
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.01,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.025,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.05,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.1,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.15,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.2,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.25,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.3,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.35,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.4,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.45,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.5,0.0
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.55,0.2323288427686346
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.6,0.9443469767226964
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.65,2.184458826347789
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.7,4.046000424510607
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.75,6.693456070696359
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.8,10.42156823939954
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.85,15.80456329420684
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.9,24.164169850501384
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.95,39.80652094894579
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.975,56.519185004773774
2026-01-31,1,01,wk inc flu hosp,2026-02-07,quantile,0.99,79.62492294002918
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.01,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.025,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.05,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.1,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.15,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.2,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.25,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.3,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.35,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.4,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.45,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.5,0.0
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.55,0.4267395370388103
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.6,1.7345680667465069
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.65,4.0123944023787335
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.7,7.431657332937843
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.75,12.294480146156866
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.8,19.14224317868523
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.85,29.02968027085153
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.9,44.384530702454285
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.95,73.11626106533575
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.975,103.81393267975332
2026-01-31,2,01,wk inc flu hosp,2026-02-14,quantile,0.99,146.25434512243146
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.01,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.025,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.05,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.1,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.15,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.2,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.25,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.3,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.35,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.4,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.45,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.5,0.0
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.55,0.5846216802050717
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.6,2.3763115661794902
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.65,5.496872339135393
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.7,10.181170525793885
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.75,16.84310689881176
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.8,26.224357948345567
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.85,39.76988064787108
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.9,60.80561246900012
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.95,100.16730976216468
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.975,142.22229365734609
2026-01-31,3,01,wk inc flu hosp,2026-02-21,quantile,0.99,200.36451643568265
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.01,1.339423342104095
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.025,2.3988436525259984
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.05,3.555182692565573
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.1,5.169765074427696
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.15,6.429386006380867
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.2,7.528342285569967
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.25,8.54021389195528
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.3,9.503264650172504
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.35,10.441591923188607
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.4,11.372814067096725
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.45,12.311635647465277
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.5,13.271920211135198
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.55,14.268261978064825
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.6,15.317588058325112
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.65,16.441274316864163
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.7,17.668510977890215
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.75,19.04244419571933
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.8,20.632915069591046
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.85,22.567306779543436
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.9,25.124330260312345
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.95,29.16658983582319
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.975,32.9167175664568
2026-01-31,0,02,wk inc flu hosp,2026-01-31,quantile,0.99,37.56212521822037
2026-01-31,1,02,wk inc flu hosp,2026-02-07,quantile,0.01,0.1039057045869156
2026-01-31,1,02,wk inc flu hosp,2026-02-07,quantile,0.025,0.7318887353353518
2026-01-31,1,02,wk inc flu hosp,2026-02-07,quantile,0.05,1.7267345786849355
2026-01-31,1,02,wk inc flu hosp,2026-02-07,quantile,0.1,3.3956499598354912
2026-01-31,1,02,wk inc flu hosp,2026-02-07,quantile,0.15,4.8374671404016265
2026-01-31,1,02,wk inc flu hosp,2026-02-07,quantile,0.2,6.164863999356817
2026-01-31,1,02,wk inc flu hosp,2026-02-07,quantile,0.25,7.431750512526021
